holder_id,household_id,parcel_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s2q01,s2q01a,s2q02,s2q03,s2q04a_1,s2q04a_2,s2q04a_os,s2q04b_1,s2q04b_2,s2q04b_3,s2q04b_4,s2q05,s2q05_os,s2q06,s2q07_1,s2q07_2,s2q08,s2q09_1,s2q09_2,s2q10a,s2q10b,s2q10c,s2q11,s2q11_os,s2q12_1,s2q12_2,s2q12_os,s2q13,s2q14,s2q15a,s2q15b,s2q15c,s2q16,s2q16_os,s2q17
06020608880020304504,060206088800203045,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,45,4,3. Both livestock and crop production,**CONFIDENTIAL**,4,1,1. YES,3. CERTIFICATE OF OCCUPANCY,,,1,2,,,4. Borrowed for Free,,,,,,,,,,,1. Main Season,,1. RELATIVE,,,,,,,,3. Vertisol.,,1. Good
06020608880020304504,060206088800203045,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,45,4,3. Both livestock and crop production,**CONFIDENTIAL**,4,1,1. YES,3. CERTIFICATE OF OCCUPANCY,,,4,,,,4. Borrowed for Free,,,,,,,,,,,1. Main Season,,1. RELATIVE,,,,,,,,3. Vertisol.,,2. Fair
06020608880020306601,060206088800203066,1,060206088800203,1. RURAL,585.5628121398386,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,66,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,1. Granted by Local Leaders,,2. NO,,,2. NO,,,,,,,,,,,4. No,400,,,,4. Luvisol,,3. Poor
06020608880020307501,060206088800203075,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,5,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,700,,,,4. Luvisol,,2. Fair
06020608880020307501,060206088800203075,3,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,800,,,,5. Mixed type,,2. Fair
06020608880020307501,060206088800203075,4,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,600,,,,3. Vertisol.,,2. Fair
06020608880020307501,060206088800203075,5,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1200,,,,3. Vertisol.,,1. Good
06020608880020307501,060206088800203075,6,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,4. Borrowed for Free,,,,,,,,,,,1. Main Season,,1. RELATIVE,,,,,,,,4. Luvisol,,3. Poor
06020608880020307501,060206088800203075,7,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,75,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,25,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,1. Leptosol,,3. Poor
06020608880020308701,060206088800203087,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,500,,,,3. Vertisol.,,2. Fair
06020608880020308701,060206088800203087,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1700,,,,3. Vertisol.,,2. Fair
06020608880020308701,060206088800203087,3,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
06020608880020308701,060206088800203087,4,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,300,,,,5. Mixed type,,2. Fair
06020608880020308701,060206088800203087,5,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,3. Vertisol.,,1. Good
06020608880020308701,060206088800203087,6,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,5. Mixed type,,2. Fair
06020608880020308701,060206088800203087,7,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1000,,,,3. Vertisol.,,1. Good
06020608880020308703,060206088800203087,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,87,3,2. livestock only ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,4. No,500,,,,3. Vertisol.,,2. Fair
06020608880020309901,060206088800203099,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,4. Borrowed for Free,,,,,,,,,,,4. Other Specify,yerasu buta eskemiyage,1. RELATIVE,,,,,,,,3. Vertisol.,,2. Fair
06020608880020309901,060206088800203099,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,1500,,,,3. Vertisol.,,1. Good
06020608880020309901,060206088800203099,3,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,500,,,,3. Vertisol.,,1. Good
06020608880020309901,060206088800203099,4,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,3. Rent,,,,,,,,2200,0,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,5. Mixed type,,2. Fair
06020608880020309901,060206088800203099,5,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,1900,0,,1. Main Season,,7. VDC MEMBER,,,,,,,,4. Luvisol,,2. Fair
06020608880020309901,060206088800203099,6,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,99,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1000,,,,3. Vertisol.,,1. Good
06020608880020311101,060206088800203111,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,111,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,300,,,,3. Vertisol.,,1. Good
06020608880020311101,060206088800203111,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,111,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,2. NO,,,,,,,,3. Rent,,,,,,,,0,1100,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,3. Vertisol.,,1. Good
06020608880020312301,060206088800203123,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,123,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,9,1. YES,1. TITLE DEED,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1000,,,,3. Vertisol.,,1. Good
06020608880020312301,060206088800203123,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,123,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,25,4. Other Specify,le 5 amet,1. RELATIVE,,,,,,,,3. Vertisol.,,1. Good
06020608880020312301,060206088800203123,3,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,123,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,6. Shared Crop in,,,,,,,,,,25,1. Main Season,,3. VILLAGE HEADMAN,,,,,,,,1. Leptosol,,3. Poor
06020608880020312301,060206088800203123,4,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,123,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2500,,,,3. Vertisol.,,1. Good
06020608880020313501,060206088800203135,1,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,135,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,6,1. YES,1. TITLE DEED,"7. LEASE, REGISTERED",,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,3. Vertisol.,,2. Fair
06020608880020313501,060206088800203135,2,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,135,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
06020608880020313501,060206088800203135,3,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,135,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
06020608880020313501,060206088800203135,4,060206088800203,1. RURAL,761.2316557817901,6. BENISHANGUL GUMUZ,02,06,8,88,002,03,135,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,5,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,6000,,,,3. Vertisol.,,1. Good
06020608880090401001,060206088800904010,1,060206088800904,1. RURAL,179.6017282010998,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,10,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090401101,060206088800904011,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,11,1,1. crop production only,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1000,,,,4. Luvisol,,2. Fair
06020608880090401101,060206088800904011,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090401101,060206088800904011,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,500,,,,4. Luvisol,,2. Fair
06020608880090401101,060206088800904011,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,600,,,,4. Luvisol,,2. Fair
06020608880090402301,060206088800904023,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,23,1,1. crop production only,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,800,,,,4. Luvisol,,2. Fair
06020608880090402301,060206088800904023,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,23,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,500,,,,4. Luvisol,,2. Fair
06020608880090402301,060206088800904023,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,23,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,300,,,,4. Luvisol,,2. Fair
06020608880090402301,060206088800904023,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,23,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,"1. Yes,all in all rented out",,0,700,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,9,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,620,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,600,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,2. NO,,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
06020608880090403701,060206088800904037,6,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,0,500,,3. Full Year,,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,7,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,150,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,8,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,150,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,9,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090403701,060206088800904037,10,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,1. Leptosol,,2. Fair
06020608880090403701,060206088800904037,11,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,0,620,,3. Full Year,,1. RELATIVE,,,,,,,,4. Luvisol,,2. Fair
06020608880090403703,060206088800904037,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,37,3,2. livestock only ,**CONFIDENTIAL**,3,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090404901,060206088800904049,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,5,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,800,,,,4. Luvisol,,2. Fair
06020608880090404901,060206088800904049,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,700,,,,4. Luvisol,,2. Fair
06020608880090404901,060206088800904049,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,300,,,,4. Luvisol,,2. Fair
06020608880090404901,060206088800904049,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,450,,,,4. Luvisol,,2. Fair
06020608880090404901,060206088800904049,5,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,49,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,"6. RENTAL CONTRACT, REGISTERED",,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,"1. Yes,all in all rented out",,200,0,,4. Luvisol,,2. Fair
06020608880090405601,060206088800904056,1,060206088800904,1. RURAL,179.6017282010998,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,56,1,4. none ,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,2. Gift/Inherited,,2. NO,,,2. NO,,,,,,,,,,,4. No,300,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,5,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,400,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,300,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,0,3000,,1. Main Season,,99. OTHER (SPECIFY),,kebele nuary,,,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,0,2300,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,5,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,500,,,,4. Luvisol,,2. Fair
06020608880090406201,060206088800904062,6,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,62,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,0,1000,,1. Main Season,,2. FRIEND/NEIGHBOR,,,,,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,1,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,7,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,2,,1. YES,1,2,,,,,,,,,4. No,1000,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,2,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,4,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,800,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,3,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,100,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,4,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,100,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,5,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,100,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,6,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,200,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,7,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,600,,,,4. Luvisol,,2. Fair
06020608880090407401,060206088800904074,8,060206088800904,1. RURAL,748.340534171249,6. BENISHANGUL GUMUZ,02,06,8,88,009,04,74,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,100,,,,4. Luvisol,,2. Fair
