ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs5q01_1,cs5q01_2,cs5q01_3,cs5q01_os,cs5q02,cs5q03,cs5q04,cs5q05_1,cs5q05_2,cs5q05_os,cs5q06,cs5q07,cs5q08_1,cs5q08_2,cs5q08_os,cs5q09,cs5q10,cs5q11
120301088800404,1. RURAL,12. GAMBELA,03,01,8,88,004,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120301088800707,1. RURAL,12. GAMBELA,03,01,8,88,007,07,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120301088801001,1. RURAL,12. GAMBELA,03,01,8,88,010,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120302088800703,1. RURAL,12. GAMBELA,03,02,8,88,007,03,1. Farming,,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
120302088800803,1. RURAL,12. GAMBELA,03,02,8,88,008,03,1. Farming,,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
120302088801002,1. RURAL,12. GAMBELA,03,02,8,88,010,02,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120302088801501,1. RURAL,12. GAMBELA,03,02,8,88,015,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120401010100108,2. URBAN,12. GAMBELA,04,01,1,1,001,08,1. Farming,,,,1. YES,15,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,10. Civil Service,,,2. NO,,
120401088800504,1. RURAL,12. GAMBELA,04,01,8,88,005,04,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
120401088801403,1. RURAL,12. GAMBELA,04,01,8,88,014,03,1. Farming,,,,1. YES,10,2. Urban Centres,2. Fishing,,,2. NO,,,,,2. NO,,
130101088800107,1. RURAL,13. HARAR,01,01,8,88,001,07,1. Farming,,,,2. NO,,,,,,1. YES,2. Urban Centres,1. Farming,,,1. YES,99,12
130101088800202,1. RURAL,13. HARAR,01,01,8,88,002,02,1. Farming,,,,1. YES,15,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
130101088800208,1. RURAL,13. HARAR,01,01,8,88,002,08,1. Farming,,,,1. YES,15,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,2. NO,,
130101088800309,1. RURAL,13. HARAR,01,01,8,88,003,09,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
130101088800407,1. RURAL,13. HARAR,01,01,8,88,004,07,1. Farming,4. Small-Scale Trade & Service Provision,"3. Firewood, Charcoal Selling",,1. YES,2,1. Rural Areas,11. Other (Specify),,yegulbt sera,1. YES,2. Urban Centres,1. Farming,,,1. YES,5,2
130101088800503,1. RURAL,13. HARAR,01,01,8,88,005,03,1. Farming,4. Small-Scale Trade & Service Provision,,,1. YES,1,3. Outside Ethiopia,9. Professional Occupations,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
130101088800702,1. RURAL,13. HARAR,01,01,8,88,007,02,1. Farming,,,,1. YES,1,3. Outside Ethiopia,1. Farming,9. Professional Occupations,,2. NO,,,,,2. NO,,
130102088800104,1. RURAL,13. HARAR,01,02,8,88,001,04,1. Farming,,,,1. YES,20,2. Urban Centres,10. Civil Service,,,2. NO,,,,,1. YES,50,50
130102088800111,1. RURAL,13. HARAR,01,02,8,88,001,11,1. Farming,,,,1. YES,20,2. Urban Centres,10. Civil Service,,,2. NO,,,,,1. YES,50,50
130102088800301,1. RURAL,13. HARAR,01,02,8,88,003,01,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
130102088800408,1. RURAL,13. HARAR,01,02,8,88,004,08,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
130102088800415,1. RURAL,13. HARAR,01,02,8,88,004,15,1. Farming,,,,2. NO,,,,,,2. NO,,,,,2. NO,,
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,1. Farming,,,,1. YES,10,2. Urban Centres,7. Transport,,,2. NO,,,,,2. NO,,
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,1. Farming,11. Other (Specify),,ngd,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,1. YES,5,2
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,1. Farming,,,,1. YES,25,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",,,2. NO,,,,,2. NO,,
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,1. Farming,,,,1. YES,30,3. Outside Ethiopia,1. Farming,9. Professional Occupations,,2. NO,,,,,2. NO,,
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,1. Farming,,,,1. YES,2,3. Outside Ethiopia,1. Farming,,,2. NO,,,,,2. NO,,
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,1. Farming,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,,1. YES,1. Rural Areas,1. Farming,,,2. NO,,
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,1. Farming,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,25,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,2. Urban Centres,9. Professional Occupations,11. Other (Specify),Yeken Sra,2. NO,,
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,10. Civil Service,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,3,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,10. Civil Service,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,2,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130104010100219,2. URBAN,13. HARAR,01,04,1,1,002,19,10. Civil Service,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,3,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130104010100226,2. URBAN,13. HARAR,01,04,1,1,002,26,10. Civil Service,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,,,2. NO,,
130104010100305,2. URBAN,13. HARAR,01,04,1,1,003,05,10. Civil Service,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130104010100312,2. URBAN,13. HARAR,01,04,1,1,003,12,10. Civil Service,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130104010100321,2. URBAN,13. HARAR,01,04,1,1,003,21,10. Civil Service,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,2. Urban Centres,9. Professional Occupations,10. Civil Service,,2. NO,,
130105010100102,2. URBAN,13. HARAR,01,05,1,1,001,02,4. Small-Scale Trade & Service Provision,10. Civil Service,11. Other (Specify),Ykene sera,1. YES,5,2. Urban Centres,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,11. Other (Specify),Yken sera,2. NO,,
130105010100203,2. URBAN,13. HARAR,01,05,1,1,002,03,4. Small-Scale Trade & Service Provision,10. Civil Service,11. Other (Specify),Ykene Sera,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,11. Other (Specify),Yekene Sera,2. NO,,
130105010100209,2. URBAN,13. HARAR,01,05,1,1,002,09,4. Small-Scale Trade & Service Provision,10. Civil Service,11. Other (Specify),Ykene sera,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,11. Other (Specify),Yeken sera,2. NO,,
130106010100101,2. URBAN,13. HARAR,01,06,1,1,001,01,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,11. Other (Specify),Yken sera,2. NO,,
130106010100108,2. URBAN,13. HARAR,01,06,1,1,001,08,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,5,2. Urban Centres,10. Civil Service,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,11. Other (Specify),Yeqn sers,2. NO,,
130106010100201,2. URBAN,13. HARAR,01,06,1,1,002,01,4. Small-Scale Trade & Service Provision,1. Farming,10. Civil Service,,1. YES,10,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,11. Other (Specify),Leqen sera,2. NO,,
130106010100208,2. URBAN,13. HARAR,01,06,1,1,002,08,1. Farming,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,10,2. Urban Centres,10. Civil Service,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,
130106010100304,2. URBAN,13. HARAR,01,06,1,1,003,04,4. Small-Scale Trade & Service Provision,8. Large-Scale Commercial Industry,10. Civil Service,,1. YES,20,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,2. NO,,
130107010100103,2. URBAN,13. HARAR,01,07,1,1,001,03,4. Small-Scale Trade & Service Provision,8. Large-Scale Commercial Industry,7. Transport,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,2. NO,,
130107010100208,2. URBAN,13. HARAR,01,07,1,1,002,08,10. Civil Service,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,10,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,2. NO,,
130107010100305,2. URBAN,13. HARAR,01,07,1,1,003,05,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,,,2. NO,,
130108010100203,2. URBAN,13. HARAR,01,08,1,1,002,03,4. Small-Scale Trade & Service Provision,10. Civil Service,"5. Beer Brewing, Kachasu",,1. YES,2,2. Urban Centres,10. Civil Service,,,1. YES,1. Rural Areas,9. Professional Occupations,,,2. NO,,
130108010100301,2. URBAN,13. HARAR,01,08,1,1,003,01,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,3,2
130108010100309,2. URBAN,13. HARAR,01,08,1,1,003,09,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,3,2
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,3,2
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,4. Small-Scale Trade & Service Provision,10. Civil Service,7. Transport,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,7. Transport,,2. NO,,
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,"6. Handicraft Production, Small-Scale Industry",4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,30,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,35,65
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,4. Small-Scale Trade & Service Provision,10. Civil Service,7. Transport,,1. YES,15,2. Urban Centres,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,2. Urban Centres,10. Civil Service,4. Small-Scale Trade & Service Provision,,1. YES,5,5
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,75,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",9. Professional Occupations,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,2. NO,,
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,4. Small-Scale Trade & Service Provision,10. Civil Service,7. Transport,,1. YES,2,2. Urban Centres,9. Professional Occupations,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,40,60
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,20,30
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,4. Small-Scale Trade & Service Provision,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,Daily Work,1. YES,2,98
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,11. Other (Specify),"5. Beer Brewing, Kachasu",,Prostitute/sex worker,1. YES,20,2. Urban Centres,"5. Beer Brewing, Kachasu",4. Small-Scale Trade & Service Provision,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,10,15
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,1. YES,15,2. Urban Centres,11. Other (Specify),,Gizawi Sira,1. YES,2. Urban Centres,11. Other (Specify),,Gizawi sira,1. YES,30,65
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,4. Small-Scale Trade & Service Provision,,,,1. YES,10,3. Outside Ethiopia,11. Other (Specify),,Yebet Wist Sira,2. NO,,,,,1. YES,5,7
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,4. Small-Scale Trade & Service Provision,,,,1. YES,10,3. Outside Ethiopia,11. Other (Specify),,Yebet Wist Sira,2. NO,,,,,1. YES,5,7
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,10. Civil Service,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,5,2. Urban Centres,9. Professional Occupations,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,28,45
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,4. Small-Scale Trade & Service Provision,11. Other (Specify),,Ygulbet Sira,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),4. Small-Scale Trade & Service Provision,Yegulbet Sira,1. YES,75,25
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,4. Small-Scale Trade & Service Provision,,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yebet Sira,1. YES,1. Rural Areas,11. Other (Specify),,Yeken Sira,1. YES,15,15
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,4. Small-Scale Trade & Service Provision,,,,1. YES,5,3. Outside Ethiopia,11. Other (Specify),,Yegulbet Sira,1. YES,1. Rural Areas,11. Other (Specify),,Yeken Sira,1. YES,10,40
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,4. Small-Scale Trade & Service Provision,,,,1. YES,1,3. Outside Ethiopia,11. Other (Specify),,Yebet Wist Sira,1. YES,1. Rural Areas,11. Other (Specify),,Yeken Sira,1. YES,2,10
140401010400123,2. URBAN,14. ADDIS ABABA,04,01,1,4,001,23,4. Small-Scale Trade & Service Provision,,,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,10,10
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,4. Small-Scale Trade & Service Provision,10. Civil Service,"3. Firewood, Charcoal Selling",,1. YES,10,2. Urban Centres,11. Other (Specify),,Yetegegnewun Sira,2. NO,,,,,1. YES,70,30
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,4. Small-Scale Trade & Service Provision,9. Professional Occupations,10. Civil Service,,2. NO,,,,,,1. YES,2. Urban Centres,11. Other (Specify),,Yetegegnewun Sira,1. YES,30,20
140504010500449,2. URBAN,14. ADDIS ABABA,05,04,1,5,004,49,4. Small-Scale Trade & Service Provision,,,,1. YES,30,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,25,25
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,4. Small-Scale Trade & Service Provision,,,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,4. Small-Scale Trade & Service Provision,11. Other (Specify),9. Professional Occupations,Yegulbet sirA,1. YES,1,3. Outside Ethiopia,11. Other (Specify),9. Professional Occupations,hetevegnewhn sira,1. YES,1. Rural Areas,11. Other (Specify),9. Professional Occupations,Yeken sira,1. YES,65,35
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,4. Small-Scale Trade & Service Provision,9. Professional Occupations,"6. Handicraft Production, Small-Scale Industry",,1. YES,2,3. Outside Ethiopia,"6. Handicraft Production, Small-Scale Industry",9. Professional Occupations,,1. YES,1. Rural Areas,11. Other (Specify),9. Professional Occupations,yegulbet sira,1. YES,56,44
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,8. Large-Scale Commercial Industry,,,,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,yekdn sira,1. YES,0,50
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,4. Small-Scale Trade & Service Provision,,,,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,yegulbet sira,1. YES,5,3
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,4. Small-Scale Trade & Service Provision,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,25,60
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,4. Small-Scale Trade & Service Provision,10. Civil Service,9. Professional Occupations,,1. YES,2,2. Urban Centres,9. Professional Occupations,10. Civil Service,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,2,1
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,,1. YES,20,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,1. YES,5,7
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,4. Small-Scale Trade & Service Provision,9. Professional Occupations,"3. Firewood, Charcoal Selling",,1. YES,4,2. Urban Centres,10. Civil Service,9. Professional Occupations,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,40,35
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,4. Small-Scale Trade & Service Provision,,,,1. YES,1,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,10,10
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,4. Small-Scale Trade & Service Provision,,,,1. YES,1,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,10,10
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,4. Small-Scale Trade & Service Provision,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,20,7
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry","5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,day workers,1. YES,40,60
140804010800447,2. URBAN,14. ADDIS ABABA,08,04,1,8,004,47,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry","5. Beer Brewing, Kachasu",,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,day workers,1. YES,40,60
140807010800749,2. URBAN,14. ADDIS ABABA,08,07,1,8,007,49,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",9. Professional Occupations,,2. NO,,,,,,1. YES,2. Urban Centres,11. Other (Specify),,Yebet Serategha,1. YES,,
140809010800932,2. URBAN,14. ADDIS ABABA,08,09,1,8,009,32,9. Professional Occupations,4. Small-Scale Trade & Service Provision,8. Large-Scale Commercial Industry,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,8. Large-Scale Commercial Industry,,1. YES,30,70
140810010801022,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,22,9. Professional Occupations,10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,20,80
140810010801057,2. URBAN,14. ADDIS ABABA,08,10,1,8,010,57,9. Professional Occupations,10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,,,1. YES,20,80
140812010801246,2. URBAN,14. ADDIS ABABA,08,12,1,8,012,46,1. Farming,4. Small-Scale Trade & Service Provision,,,2. NO,,,,,,1. YES,2. Urban Centres,9. Professional Occupations,,,1. YES,50,50
140813010801344,2. URBAN,14. ADDIS ABABA,08,13,1,8,013,44,4. Small-Scale Trade & Service Provision,10. Civil Service,9. Professional Occupations,,2. NO,,,,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,1. YES,30,70
140901010900115,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,15,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,65,35
140901010900128,2. URBAN,14. ADDIS ABABA,09,01,1,9,001,28,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,65,35
140902010900263,2. URBAN,14. ADDIS ABABA,09,02,1,9,002,63,"6. Handicraft Production, Small-Scale Industry",9. Professional Occupations,10. Civil Service,,1. YES,5,2. Urban Centres,"6. Handicraft Production, Small-Scale Industry",11. Other (Specify),Anestegna sira,1. YES,1. Rural Areas,11. Other (Specify),,Yetegegnewun sira,1. YES,15,75
140905010900503,2. URBAN,14. ADDIS ABABA,09,05,1,9,005,03,4. Small-Scale Trade & Service Provision,9. Professional Occupations,,,1. YES,2,3. Outside Ethiopia,11. Other (Specify),,Yebet Seratgna,2. NO,,,,,1. YES,1,2
140906010900663,2. URBAN,14. ADDIS ABABA,09,06,1,9,006,63,10. Civil Service,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,2,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,2,1
140909010900935,2. URBAN,14. ADDIS ABABA,09,09,1,9,009,35,10. Civil Service,4. Small-Scale Trade & Service Provision,,,1. YES,5,2. Urban Centres,11. Other (Specify),,Kitre,2. NO,,,,,1. YES,37,38
140911010901147,2. URBAN,14. ADDIS ABABA,09,11,1,9,011,47,9. Professional Occupations,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,7,2. Urban Centres,9. Professional Occupations,,,1. YES,1. Rural Areas,10. Civil Service,,,1. YES,27,73
140912010901207,2. URBAN,14. ADDIS ABABA,09,12,1,9,012,07,8. Large-Scale Commercial Industry,4. Small-Scale Trade & Service Provision,10. Civil Service,,1. YES,5,2. Urban Centres,9. Professional Occupations,7. Transport,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,5,2
141001011000136,2. URBAN,14. ADDIS ABABA,10,01,1,10,001,36,9. Professional Occupations,10. Civil Service,4. Small-Scale Trade & Service Provision,,2. NO,,,,,,1. YES,1. Rural Areas,9. Professional Occupations,4. Small-Scale Trade & Service Provision,,1. YES,10,12
141004011000409,2. URBAN,14. ADDIS ABABA,10,04,1,10,004,09,4. Small-Scale Trade & Service Provision,"5. Beer Brewing, Kachasu",,,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),,Beglaseb drejitoch Lamekater,1. YES,5,50
141005011000511,2. URBAN,14. ADDIS ABABA,10,05,1,10,005,11,4. Small-Scale Trade & Service Provision,,,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,2,5
141007011000713,2. URBAN,14. ADDIS ABABA,10,07,1,10,007,13,11. Other (Specify),4. Small-Scale Trade & Service Provision,10. Civil Service,Yfabrika Seratgena,2. NO,,,,,,1. YES,1. Rural Areas,11. Other (Specify),4. Small-Scale Trade & Service Provision,Ykene Sira,1. YES,65,35
141008011000847,2. URBAN,14. ADDIS ABABA,10,08,1,10,008,47,4. Small-Scale Trade & Service Provision,,,,1. YES,5,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,3
150101010100105,2. URBAN,15. DIRE DAWA,01,01,1,1,001,05,4. Small-Scale Trade & Service Provision,10. Civil Service,,,1. YES,20,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
150101010100117,2. URBAN,15. DIRE DAWA,01,01,1,1,001,17,4. Small-Scale Trade & Service Provision,10. Civil Service,,,1. YES,20,2. Urban Centres,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,2. NO,,
150101010100305,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100318,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
150101010100330,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,4. Small-Scale Trade & Service Provision,"6. Handicraft Production, Small-Scale Industry",10. Civil Service,,1. YES,15,3. Outside Ethiopia,4. Small-Scale Trade & Service Provision,,,1. YES,1. Rural Areas,4. Small-Scale Trade & Service Provision,,,1. YES,5,0
