household_id,loan_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,s15q02b,s15q02b_os,s15q03_1,s15q03_2,s15q04,s15q04_os,s15q05,s15q06a,s15q06b,s15q07,s15q08,s15q09a,s15q09b,s15q10a,s15q10b,s15q10c
120105030100103020,1,120105030100103,2. URBAN,130.9203076923077,12. GAMBELA,01,05,3,1,001,03,20,1. RELATIVE,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,8. APRIL,2011,4. EVERY THREE MONTHS,2. NO,1. SEPTEMBER,2012,4000,0,4000
120105030100103056,1,120105030100103,2. URBAN,130.9203076923077,12. GAMBELA,01,05,3,1,001,03,56,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,400,0,400
120105030100103074,1,120105030100103,2. URBAN,130.9203076923077,12. GAMBELA,01,05,3,1,001,03,74,1. RELATIVE,,1,2,11. HEALTH & EDUCATION EXPENDITURE,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,250,0,250
120105088800804009,1,120105088800804,1. RURAL,243.9450395901258,12. GAMBELA,01,05,8,88,008,04,9,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,4000,0,4000
120105088800804117,1,120105088800804,1. RURAL,243.9450395901258,12. GAMBELA,01,05,8,88,008,04,117,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,2012,0,0,0
120106010100108270,1,120106010100108,2. URBAN,111.6081742043551,12. GAMBELA,01,06,1,1,001,08,270,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
120106010100313086,1,120106010100313,2. URBAN,108.636,12. GAMBELA,01,06,1,1,003,13,86,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
120106010100313149,1,120106010100313,2. URBAN,108.636,12. GAMBELA,01,06,1,1,003,13,149,1. RELATIVE,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,150,0,150
120106010100323051,1,120106010100323,2. URBAN,171.1716007532956,12. GAMBELA,01,06,1,1,003,23,51,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
120106010100323083,1,120106010100323,2. URBAN,171.1716007532956,12. GAMBELA,01,06,1,1,003,23,83,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,300,0,300
120106010100323099,1,120106010100323,2. URBAN,171.1716007532956,12. GAMBELA,01,06,1,1,003,23,99,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2500,0,2500
120106010100323147,1,120106010100323,2. URBAN,171.1716007532956,12. GAMBELA,01,06,1,1,003,23,147,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,5000,0,5000
120106010100504017,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,17,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
120106010100504088,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,88,7. MICROFINANCE INSTITUTION,,1,,7. PURCHASE NON-FARM INPUTS,,1,3. NOVEMBER,2011,3. MONTHLY,1. YES,,,25000,1500,26500
120106010100504157,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,157,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,10000,0,10000
120106010100504174,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,174,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
120106010100504212,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,212,1. RELATIVE,,1,2,6. EXPANDING BUSINESS,,1,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2000,0,2000
120106010100504248,1,120106010100504,2. URBAN,156.0651851851852,12. GAMBELA,01,06,1,1,005,04,248,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,12. AUGUST,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1500,0,1500
120203010100102095,1,120203010100102,2. URBAN,113.6062745098039,12. GAMBELA,02,03,1,1,001,02,95,3. GROCERY/LOCAL MERCHANT,,1,,6. EXPANDING BUSINESS,,1,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,5000,0,5000
120301010100101052,1,120301010100101,2. URBAN,134.6062222222222,12. GAMBELA,03,01,1,1,001,01,52,1. RELATIVE,,1,,9. OTHER (SPECIFY),Court process,,6. FEBRUARY,2011,5. EVERY SIX MONTHS,1. YES,,,10000,0,10000
120301010100113045,1,120301010100113,2. URBAN,123.7243333333333,12. GAMBELA,03,01,1,1,001,13,45,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,250,0,250
120301010100113065,1,120301010100113,2. URBAN,123.7243333333333,12. GAMBELA,03,01,1,1,001,13,65,11. OTHER (SPECIFY),Edere,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,3800,0,3800
120301010100113105,1,120301010100113,2. URBAN,123.7243333333333,12. GAMBELA,03,01,1,1,001,13,105,2. NEIGHBOR,,1,,7. PURCHASE NON-FARM INPUTS,,1,12. AUGUST,2010,3. MONTHLY,1. YES,,,2000,0,2000
120301010100113135,1,120301010100113,2. URBAN,123.7243333333333,12. GAMBELA,03,01,1,1,001,13,135,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
120301010100211132,1,120301010100211,2. URBAN,237.7993612774451,12. GAMBELA,03,01,1,1,002,11,132,9. NGO,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
120301010100211153,1,120301010100211,2. URBAN,237.7993612774451,12. GAMBELA,03,01,1,1,002,11,153,1. RELATIVE,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,23000,0,23000
120301010100211195,1,120301010100211,2. URBAN,237.7993612774451,12. GAMBELA,03,01,1,1,002,11,195,2. NEIGHBOR,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,700,0,700
120301010100211279,1,120301010100211,2. URBAN,237.7993612774451,12. GAMBELA,03,01,1,1,002,11,279,1. RELATIVE,,1,2,11. HEALTH & EDUCATION EXPENDITURE,,,11. JULY,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
120301010100211300,1,120301010100211,2. URBAN,237.7993612774451,12. GAMBELA,03,01,1,1,002,11,300,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
120301088800101047,1,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,47,2. NEIGHBOR,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,3. MONTHLY,1. YES,,,500,0,500
120301088800101083,1,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,83,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,9. MAY,2011,3. MONTHLY,1. YES,,,200,0,200
120301088800101095,1,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,95,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,400,0,400
120301088800101107,1,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,107,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,5. JANUARY,2011,3. MONTHLY,1. YES,,,500,0,500
120301088800101119,1,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,119,3. GROCERY/LOCAL MERCHANT,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
120301088800404060,1,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,60,11. OTHER (SPECIFY),Edere,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,4. EVERY THREE MONTHS,2. NO,3. NOVEMBER,2012,1000,500,1500
120301088801001039,1,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,39,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
120301088801001059,1,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,59,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,30,0,30
120302088800803120,1,120302088800803,1. RURAL,225.4979235528435,12. GAMBELA,03,02,8,88,008,03,120,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,10. JUNE,2011,3. MONTHLY,2. NO,11. JULY,2011,150,0,150
120302088801501129,1,120302088801501,1. RURAL,202.2661749916192,12. GAMBELA,03,02,8,88,015,01,129,2. NEIGHBOR,,1,2,10. FOOD/NON-FOOD EXPENDITURE,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,1000,0,1000
130101088800309122,1,130101088800309,1. RURAL,183.8424057084608,13. HARAR,01,01,8,88,003,09,122,1. RELATIVE,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,2. OCTOBER,2011,1. DAILY,1. YES,,,1000,0,1000
130101088800309136,1,130101088800309,1. RURAL,183.8424057084608,13. HARAR,01,01,8,88,003,09,136,1. RELATIVE,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,1. DAILY,1. YES,,,150,0,150
130101088800407089,1,130101088800407,1. RURAL,138.3281281281281,13. HARAR,01,01,8,88,004,07,89,2. NEIGHBOR,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
130101088800407099,1,130101088800407,1. RURAL,138.3281281281281,13. HARAR,01,01,8,88,004,07,99,2. NEIGHBOR,,1,2,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,8. APRIL,2011,2. WEEKLY,1. YES,,,200,0,200
130101088800503010,1,130101088800503,1. RURAL,173.0625555555555,13. HARAR,01,01,8,88,005,03,10,1. RELATIVE,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,6. ANNUALLY,2. NO,9. MAY,2012,250,0,250
130101088800503022,1,130101088800503,1. RURAL,173.0625555555555,13. HARAR,01,01,8,88,005,03,22,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,9. MAY,2012,150,0,150
130101088800503094,1,130101088800503,1. RURAL,173.0625555555555,13. HARAR,01,01,8,88,005,03,94,1. RELATIVE,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,11. JULY,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,1000,0,1000
130101088800503118,1,130101088800503,1. RURAL,173.0625555555555,13. HARAR,01,01,8,88,005,03,118,1. RELATIVE,,1,,11. HEALTH & EDUCATION EXPENDITURE,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,400,0,400
130101088800702010,1,130101088800702,1. RURAL,131.8688292319165,13. HARAR,01,01,8,88,007,02,10,2. NEIGHBOR,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,3. MONTHLY,1. YES,,,200,0,200
130101088800702066,1,130101088800702,1. RURAL,131.8688292319165,13. HARAR,01,01,8,88,007,02,66,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,11. JULY,2010,3. MONTHLY,2. NO,2. OCTOBER,2012,4000,0,4000
130101088800702080,1,130101088800702,1. RURAL,131.8688292319165,13. HARAR,01,01,8,88,007,02,80,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,0,0,0
130101088800702094,1,130101088800702,1. RURAL,131.8688292319165,13. HARAR,01,01,8,88,007,02,94,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,3. MONTHLY,2. NO,1. SEPTEMBER,2012,2000,0,2000
130101088800702108,1,130101088800702,1. RURAL,131.8688292319165,13. HARAR,01,01,8,88,007,02,108,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,4. DECEMBER,2012,3000,0,3000
130102088800104026,1,130102088800104,1. RURAL,153.2360380116959,13. HARAR,01,02,8,88,001,04,26,2. NEIGHBOR,,1,,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,11. JULY,2011,200,0,200
130102088800104058,1,130102088800104,1. RURAL,153.2360380116959,13. HARAR,01,02,8,88,001,04,58,2. NEIGHBOR,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,5. JANUARY,2011,3. MONTHLY,1. YES,,,500,0,500
130102088800104154,1,130102088800104,1. RURAL,153.2360380116959,13. HARAR,01,02,8,88,001,04,154,2. NEIGHBOR,,1,2,3. PURCHASE INPUTS FOR OTHER CROPS,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,250,0,250
130102088800301029,1,130102088800301,1. RURAL,177.7132201646091,13. HARAR,01,02,8,88,003,01,29,1. RELATIVE,,1,2,1. PURCHASE HOUSE/LEASE LAND FOR FARMING,,,6. FEBRUARY,2011,3. MONTHLY,2. NO,11. JULY,2011,3500,150,3650
130102088800408105,1,130102088800408,1. RURAL,114.8137254901961,13. HARAR,01,02,8,88,004,08,105,7. MICROFINANCE INSTITUTION,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,4. EVERY THREE MONTHS,1. YES,,,10000,0,10000
130102088800415087,1,130102088800415,1. RURAL,12.51175213675214,13. HARAR,01,02,8,88,004,15,87,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,2. WEEKLY,1. YES,,,200,0,200
130103088800211029,1,130103088800211,1. RURAL,132.5097859327217,13. HARAR,01,03,8,88,002,11,29,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2012,500,0,500
130104010100101136,1,130104010100101,2. URBAN,103.5285464709993,13. HARAR,01,04,1,1,001,01,136,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,3. MONTHLY,2. NO,11. JULY,2011,400,0,400
130104010100101136,2,130104010100101,2. URBAN,103.5285464709993,13. HARAR,01,04,1,1,001,01,136,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,3. MONTHLY,1. YES,,,180,0,180
130104010100312035,1,130104010100312,2. URBAN,90.50909356725145,13. HARAR,01,04,1,1,003,12,35,10. SACCOS,,1,,8. WORKING CAPITAL FOR NON-FARM ENTERPRISE,,1,7. MARCH,2011,3. MONTHLY,2. NO,7. MARCH,2011,115000,15000,130000
130104010100312179,1,130104010100312,2. URBAN,90.50909356725145,13. HARAR,01,04,1,1,003,12,179,1. RELATIVE,,1,,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,3000,0,3000
130104010100321096,1,130104010100321,2. URBAN,138.8800453514739,13. HARAR,01,04,1,1,003,21,96,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
130104010100321115,1,130104010100321,2. URBAN,138.8800453514739,13. HARAR,01,04,1,1,003,21,115,2. NEIGHBOR,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,5. JANUARY,2011,2000,0,2000
130104010100321134,1,130104010100321,2. URBAN,138.8800453514739,13. HARAR,01,04,1,1,003,21,134,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
130106010100108042,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,42,2. NEIGHBOR,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,2. OCTOBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
130106010100108072,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,72,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
130106010100108087,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,87,3. GROCERY/LOCAL MERCHANT,,1,2,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,3. MONTHLY,2. NO,10. JUNE,2012,586,0,586
130106010100108102,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,102,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,4. DECEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,300,0,300
130106010100108132,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,132,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,200,0,200
130106010100108177,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,177,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,10. JUNE,2010,3. MONTHLY,2. NO,12. AUGUST,2011,30000,0,30000
130106010100108192,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,192,3. GROCERY/LOCAL MERCHANT,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,3. MONTHLY,1. YES,,,300,0,300
130106010100108207,1,130106010100108,2. URBAN,95.63955555555556,13. HARAR,01,06,1,1,001,08,207,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,9000,0,9000
130106010100201013,1,130106010100201,2. URBAN,116.3268755935423,13. HARAR,01,06,1,1,002,01,13,1. RELATIVE,,1,,5. BUSINESS START-UP CAPITAL,,1,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,100000,0,100000
130106010100201070,1,130106010100201,2. URBAN,116.3268755935423,13. HARAR,01,06,1,1,002,01,70,2. NEIGHBOR,,2,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,2. WEEKLY,1. YES,,,300,0,300
130106010100201108,1,130106010100201,2. URBAN,116.3268755935423,13. HARAR,01,06,1,1,002,01,108,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,1. SEPTEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
130106010100201146,1,130106010100201,2. URBAN,116.3268755935423,13. HARAR,01,06,1,1,002,01,146,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,500,0,500
130106010100201184,1,130106010100201,2. URBAN,116.3268755935423,13. HARAR,01,06,1,1,002,01,184,3. GROCERY/LOCAL MERCHANT,,1,,6. EXPANDING BUSINESS,,1,8. APRIL,2011,1. DAILY,2. NO,2. OCTOBER,2012,7000,0,7000
130106010100304027,1,130106010100304,2. URBAN,88.49088050314467,13. HARAR,01,06,1,1,003,04,27,2. NEIGHBOR,,1,,7. PURCHASE NON-FARM INPUTS,,1,10. JUNE,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,12. AUGUST,2011,10000,0,10000
130106010100304107,1,130106010100304,2. URBAN,88.49088050314467,13. HARAR,01,06,1,1,003,04,107,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,1. SEPTEMBER,2012,500,500,1000
130106010100304107,2,130106010100304,2. URBAN,88.49088050314467,13. HARAR,01,06,1,1,003,04,107,3. GROCERY/LOCAL MERCHANT,,1,,7. PURCHASE NON-FARM INPUTS,,1,10. JUNE,2011,2. WEEKLY,2. NO,11. JULY,2011,240,0,240
130106010100304117,1,130106010100304,2. URBAN,88.49088050314467,13. HARAR,01,06,1,1,003,04,117,7. MICROFINANCE INSTITUTION,,3,,4. PURCHASE HOUSE/LEASE LAND FOR BUSINESS,,,6. FEBRUARY,2011,3. MONTHLY,2. NO,6. FEBRUARY,2016,150000,22500,172500
130106010100304127,1,130106010100304,2. URBAN,88.49088050314467,13. HARAR,01,06,1,1,003,04,127,1. RELATIVE,,2,,7. PURCHASE NON-FARM INPUTS,,1,3. NOVEMBER,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,3. NOVEMBER,2012,30000,0,30000
130107010100208013,1,130107010100208,2. URBAN,114.6578959810875,13. HARAR,01,07,1,1,002,08,13,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,6. FEBRUARY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,2000,0,2000
130107010100208028,1,130107010100208,2. URBAN,114.6578959810875,13. HARAR,01,07,1,1,002,08,28,1. RELATIVE,,1,,9. OTHER (SPECIFY),Personal purpose,,9. MAY,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,2. NO,10. JUNE,2011,200,0,200
130107010100208118,1,130107010100208,2. URBAN,114.6578959810875,13. HARAR,01,07,1,1,002,08,118,1. RELATIVE,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,9. MAY,2011,2. WEEKLY,2. NO,10. JUNE,2011,100,0,100
130107010100305045,1,130107010100305,2. URBAN,101.7442080378251,13. HARAR,01,07,1,1,003,05,45,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,7. MARCH,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,3000,0,3000
130107010100305065,1,130107010100305,2. URBAN,101.7442080378251,13. HARAR,01,07,1,1,003,05,65,1. RELATIVE,,1,,2. PURCHASE AGRICULTURAL INPUTS FOR FOOD CROP,,,8. APRIL,2011,3. MONTHLY,1. YES,,,250,250,500
130107010100305095,1,130107010100305,2. URBAN,101.7442080378251,13. HARAR,01,07,1,1,003,05,95,10. SACCOS,,1,,7. PURCHASE NON-FARM INPUTS,,1,8. APRIL,2011,3. MONTHLY,2. NO,4. DECEMBER,2012,6000,1500,7500
130108010100203040,1,130108010100203,2. URBAN,112.9455257270694,13. HARAR,01,08,1,1,002,03,40,1. RELATIVE,,1,,6. EXPANDING BUSINESS,,1,10. JUNE,2010,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,5000,2500,7500
130108010100317008,1,130108010100317,2. URBAN,96.34021164021163,13. HARAR,01,08,1,1,003,17,8,2. NEIGHBOR,,2,,7. PURCHASE NON-FARM INPUTS,,1,9. MAY,2011,3. MONTHLY,1. YES,,,1500,0,1500
130108010100317138,1,130108010100317,2. URBAN,96.34021164021163,13. HARAR,01,08,1,1,003,17,138,1. RELATIVE,,1,,7. PURCHASE NON-FARM INPUTS,,1,8. APRIL,2011,7. 1 TIME LUMP SUM/ONLY WHEN I GET CASH,1. YES,,,5000,0,5000
130109010100303069,1,130109010100303,2. URBAN,105.4848039215686,13. HARAR,01,09,1,1,003,03,69,2. NEIGHBOR,,1,,10. FOOD/NON-FOOD EXPENDITURE,,,10. JUNE,2011,2. WEEKLY,2. NO,11. JULY,2011,250,0,250
