key,household_id,ea_id,cs_startdate,cs_submissiondate,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_id,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3a_pri_sch_child,ac4a_pri_child,ac5a_pri_edu_type,ac5a_pri_edu_type_1,ac5a_pri_edu_type_2,ac5a_pri_edu_type_3,ac5a_pri_edu_type_4,ac5a_pri_edu_type_5,ac5a_pri_edu_type__96,ac5a_pri_edu_type__98,ac5a_pri_edu_type__99,ac5a_pri_edu_type_other,ac3b_sec_sch_child,ac4b_sec_child,ac5b_sec_edu_type,ac5b_sec_edu_type_1,ac5b_sec_edu_type_2,ac5b_sec_edu_type_3,ac5b_sec_edu_type_4,ac5b_sec_edu_type_5,ac5b_sec_edu_type__96,ac5b_sec_edu_type__98,ac5b_sec_edu_type__99,ac5b_sec_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_0,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_0,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,as5_assist_fair,as6_assist_tension,ag1_crops,ag2_crops_able,ag3_crops_reas,ag3_crops_reas_1,ag3_crops_reas_2,ag3_crops_reas_3,ag3_crops_reas_4,ag3_crops_reas_5,ag3_crops_reas_6,ag3_crops_reas_7,ag3_crops_reas_8,ag3_crops_reas_9,ag3_crops_reas__96,ag3_crops_reas__98,ag3_crops_reas__99,ag3_crops_reas_other,ag4_crops_reas_fert,ag4_crops_reas_fert_other,ag5_crops_reas_seeds,ag5_crops_reas_seeds_other,ag6_ext_need,ag7_ext_receive,ag8_travel_norm,ag9_travel_curr,lo1_keb,lo2_farm,lo3_impact,lo3_impact_1,lo3_impact_2,lo3_impact_3,lo3_impact_4,lo3_impact__99,lo4_destr,lo5_sprayed,wa1_water_drink,wa2_water_drink_why,wa2_water_drink_why_other,wa3_water_wash,wa4_water_wash_why,wa4_water_wash_why_other,wa5_soap_wash,wa6_soap_wash_why,wa6_soap_wash_why_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,phw4,_merge
uuid:374be8c0-d78a-4116-a453-72518f1900ab,010104010100101028,010104010100101,2020-08-06T09:07:03Z,2020-08-06T17:43:10Z,Tigray,1,4,1,1,1,Urban,1,28,1,Female,40,Round 4,1,Yes,1,Female,40,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,4564.4072265625,3
uuid:7ce44234-3ef5-4d0b-9843-0f882d21825c,010104010100101044,010104010100101,2020-08-08T12:28:24Z,2020-08-08T18:35:54Z,Tigray,1,4,1,1,1,Urban,1,44,1,Female,32,Round 4,3,Yes,1,Female,32,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,7631.92529296875,3
uuid:c82d240c-74f7-4c06-967e-a19b62f61f28,010104010100101060,010104010100101,2020-08-04T13:20:33Z,2020-08-05T11:20:56Z,Tigray,1,4,1,1,1,Urban,1,60,1,Male,25,Round 4,6,Yes,1,Male,25,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,Yes,,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,6528.40380859375,3
uuid:f2078f8c-1c72-43e4-b56c-07c99fc098e3,010104010100101076,010104010100101,2020-08-11T12:25:21Z,2020-08-11T19:28:09Z,Tigray,1,4,1,1,1,Urban,1,76,1,Female,40,Round 4,1,Yes,1,Female,40,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,Yes,,,Wholesale and retail trade,,Self-Employed,,Yes,Yes,,,,Agriculture,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,7631.92529296875,3
uuid:f7e3e269-c525-4809-a28a-dca4d9cc48e7,010104010100101108,010104010100101,2020-07-31T12:49:10Z,2020-08-01T00:16:25Z,Tigray,1,4,1,1,1,Urban,1,108,1,Male,21,Round 4,1,Yes,1,Male,21,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,4564.4072265625,3
uuid:1db5d6e3-cd66-4413-880a-b8db12a4e143,010104010100101140,010104010100101,2020-08-14T18:48:38Z,2020-08-14T20:58:03Z,Tigray,1,4,1,1,1,Urban,1,140,1,Male,48,Round 4,8,Yes,1,Male,48,Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,Yes,,,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,Yes,Yes,,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,3000.600830078125,3
uuid:aba4bc11-a04c-4bdd-aa0c-36b59cd7e4c7,010104010100101156,010104010100101,2020-07-31T13:22:47Z,2020-08-01T00:16:57Z,Tigray,1,4,1,1,1,Urban,1,156,1,Male,55,Round 4,3,Yes,1,Male,55,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,4,No,No,No,Yes,No,No,No,No,,No,,,,,,,,,,,,No,,,,No,Yes,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,,,Yes,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Self-Employed,,Yes,Yes,,,,Agriculture,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,3830.8271484375,3
uuid:e9a8eab8-2153-413b-99c6-72609a55913c,010104010100101188,010104010100101,2020-08-12T10:26:00Z,2020-08-12T22:00:28Z,Tigray,1,4,1,1,1,Urban,1,188,1,Male,42,Round 4,8,Yes,1,Male,42,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,Yes,,,Wholesale and retail trade,,Self-Employed,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,3000.600830078125,3
uuid:ef24a6a7-787a-4549-8b94-2f7d9e4e115b,010104010100101220,010104010100101,2020-08-12T10:02:55Z,2020-08-12T22:00:19Z,Tigray,1,4,1,1,1,Urban,1,220,1,Male,28,Round 4,7,Yes,1,Male,28,Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,"Restaurants, hotels, bars, cafes",,Self-Employed,,Yes,,,Yes,,,"Restaurants, hotels, bars, cafes",,Self-Employed,,Yes,Yes,,,,"Restaurants, hotels, bars, cafes",,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,6528.40380859375,3
uuid:3cf16b3d-c036-48c0-8301-296f626a3d9e,010104010100101236,010104010100101,2020-08-10T12:34:49Z,2020-08-11T07:30:37Z,Tigray,1,4,1,1,1,Urban,1,236,1,Male,37,Round 4,1,Yes,1,Male,37,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Agriculture,,Self-Employed,,Yes,,,Yes,,,Agriculture,,Self-Employed,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,No,Water supply reduced,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,9139.0390625,3
uuid:e1df4c5b-fa86-4cb4-912b-fd253ecf824c,010104088800405010,010104088800405,2020-07-29T12:42:05Z,2020-07-29T20:18:44Z,Tigray,1,4,8,88,4,Rural,5,10,1,Male,33,Round 4,1,Yes,2,Female,25,Spouse,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,Yes,,,,Yes,Wholesale and retail trade,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,No,Water supply no longer available,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,5088.71728515625,3
uuid:f4d834d4-1e41-458e-be37-9698b2d22628,010105088800712018,010105088800712,2020-08-03T09:46:42Z,2020-08-04T10:09:07Z,Tigray,1,5,8,88,7,Rural,12,18,1,Male,44,Round 4,1,Yes,1,Male,44,Head,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Industry/manufacturing,,Self-Employed,,Yes,,,Yes,,,Industry/manufacturing,,Self-Employed,,Yes,Yes,,,,Industry/manufacturing,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1013.1260986328125,3
uuid:7fa4be51-a97e-434a-ae61-b152b14a1f5c,010105088800712045,010105088800712,2020-08-17T18:54:44Z,2020-08-17T21:19:27Z,Tigray,1,5,8,88,7,Rural,12,45,1,Male,33,Round 4,8,Yes,1,Male,33,Head,Yes,Not Applicable (did not need to buy medicine),,,No,Decrease in regular income,,Not Applicable (did not need to buy wheat in any form),,,Yes,,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,Yes,,,Wholesale and retail trade,,Self-Employed,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1390.5047607421875,3
uuid:7c8c15d8-240a-4960-a52d-0236d1b3350d,010105088800712049,010105088800712,2020-07-29T11:47:27Z,2020-07-29T20:11:52Z,Tigray,1,5,8,88,7,Rural,12,49,1,Male,44,Round 4,1,Yes,1,Male,44,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,No,,,,,,,,,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,Yes,,,Wholesale and retail trade,,Self-Employed,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,Yes,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1390.5047607421875,3
uuid:6a7ec73f-bf6e-47d3-a593-7daebead88f1,010105088800712054,010105088800712,2020-08-08T10:36:32Z,2020-08-08T18:35:52Z,Tigray,1,5,8,88,7,Rural,12,54,1,Male,45,Round 4,1,Yes,1,Male,45,Head,Yes,Yes,,,Yes,,,Yes,,,Yes,,,Yes,,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,3 4,No,No,Yes,Yes,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,,,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,Yes,,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,No,Water supply reduced,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1665.0806884765625,3
uuid:020b6feb-1343-4293-bf55-4a06d25c97b7,010105088800712061,010105088800712,2020-07-31T08:56:25Z,2020-07-31T22:20:26Z,Tigray,1,5,8,88,7,Rural,12,61,1,Male,38,Round 4,3,Yes,1,Male,38,Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,No,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,No,No,,,,,,,,No,,,,,,,Yes,,,,Yes,Agriculture,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,,,,,,,,,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1665.0806884765625,3
uuid:d1ef57b4-4dbf-47ce-9e25-dbf683d6af08,010105088800712072,010105088800712,2020-07-28T12:13:17Z,2020-07-28T17:53:19Z,Tigray,1,5,8,88,7,Rural,12,72,1,Male,27,Round 4,1,Yes,1,Male,27,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,No,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Yes,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,2784.124267578125,3
uuid:e5e0241e-e21f-4950-856a-2cb9ae04d740,010105088800712079,010105088800712,2020-07-29T09:33:36Z,2020-07-29T20:11:48Z,Tigray,1,5,8,88,7,Rural,12,79,1,Male,33,Round 4,1,Yes,1,Male,33,Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,No,,,,,,,,,,,,No,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,,,Yes,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,Yes,,,,"Transport services (taxi, bus, bajaj, truck, etc.)",,Higher than usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,Community does not receive assistance,,"No, does not have a farm",,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,,,,,,,,No,Yes,,,Yes,,,Yes,,,No,,,Tigrinya,Displayed no problems speaking or understanding the language,Very confident,1167.0262451171875,3
