household_id,ii4_resp_id,phw2,cs4_sector,cs5_eaid,cs6_hhid,cs7_hhh_id,cs1_region,cs2_zoneid,cs3_woredaid,cs3c_cityid,cs3c_subcityid,cs3b_kebeleid,ea_id,cs_startdate,cs_submissiondate,cs7a_hhh_gender,cs7a_hhh_age,cs12_round,ii1_attempt,ii4_resp_same,ii4_resp_gender,ii4_resp_age,ii4_resp_relhhh,bi_same_hhh,ac1_atb_med,ac2_atb_med_why,ac2_atb_med_why_other,ac1_atb_teff,ac2_atb_teff_why,ac2_atb_teff_why_other,ac1_atb_wheat,ac2_atb_wheat_why,ac2_atb_wheat_why_other,ac1_atb_maize,ac2_atb_maize_why,ac2_atb_maize_why_other,ac1_atb_oil,ac2_atb_oil_why,ac2_atb_oil_why_other,ac3_sch_child,ac4_2_edu,ac5_edu_type,ac5_edu_type_1,ac5_edu_type_2,ac5_edu_type_3,ac5_edu_type_4,ac5_edu_type_5,ac5_edu_type__96,ac5_edu_type__98,ac5_edu_type__99,ac5_edu_type_other,ac6_med,ac7_med_access,ac8_med_access_reas,ac8_med_access_reas_other,ac9_bank,em1_work_cur,em6_work_cur_act,em6_work_cur_act_other,em7_work_cur_status,em7_work_cur_status_other,em8_work_cur_same,em9_work_change_why,em9_work_change_why_other,em2_work_pre,em3_work_no_why,em3_work_no_why_other,em4_work_pre_act,em4_work_pre_act_other,em5_work_pre_status,em5_work_pre_status_other,em12_work_cur_able,em13_work_cur_notable_paid,em14_work_cur_notable_why,em14_work_cur_notable_why_other,em15_bus,em15a_bus_prev,em15b_bus_prev_closed,em15b_bus_prev_closed_other,em15c_bus_new,em16_bus_sector,em16_bus_sector_other,em17_bus_inc,em18_bus_inc_low_amt,em19_bus_inc_low_why,em19_bus_inc_low_why_1,em19_bus_inc_low_why_2,em19_bus_inc_low_why_3,em19_bus_inc_low_why_4,em19_bus_inc_low_why_5,em19_bus_inc_low_why_6,em19_bus_inc_low_why_7,em19_bus_inc_low_why__98,em19_bus_inc_low_why__99,em19_bus_inc_low_why__96,em19_bus_inc_low_why_other,em20_farm,em21_farm_norm,em22_farm_norm_why,em22_farm_norm_why_1,em22_farm_norm_why_2,em22_farm_norm_why_3,em22_farm_norm_why_4,em22_farm_norm_why_5,em22_farm_norm_why_6,em22_farm_norm_why_7,em22_farm_norm_why__98,em22_farm_norm_why__99,em22_farm_norm_why__96,em22_farm_norm_why_other,em23_we,em24_we_layoff,em25_we_layoff_covid,lc1_farm,lc2_farm_chg,lc1_bus,lc2_bus_chg,lc1_we,lc2_we_chg,lc1_rem_dom,lc2_rem_dom_chg,lc1_rem_for,lc2_rem_for_chg,lc1_isp,lc2_isp_chg,lc1_pen,lc2_pen_chg,lc1_gov,lc2_gov_chg,lc1_ngo,lc2_ngo_chg,lc1_other,lc1_other_source,lc2_other_chg,lc3_total_chg,lc4_total_chg_cope,lc4_total_chg_cope_1,lc4_total_chg_cope_2,lc4_total_chg_cope_3,lc4_total_chg_cope_4,lc4_total_chg_cope_5,lc4_total_chg_cope_6,lc4_total_chg_cope_7,lc4_total_chg_cope_8,lc4_total_chg_cope_9,lc4_total_chg_cope_10,lc4_total_chg_cope_11,lc4_total_chg_cope_12,lc4_total_chg_cope_13,lc4_total_chg_cope_14,lc4_total_chg_cope_15,lc4_total_chg_cope_0,lc4_total_chg_cope__98,lc4_total_chg_cope__99,lc4_total_chg_cope__96,lc4_total_chg_cope_other,fi1_enough,fi2_healthy,fi3_fewkinds,fi4_skipmeal,fi5_ateless,fi6_noteatfullday,fi7_outoffood,fi8_hungrynoteat,as1_assist_type,as1_assist_type_1,as1_assist_type_2,as1_assist_type_3,as1_assist_type_0,as1_assist_type__98,as1_assist_type__99,as1_assist_type__96,as1_assist_type_other,as3_food_value,as2_food_psnp,as4_food_source,as4_food_source_other,as3_forwork_value_food,as3_forwork_value_cash,as2_forwork_psnp,as4_forwork_source,as4_forwork_source_other,as3_cash_value,as2_cash_psnp,as4_cash_source,as4_cash_source_other,as3_other_value,as2_other_psnp,as4_other_source,as4_other_source_other,ir1_endearly,ir1_whyendearly,ir1_whyendearly_other,ir_lang,ir_understand,ir_confident,key
130107010100208148,1,157.925048828125,Urban,8,148,1,Harar,1,7,1,1,2,130107010100208,2020-06-01T11:32:26Z,2020-06-01T18:47:38Z,Male,32,Round 2,2,1,Male,32,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,"Yes, and successfully received the service",Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,Yes,,,,,,,,,,Yes,,,,No,No,Unable to acquire or transport inputs,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4d1ed6ce-c483-4bae-a7ba-190873cc8d93
130107010100208163,1,145.5787811279297,Urban,8,163,1,Harar,1,7,1,1,2,130107010100208,2020-05-19T11:49:25Z,2020-05-19T11:36:15Z,Female,20,Round 2,4,1,Female,20,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,4 5 6,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,,,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10 11,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:ff8127e8-d0f6-4097-9e06-cbb337f4792e
130107010100208208,1,157.925048828125,Urban,8,208,1,Harar,1,7,1,1,2,130107010100208,2020-05-18T13:00:29Z,2020-05-18T12:55:55Z,Male,25,Round 2,2,1,Male,25,1. Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:c87c5cff-9127-43f2-9939-0c4f3157028f
130107010100208223,1,198.38699340820312,Urban,8,223,1,Harar,1,7,1,1,2,130107010100208,2020-06-10T12:18:42Z,2020-06-10T11:50:06Z,Female,50,Round 2,6,1,Female,50,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,Yes,Lost job/no business because of coronavirus,,Wholesale and retail trade,,Self-Employed,,,,,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,No,No,No,0.0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:4e920263-5bbc-485c-ae72-5b0729d5362b
130107010100305025,1,140.1382598876953,Urban,5,25,1,Harar,1,7,1,1,3,130107010100305,2020-05-18T17:23:43Z,2020-05-18T16:36:18Z,Male,35,Round 2,2,1,Male,35,1. Head,Yes,No,Decrease in regular income,,No,Decrease in regular income,,No,Decrease in regular income,,Not Applicable (did not need to buy maize),,,No,Decrease in regular income,,Yes,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,,,No,No,,,,,,,,No,,,,,,,,,,,No,No,Usual place of business closed because of coronavirus,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,Yes,Increased,No,,No,,No,,No,,No,,No,,,Total (100%) loss,3 9 10,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:4b1572c3-f314-4d23-b8d5-720cdcf10f25
130107010100305035,1,207.14186096191406,Urban,5,35,1,Harar,1,7,1,1,3,130107010100305,2020-05-18T13:56:02Z,2020-05-18T13:34:41Z,Female,70,Round 2,2,1,Female,70,1. Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:4489fd00-a55f-4956-883b-e9c86ef7a262
130107010100305045,1,207.14186096191406,Urban,5,45,1,Harar,1,7,1,1,3,130107010100305,2020-05-18T11:24:47Z,2020-05-18T11:07:22Z,Female,70,Round 2,2,1,Female,70,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 2 5,Yes,Yes,No,No,Yes,No,No,No,,Yes,Yes,,,No,Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:3f6cb68c-7444-4818-bd3c-09eb6e5a789c
130107010100305085,1,176.04307556152344,Urban,5,85,1,Harar,1,7,1,1,3,130107010100305,2020-05-18T12:22:19Z,2020-05-18T11:47:21Z,Male,25,Round 2,1,1,Male,25,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:29d4b1cb-5dbe-48ce-add5-9965b57f4efb
130107010100305095,1,154.02903747558594,Urban,5,95,1,Harar,1,7,1,1,3,130107010100305,2020-05-27T09:12:00Z,2020-05-27T16:21:15Z,Female,35,Round 2,9,1,Female,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,5,No,No,No,No,Yes,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by more than half of the usual income,4 5 6,No,No,No,Yes,Yes,Yes,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,9 10,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,1,Yes,No,No,No,No,No,No,,1280,No,Volunteers or Youth Volunteer Group,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:3556309b-4826-4bcb-ae86-a675387f94e8
130107010100305115,3,207.14186096191406,Urban,5,115,1,Harar,1,7,1,1,3,130107010100305,2020-05-25T20:24:33Z,2020-05-25T19:38:37Z,Female,70,Round 2,4,1,Male,26,4. Grandchild,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:fb7a950d-5efd-4c60-87e0-02a2269369cb
130107010100305125,1,129.1825408935547,Urban,5,125,1,Harar,1,7,1,1,3,130107010100305,2020-05-25T19:24:47Z,2020-05-25T19:21:09Z,Male,53,Round 2,3,1,Male,53,1. Head,Yes,Yes,,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,1 3 5,Yes,No,Yes,No,Yes,No,No,No,,Yes,Yes,,,"Yes, and successfully received the service",Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,No,"Yes, full normal payment",Business or Government Closed,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,3,No,No,Yes,No,No,No,No,,,,,,,,,,,1000,No,Other (specify),Idir (Community association group),,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:7679950c-a95d-4e33-a72e-cd6ea0f2deef
130107010100305135,3,176.04307556152344,Urban,5,135,1,Harar,1,7,1,1,3,130107010100305,2020-06-01T11:01:08Z,2020-06-01T18:47:37Z,Female,55,Round 2,3,1,Male,20,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,No,,,,,,,,,,,No,,,,No,Yes,Public administration (government),,Employee (Government),,Yes,,,,,,,,,,Yes,,,,No,No,Unable to sell or transport outputs,,,,,,,,,,,,,,,,,,,Yes,No,3,No,No,Yes,No,No,No,No,No,No,No,,No,,,Yes,Reduced,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Reduced,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:b80b9c9f-601d-4ec2-a242-b9786b642234
130107010100305145,4,207.14186096191406,Urban,5,145,1,Harar,1,7,1,1,3,130107010100305,2020-05-19T14:43:37Z,2020-05-19T15:19:07Z,Female,60,Round 2,1,1,Female,20,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,Yes,Yes,3,No,No,Yes,No,No,No,No,No,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,No,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:37399e5d-b546-4785-b24b-158099caad96
130108010100203064,1,170.98654174804687,Urban,3,64,1,Harar,1,8,1,1,2,130108010100203,2020-05-15T22:01:28Z,2020-05-16T08:01:18Z,Male,39,Round 2,3,1,Male,39,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,The same as usual,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No,No,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:967bbe60-4541-476f-a689-0c5f90e1cbec
130108010100203076,1,229.9467010498047,Urban,3,76,1,Harar,1,8,1,1,2,130108010100203,2020-05-14T19:38:26Z,2020-05-15T08:13:09Z,Female,35,Round 2,2,1,Female,35,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,No,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,3 9 11,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,No,No,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:e10b96e2-b3c8-421b-b3d3-361b8dce9547
130108010100203088,1,143.4046173095703,Urban,3,88,1,Harar,1,8,1,1,2,130108010100203,2020-06-03T10:14:54Z,2020-06-03T21:15:48Z,Male,54,Round 2,6,1,Male,54,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 2,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,,,No,Yes,Wholesale and retail trade,,Self-Employed,,,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by more than half of the usual income,1 4,Yes,No,No,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Tired,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:c68d81ca-819a-4469-a703-4481734d275f
130108010100203100,2,373.15704345703125,Urban,3,100,1,Harar,1,8,1,1,2,130108010100203,2020-06-01T09:10:27Z,2020-06-01T18:47:35Z,Female,40,Round 2,2,1,Male,20,3. Son/Daughter,Yes,Not Applicable (did not need to buy medicine),,,Yes,,,Not Applicable (did not need to buy wheat in any form),,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,No,Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Employee (Private Sector),,,,,,,,,,,,Yes,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Stayed the same,No,,No,,No,,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:bd61015d-959e-4cc7-87a7-3e0f892a83a8
130108010100203112,1,229.9467010498047,Urban,3,112,1,Harar,1,8,1,1,2,130108010100203,2020-05-29T10:28:58Z,2020-05-29T20:04:53Z,Male,75,Round 2,2,1,Male,75,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,No,No,,,,,,,,No,,,,,,,,,,,No,,,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Total (100%) loss,3,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Afan Oromo,Displayed no problems speaking or understanding the language,Very confident,uuid:ef951f8b-ae91-4412-b029-8d2be176a378
130108010100203124,1,155.56649780273437,Urban,3,124,1,Harar,1,8,1,1,2,130108010100203,2020-05-16T19:59:14Z,2020-05-16T19:52:14Z,Male,43,Round 2,3,1,Male,43,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,Yes,Yes,1 3,Yes,No,Yes,No,No,No,No,No,,No,,,,No,Yes,Industry/manufacturing,,Casual Worker,,,,,,,,,,,,,,,,Yes,Yes,,,,"Personal services (beauty salons, hairdressers, barbers, etc.)",,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:63006dcd-2bb4-4c42-831b-0cc747832119
130108010100203148,1,155.56649780273437,Urban,3,148,1,Harar,1,8,1,1,2,130108010100203,2020-05-16T15:28:41Z,2020-05-16T17:49:38Z,Female,35,Round 2,3,1,Female,35,1. Head,Yes,Yes,,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Not Applicable (did not need to buy maize),,,Yes,,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",No,,,,,,,,No,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,No income,,1 3 4,Yes,No,Yes,Yes,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,No,,No,,No,,No,,No,,Yes,Reduced,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,No,,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:b5fbe1cc-05cf-400f-96f1-fb3a7ef72be2
130108010100203160,1,155.56649780273437,Urban,3,160,1,Harar,1,8,1,1,2,130108010100203,2020-05-16T20:18:56Z,2020-05-16T19:52:15Z,Male,40,Round 2,4,1,Male,40,1. Head,Yes,Not Applicable (did not need to buy medicine),,,Not Applicable (did not need to buy teff or injera),,,Yes,,,Yes,,,Yes,,,Yes,Yes,1 2 3,Yes,Yes,Yes,No,No,No,No,No,,No,,,,"Yes, and successfully received the service",Yes,Wholesale and retail trade,,Self-Employed,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,Wholesale and retail trade,,Less than usual,Decreased by about half (50%) of the usual income,1,Yes,No,No,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,No,,,No,,Yes,Reduced,No,,No,,No,,No,,No,,No,,No,,No,,,Reduced,11,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Temporary stop only. Wishes to continue survey at a later time,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:8a82f983-ff3d-4fd8-9ce8-b539e722af5b
130108010100203172,1,143.4046173095703,Urban,3,172,1,Harar,1,8,1,1,2,130108010100203,2020-05-18T21:35:14Z,2020-05-18T23:48:46Z,Male,41,Round 2,3,0,Male,41,1. Head,Yes,Yes,,,Yes,,,Yes,,,Not Applicable (did not need to buy maize),,,Not Applicable (did not need to buy edible oil),,,,,,,,,,,,,,,No,,,,"Yes, and successfully received the service",Yes,"Transport services (taxi, bus, bajaj, truck, etc.)",,Self-Employed,,Yes,,,,,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,No,,No,,No,,Yes,Stayed the same,Yes,Stayed the same,No,,Yes,Stayed the same,No,,No,,No,,No,,,Stayed the same,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,0,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,Yes,Temporary stop only. Wishes to continue survey at a later time,,Amharic,Displayed no problems speaking or understanding the language,Very confident,uuid:46e1bdb0-dad7-4909-96be-1613b816b6a8
