ea_id,event_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs7q00,cs7q01_a,cs7q01_b,cs7q01_b_os,cs7q02,cs7q03
072003088802401,1,1. RURAL,7. SNNP,20,03,8,88,024,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga gishebet,7. Sharp Change in Prices,,2010,33
072005010100203,1,2. URBAN,7. SNNP,20,05,1,1,002,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga geshbet,7. Sharp Change in Prices,,2010,60
120103010100402,1,2. URBAN,12. GAMBELA,01,03,1,1,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,95,12. Development Project,,2011,95
120103010100402,2,2. URBAN,12. GAMBELA,01,03,1,1,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,MengedSera,15. New Road,,2010,65
120103010100402,3,2. URBAN,12. GAMBELA,01,03,1,1,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,YeseraEdlochMefeter,13. New Employment Oppurtunity,,2011,25
120105088801201,1,1. RURAL,12. GAMBELA,01,05,8,88,012,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga gesbet,7. Sharp Change in Prices,,2010,90
120106010100108,1,2. URBAN,12. GAMBELA,01,06,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,1,7. Sharp Change in Prices,,2011,50
120106010100108,2,2. URBAN,12. GAMBELA,01,06,1,1,001,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Temert bet tesertewal,16. New School,,2011,30
120106010100205,1,2. URBAN,12. GAMBELA,01,06,1,1,002,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Tederagtew  wode sira  mgbat,19. PSNP,,2009,5
120106010100215,1,2. URBAN,12. GAMBELA,01,06,1,1,002,15,2. EVENTS THAT MADE PEOPLE BETTER OFF,Tederagtew  wode sira  mgbat,19. PSNP,,2009,5
120106010100303,1,2. URBAN,12. GAMBELA,01,06,1,1,003,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeah Gosselin Gichit,11. Other Bad (Specify),Miberseb mefenakel,2011,10
120106010100313,1,2. URBAN,12. GAMBELA,01,06,1,1,003,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeah Gosselin Gichit,11. Other Bad (Specify),Miberseb mefenakel,2011,10
120106010100323,1,2. URBAN,12. GAMBELA,01,06,1,1,003,23,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeah Gosselin Gichit,11. Other Bad (Specify),Miberseb mefenakel,2011,10
120106010100504,1,2. URBAN,12. GAMBELA,01,06,1,1,005,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeselam cheger(Yetetita chigir ),11. Other Bad (Specify),Yeselam cheger,2011,100
120106010100515,1,2. URBAN,12. GAMBELA,01,06,1,1,005,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeselam cheger(Yetetita chigir ),11. Other Bad (Specify),Yeselam cheger,2011,100
120106010100525,1,2. URBAN,12. GAMBELA,01,06,1,1,005,25,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeselam cheger(Yetetita chigir ),11. Other Bad (Specify),Yeselam cheger,2011,100
120201010100102,1,2. URBAN,12. GAMBELA,02,01,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro wudenet,7. Sharp Change in Prices,,2011,30
120201088802501,1,1. RURAL,12. GAMBELA,02,01,8,88,025,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf (flood),2. Flood,,2009,50
120202088802101,1,1. RURAL,12. GAMBELA,02,02,8,88,021,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yesebel besheta,3. Crop Disease/Pests,,2011,15
120202088802101,2,1. RURAL,12. GAMBELA,02,02,8,88,021,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yebetensesat besheta,4. Livestock Disease,,2011,20
120202088802101,3,1. RURAL,12. GAMBELA,02,02,8,88,021,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,adis menged,15. New Road,,2011,75
120203010100102,1,2. URBAN,12. GAMBELA,02,03,1,1,001,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Tederajito Meserat,13. New Employment Oppurtunity,,2011,5
120205010100101,1,2. URBAN,12. GAMBELA,02,05,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemurle  kebet serkot,11. Other Bad (Specify),Bemurle Kebetoch meserek,2010,80
120301010100101,1,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,11,11. Other Bad (Specify),gorebet wereda alemergagate,2011,50
120301010100101,2,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2011,50
120301010100101,3,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,11,11. Other Bad (Specify),kegeter wede ketma felste,2010,25
120301010100101,4,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,4,10. Power Outage(s),,2011,60
120301010100113,1,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,11,11. Other Bad (Specify),gorebet wereda alemergagate,2011,50
120301010100113,2,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,07,7. Sharp Change in Prices,,2011,50
120301010100113,3,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,11,11. Other Bad (Specify),kegeter wede ketma felste,2010,25
120301010100113,4,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. EVENTS THAT MADE PEOPLE WORSE OFF,4,10. Power Outage(s),,2011,60
120301010100211,1,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorfe,2. Flood,,2011,50
120301010100211,2,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga nerete,7. Sharp Change in Prices,,2011,25
120301010100211,3,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,yehaile mekorarete,10. Power Outage(s),,2011,15
120301010100211,4,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,yemenged mebelashet,11. Other Bad (Specify),yemenged mebelashete,2011,20
120301088801001,1,1. RURAL,12. GAMBELA,03,01,8,88,010,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Menged Sira,15. New Road,,2011,0
120401010100108,1,2. URBAN,12. GAMBELA,04,01,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gosselin Gichit,11. Other Bad (Specify),Hakababin Mefenakel,2011,20
130101088800309,1,1. RURAL,13. HARAR,01,01,8,88,003,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Dirke,1. Drought,,2010,90
130101088800309,2,1. RURAL,13. HARAR,01,01,8,88,003,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga gishibet,7. Sharp Change in Prices,,2011,100
130101088800407,1,1. RURAL,13. HARAR,01,01,8,88,004,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yezinabi ixirati,7. Sharp Change in Prices,,2011,80
130101088800407,2,1. RURAL,13. HARAR,01,01,8,88,004,07,2. EVENTS THAT MADE PEOPLE BETTER OFF,yetarnisporti ala,17. Improved Transportation Services,,2011,80
130101088800503,1,1. RURAL,13. HARAR,01,01,8,88,005,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Drke,1. Drought,,2010,95
130101088800503,2,1. RURAL,13. HARAR,01,01,8,88,005,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewga niret,7. Sharp Change in Prices,,2011,100
130101088800503,3,1. RURAL,13. HARAR,01,01,8,88,005,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftinet program tegbaraw yehonebet,19. PSNP,,2011,20
130101088800702,1,1. RURAL,13. HARAR,01,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,drke,7. Sharp Change in Prices,,2010,95
130101088800702,2,1. RURAL,13. HARAR,01,01,8,88,007,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga niret,7. Sharp Change in Prices,,2011,100
130102088800608,1,1. RURAL,13. HARAR,01,02,8,88,006,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Drk,1. Drought,,2010,10
130102088800608,2,1. RURAL,13. HARAR,01,02,8,88,006,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga nret,7. Sharp Change in Prices,,2010,100
130102088800608,3,1. RURAL,13. HARAR,01,02,8,88,006,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,yetmrt  bet gnBata,16. New School,,2011,1
130102088800608,4,1. RURAL,13. HARAR,01,02,8,88,006,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,yeseft net program,19. PSNP,,2009,20
130103088800402,1,1. RURAL,13. HARAR,01,03,8,88,004,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Dirk=01,1. Drought,,2010,2
130103088800402,2,1. RURAL,13. HARAR,01,03,8,88,004,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Mefenakel =09,9. Massive Job Lay-offs,,2010,1
130103088800402,3,1. RURAL,13. HARAR,01,03,8,88,004,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga niret=07,7. Sharp Change in Prices,,2011,12
130103088800402,4,1. RURAL,13. HARAR,01,03,8,88,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adis yetena policy,14. New Health Facility,,2011,40
130103088800402,5,1. RURAL,13. HARAR,01,03,8,88,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftinet Akirbot,19. PSNP,,2011,60
130103088800402,6,1. RURAL,13. HARAR,01,03,8,88,004,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Eletric akirbot,18. Improved Electricity,,2010,5
130104010100101,1,2. URBAN,13. HARAR,01,04,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewage nret,7. Sharp Change in Prices,,2009,100
130104010100101,2,2. URBAN,13. HARAR,01,04,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Mebrat  Mekoraret,10. Power Outage(s),,2011,60
130104010100101,3,2. URBAN,13. HARAR,01,04,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,gort,2. Flood,,2010,10
130104010100101,4,2. URBAN,13. HARAR,01,04,1,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftnit. program,19. PSNP,,2009,40
130104010100202,1,2. URBAN,13. HARAR,01,04,1,1,002,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf,2. Flood,,2010,10
130104010100202,2,2. URBAN,13. HARAR,01,04,1,1,002,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeelatrik. mekorarech,10. Power Outage(s),,2011,90
130104010100202,3,2. URBAN,13. HARAR,01,04,1,1,002,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,yenuro. Menar,7. Sharp Change in Prices,,2010,99
130104010100202,4,2. URBAN,13. HARAR,01,04,1,1,002,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftnet,19. PSNP,,2009,5
130104010100210,1,2. URBAN,13. HARAR,01,04,1,1,002,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag. Nret,7. Sharp Change in Prices,,2011,99
130104010100210,2,2. URBAN,13. HARAR,01,04,1,1,002,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemebrat Mekorarets,7. Sharp Change in Prices,,2010,75
130104010100210,3,2. URBAN,13. HARAR,01,04,1,1,002,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf,2. Flood,,2010,10
130104010100219,1,2. URBAN,13. HARAR,01,04,1,1,002,19,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga. Nret,7. Sharp Change in Prices,,2011,99
130104010100219,2,2. URBAN,13. HARAR,01,04,1,1,002,19,1. EVENTS THAT MADE PEOPLE WORSE OFF,Mebrat. Mekoraret,10. Power Outage(s),,2011,75
130104010100219,3,2. URBAN,13. HARAR,01,04,1,1,002,19,1. EVENTS THAT MADE PEOPLE WORSE OFF,Goref,2. Flood,,2010,10
130104010100219,4,2. URBAN,13. HARAR,01,04,1,1,002,19,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftnet. Metgeberu,19. PSNP,,2009,5
130104010100226,1,2. URBAN,13. HARAR,01,04,1,1,002,26,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga. menar,7. Sharp Change in Prices,,2011,99
130104010100226,2,2. URBAN,13. HARAR,01,04,1,1,002,26,1. EVENTS THAT MADE PEOPLE WORSE OFF,yehayal  Mekoraret,10. Power Outage(s),,2011,75
130104010100226,3,2. URBAN,13. HARAR,01,04,1,1,002,26,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftnit.,19. PSNP,,2009,5
130104010100305,1,2. URBAN,13. HARAR,01,04,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga nret,7. Sharp Change in Prices,,2010,100
130104010100305,2,2. URBAN,13. HARAR,01,04,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,hayle. mekorart,10. Power Outage(s),,2011,70
130104010100305,3,2. URBAN,13. HARAR,01,04,1,1,003,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,gorfe,2. Flood,,2010,5
130104010100305,4,2. URBAN,13. HARAR,01,04,1,1,003,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftnet  metegberu,19. PSNP,,2009,20
130104010100305,5,2. URBAN,13. HARAR,01,04,1,1,003,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Adise tmhrt bet  yetegenebabet,16. New School,,2009,30
130104010100312,1,2. URBAN,13. HARAR,01,04,1,1,003,12,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2009,100
130104010100312,2,2. URBAN,13. HARAR,01,04,1,1,003,12,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehyele mkorrte,10. Power Outage(s),,2011,30
130104010100312,3,2. URBAN,13. HARAR,01,04,1,1,003,12,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorfe,2. Flood,,2010,5
130104010100312,4,2. URBAN,13. HARAR,01,04,1,1,003,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,Saftente Perogrme mejemer,20. Other Good (Specify),Saftenate progrme metgbare,2009,20
130104010100312,5,2. URBAN,13. HARAR,01,04,1,1,003,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,Temer bate mgenbate,16. New School,,2009,20
130104010100312,6,2. URBAN,13. HARAR,01,04,1,1,003,12,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ytena tabia metdase,20. Other Good (Specify),Yetna tebua metdes,2009,50
130104010100321,1,2. URBAN,13. HARAR,01,04,1,1,003,21,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2009,100
130104010100321,2,2. URBAN,13. HARAR,01,04,1,1,003,21,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yhyle mkorrte,10. Power Outage(s),,2011,30
130104010100321,3,2. URBAN,13. HARAR,01,04,1,1,003,21,1. EVENTS THAT MADE PEOPLE WORSE OFF,Goref,2. Flood,,2010,5
130104010100321,4,2. URBAN,13. HARAR,01,04,1,1,003,21,2. EVENTS THAT MADE PEOPLE BETTER OFF,Saftente  mtegber,19. PSNP,,2009,20
130104010100321,5,2. URBAN,13. HARAR,01,04,1,1,003,21,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ades Tmhert bate mesert,16. New School,,2009,30
130104010100321,6,2. URBAN,13. HARAR,01,04,1,1,003,21,2. EVENTS THAT MADE PEOPLE BETTER OFF,ytena tabey mtegne,20. Other Good (Specify),Yetna tabiya metdes,2009,50
130105010100102,1,2. URBAN,13. HARAR,01,05,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag nert,7. Sharp Change in Prices,,2009,100
130105010100102,2,2. URBAN,13. HARAR,01,05,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehule mokerrt,10. Power Outage(s),,2010,50
130105010100102,3,2. URBAN,13. HARAR,01,05,1,1,001,02,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag nert,7. Sharp Change in Prices,,2011,100
130105010100102,4,2. URBAN,13. HARAR,01,05,1,1,001,02,2. EVENTS THAT MADE PEOPLE BETTER OFF,saftente bmtegbre,19. PSNP,,2009,30
130105010100203,1,2. URBAN,13. HARAR,01,05,1,1,002,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2009,100
130105010100203,2,2. URBAN,13. HARAR,01,05,1,1,002,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yhule mkorrte,10. Power Outage(s),,2010,30
130105010100203,3,2. URBAN,13. HARAR,01,05,1,1,002,03,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewga nert,7. Sharp Change in Prices,,2010,100
130105010100203,4,2. URBAN,13. HARAR,01,05,1,1,002,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ades  Temhert Bate mgnbat,16. New School,,2009,30
130105010100203,5,2. URBAN,13. HARAR,01,05,1,1,002,03,2. EVENTS THAT MADE PEOPLE BETTER OFF,Saftente Bmtgebar,19. PSNP,,2009,30
130105010100209,1,2. URBAN,13. HARAR,01,05,1,1,002,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2009,100
130105010100209,2,2. URBAN,13. HARAR,01,05,1,1,002,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehyle mkorrte,10. Power Outage(s),,2010,30
130105010100209,3,2. URBAN,13. HARAR,01,05,1,1,002,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2010,100
130105010100209,4,2. URBAN,13. HARAR,01,05,1,1,002,09,2. EVENTS THAT MADE PEOPLE BETTER OFF,Ades Temhert Bate megnbate,16. New School,,2009,30
130106010100101,1,2. URBAN,13. HARAR,01,06,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2009,100
130106010100101,2,2. URBAN,13. HARAR,01,06,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,yehylue mkorrte,10. Power Outage(s),,2011,50
130106010100101,3,2. URBAN,13. HARAR,01,06,1,1,001,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewga nert,7. Sharp Change in Prices,,2010,100
130106010100101,4,2. URBAN,13. HARAR,01,06,1,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Saftnate  Bmtgberue,19. PSNP,,2009,30
130106010100101,5,2. URBAN,13. HARAR,01,06,1,1,001,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Mengade Bmesrtue,15. New Road,,2010,10
130106010100108,1,2. URBAN,13. HARAR,01,06,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,ywagw nret,7. Sharp Change in Prices,,2009,100
130106010100108,2,2. URBAN,13. HARAR,01,06,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yhayel meqrarte,10. Power Outage(s),,2011,50
130106010100108,3,2. URBAN,13. HARAR,01,06,1,1,001,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yewaga neret,7. Sharp Change in Prices,,2010,100
130106010100108,4,2. URBAN,13. HARAR,01,06,1,1,001,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemegeb wasetena metegeber,19. PSNP,,2009,30
130106010100108,5,2. URBAN,13. HARAR,01,06,1,1,001,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemenged meserat,15. New Road,,2010,10
130106010100201,1,2. URBAN,13. HARAR,01,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga neret,7. Sharp Change in Prices,,2010,10
130106010100201,2,2. URBAN,13. HARAR,01,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yemeberat  meqoraret,10. Power Outage(s),,2011,40
130106010100201,3,2. URBAN,13. HARAR,01,06,1,1,002,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf,2. Flood,,2010,5
130106010100201,4,2. URBAN,13. HARAR,01,06,1,1,002,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemegeb wasetna metegeber,19. PSNP,,2009,10
130106010100208,1,2. URBAN,13. HARAR,01,06,1,1,002,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga nert,7. Sharp Change in Prices,,2009,100
130106010100208,2,2. URBAN,13. HARAR,01,06,1,1,002,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehayle meqorart,10. Power Outage(s),,2011,50
130106010100208,3,2. URBAN,13. HARAR,01,06,1,1,002,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga nert,7. Sharp Change in Prices,,2011,100
130106010100208,4,2. URBAN,13. HARAR,01,06,1,1,002,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemegeb Wastena metgeber,19. PSNP,,2009,10
130106010100208,5,2. URBAN,13. HARAR,01,06,1,1,002,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yemenged sera,15. New Road,,2010,30
130106010100304,1,2. URBAN,13. HARAR,01,06,1,1,003,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,yemegeb Wastena. metegebru,19. PSNP,,2009,2
130107010100208,1,2. URBAN,13. HARAR,01,07,1,1,002,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Political Alemregagat,11. Other Bad (Specify),Kebet mefenakel,2011,3
130107010100208,2,2. URBAN,13. HARAR,01,07,1,1,002,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga Geshbet,11. Other Bad (Specify),Construction laye wedket,2011,50
130107010100208,3,2. URBAN,13. HARAR,01,07,1,1,002,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,Bengdena,20. Other Good (Specify),Firut neged,2011,10
130107010100208,4,2. URBAN,13. HARAR,01,07,1,1,002,08,2. EVENTS THAT MADE PEOPLE BETTER OFF,construction,15. New Road,,2011,10
130107010100305,1,2. URBAN,13. HARAR,01,07,1,1,003,05,2. EVENTS THAT MADE PEOPLE BETTER OFF,Bemahaber Sera Mefter,12. Development Project,,2011,60
130108010100301,1,2. URBAN,13. HARAR,01,08,1,1,003,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,sera matat,11. Other Bad (Specify),Dehent,2011,50
130108010100301,2,2. URBAN,13. HARAR,01,08,1,1,003,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Felset,9. Massive Job Lay-offs,,2010,15
130108010100301,3,2. URBAN,13. HARAR,01,08,1,1,003,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeheg tiset,8. Loss of Key Social Service(s),,2010,15
130108010100309,1,2. URBAN,13. HARAR,01,08,1,1,003,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sera Matate,11. Other Bad (Specify),Dehent,2011,50
130108010100309,2,2. URBAN,13. HARAR,01,08,1,1,003,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Felset,9. Massive Job Lay-offs,,2010,15
130108010100309,3,2. URBAN,13. HARAR,01,08,1,1,003,09,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeheg Tiset,8. Loss of Key Social Service(s),,2010,15
130108010100317,1,2. URBAN,13. HARAR,01,08,1,1,003,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sera Matate,11. Other Bad (Specify),Dehent,2011,50
130108010100317,2,2. URBAN,13. HARAR,01,08,1,1,003,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Feleset,9. Massive Job Lay-offs,,2010,15
130108010100317,3,2. URBAN,13. HARAR,01,08,1,1,003,17,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yeheg Tiset,8. Loss of Key Social Service(s),,2010,15
140101010100114,1,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga geshebet,7. Sharp Change in Prices,,2010,100
140101010100114,2,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesera Edle  Fetera,13. New Employment Oppurtunity,,2010,50
140101010100114,3,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,2. EVENTS THAT MADE PEOPLE BETTER OFF,Menged  Genbata,12. Development Project,,2010,1
140109010100904,1,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Anstegna tikakin,13. New Employment Oppurtunity,,2011,51
140109010100904,2,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Temehrt bet,16. New School,,2011,98
140109010100904,3,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Tena meden,14. New Health Facility,,2011,83
140109010100904,4,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftent,19. PSNP,,2010,85
140202010200210,1,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Inflation,7. Sharp Change in Prices,,2011,90
140202010200210,2,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Eletric power intraption,10. Power Outage(s),,2011,100
140202010200210,3,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,2. EVENTS THAT MADE PEOPLE BETTER OFF,Saftey net Program,19. PSNP,,2011,32
140205010200504,1,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,"Flood ,Seasonal brawl ,Fire",2. Flood,,2010,20
140205010200504,2,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,2. EVENTS THAT MADE PEOPLE BETTER OFF,Safety net program,19. PSNP,,2010,5
140301010300138,1,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yenuro Wudnet,7. Sharp Change in Prices,,2011,70
140301010300138,2,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,1. EVENTS THAT MADE PEOPLE WORSE OFF,yekoshasha Makemacha Medermes,11. Other Bad (Specify),Yekoshasha Makemacha Medermes,2010,5
140301010300138,3,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,2. EVENTS THAT MADE PEOPLE BETTER OFF,Yesira edil Mefeter,13. New Employment Oppurtunity,,2010,25
140303010300315,1,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ywaga Niret,7. Sharp Change in Prices,,2011,100
140303010300315,2,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yehayl Mekoraret,10. Power Outage(s),,2011,100
140303010300315,3,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. EVENTS THAT MADE PEOPLE WORSE OFF,Telalafi Beshita,5. Human Epidemic Disease,,2009,50
