ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs3q01,cs3q02,cs3q03,cs3q04a,cs3q04a_os,cs3q04b,cs3q04c,cs3q04c_os,cs3q04d,cs3q04e,cs3q04e_os,cs3q04f,cs3q06,cs3q07,cs3q07_os,cs3q08,cs3q09,cs3q10,cs3q11,cs3q11a,cs3q11b,cs3q12a_1,cs3q12b_1,cs3q12a_2,cs3q12b_2,cs3q12a_3,cs3q12b_3
071601088804904,1. RURAL,7. SNNP,16,01,8,88,049,04,2. More moved out,3805,619,4. Muslim,,619,,,,,,,40,2. Farming,,1. Flat,0,0,10,1. YES,3,3. Religious,100,,,,
071701030100103,2. URBAN,7. SNNP,17,01,3,1,001,03,2. More moved out,10258,1500,1. Orthodox,,890,3. Protestant,,510,2. Catholic,,38,35,3. Planned Housing,,2. Slightly Sloping,25,0,38,2. NO,,1. Traditional,75,3. Religious,20,2. Municipality,5
071701088802301,1. RURAL,7. SNNP,17,01,8,88,023,01,2. More moved out,1970,288,1. Orthodox,,197,3. Protestant,,88,5. Traditional,,3,2,2. Farming,,2. Slightly Sloping,8,0,12,2. NO,,3. Religious,70,2. Municipality,30,,
071704088800902,1. RURAL,7. SNNP,17,04,8,88,009,02,2. More moved out,2658,510,3. Protestant,,300,1. Orthodox,,210,,,,7,2. Farming,,2. Slightly Sloping,10,0,15,2. NO,,3. Religious,80,2. Municipality,20,,
071801088800504,1. RURAL,7. SNNP,18,01,8,88,005,04,2. More moved out,6840,1320,3. Protestant,,890,1. Orthodox,,430,,,,10,2. Farming,,3. Moderately Sloping,0,0,15,1. YES,4,3. Religious,55,1. Traditional,45,,
071801088801406,1. RURAL,7. SNNP,18,01,8,88,014,06,1. More moved in,9444,1661,3. Protestant,,980,1. Orthodox,,596,4. Muslim,,85,10,2. Farming,,2. Slightly Sloping,5,0,30,1. YES,10,3. Religious,50,1. Traditional,30,2. Municipality,20
071901088801705,1. RURAL,7. SNNP,19,01,8,88,017,05,4. Neither arrivals nor departures,2370,380,3. Protestant,,250,1. Orthodox,,130,,,,8,2. Farming,,2. Slightly Sloping,15,0,25,2. NO,,1. Traditional,40,3. Religious,60,,
071901088803902,1. RURAL,7. SNNP,19,01,8,88,039,02,1. More moved in,2627,550,3. Protestant,,375,1. Orthodox,,58,2. Catholic,,100,6,2. Farming,,2. Slightly Sloping,15,0,25,2. NO,,3. Religious,78,2. Municipality,22,,
072001088800308,1. RURAL,7. SNNP,20,01,8,88,003,08,2. More moved out,7000,1303,4. Muslim,,1303,,,,,,,10,2. Farming,,5. Both Flat & Hilly,34,0,6,1. YES,1,1. Traditional,85,,,,
072003088802401,1. RURAL,7. SNNP,20,03,8,88,024,01,3. About the same of both,6300,1300,4. Muslim,,1300,,,,,,,33,2. Farming,,2. Slightly Sloping,1,2,2,1. YES,1,1. Traditional,100,,,,
072005010100203,2. URBAN,7. SNNP,20,05,1,1,002,03,1. More moved in,9074,2200,4. Muslim,,1600,1. Orthodox,,500,3. Protestant,,100,5,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,3. Religious,95,,,,
120101088801001,1. RURAL,12. GAMBELA,01,01,8,88,010,01,3. About the same of both,1250,330,3. Protestant,,160,1. Orthodox,,120,4. Muslim,,50,1,2. Farming,,1. Flat,40,1,40,2. NO,,1. Traditional,25,,,,
120102088800501,1. RURAL,12. GAMBELA,01,02,8,88,005,01,3. About the same of both,1470,274,3. Protestant,,110,1. Orthodox,,100,4. Muslim,,50,0,2. Farming,,1. Flat,30,5,30,2. NO,,1. Traditional,100,,,,
120103010100101,2. URBAN,12. GAMBELA,01,03,1,1,001,01,1. More moved in,3586,386,3. Protestant,,221,2. Catholic,,140,,,,25,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,1. Traditional,100,,,,
120103010100402,2. URBAN,12. GAMBELA,01,03,1,1,004,02,1. More moved in,3120,1560,3. Protestant,,1560,,,,,,,35,2. Farming,,1. Flat,0,0,5,1. YES,10,1. Traditional,100,,,,
120103088800301,1. RURAL,12. GAMBELA,01,03,8,88,003,01,4. Neither arrivals nor departures,1070,160,3. Protestant,,100,2. Catholic,,60,,,,2,2. Farming,,1. Flat,10,1,70,2. NO,,1. Traditional,100,,,,
120105010100102,2. URBAN,12. GAMBELA,01,05,1,1,001,02,1. More moved in,4203,1200,3. Protestant,,800,1. Orthodox,,200,4. Muslim,,150,10,6. Shops or Trade,,1. Flat,0,0,1,1. YES,1,1. Traditional,85,3. Religious,10,2. Municipality,5
120105030100103,2. URBAN,12. GAMBELA,01,05,3,1,001,03,3. About the same of both,5000,1300,1. Orthodox,,500,4. Muslim,,400,3. Protestant,,300,40,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,1. Traditional,70,3. Religious,30,,
120105088800804,1. RURAL,12. GAMBELA,01,05,8,88,008,04,4. Neither arrivals nor departures,3200,566,1. Orthodox,,366,4. Muslim,,200,,,,5,2. Farming,,5. Both Flat & Hilly,20,60,10,1. YES,10,3. Religious,100,,,,
120105088801201,1. RURAL,12. GAMBELA,01,05,8,88,012,01,1. More moved in,1200,450,1. Orthodox,,300,3. Protestant,,100,4. Muslim,,50,0,6. Shops or Trade,,1. Flat,80,0,20,1. YES,10,1. Traditional,80,,,,
120106010100108,2. URBAN,12. GAMBELA,01,06,1,1,001,08,1. More moved in,11090,2218,3. Protestant,,1200,1. Orthodox,,900,4. Muslim,,118,40,3. Planned Housing,,1. Flat,20,0,50,1. YES,4,1. Traditional,50,,,,
120106010100205,2. URBAN,12. GAMBELA,01,06,1,1,002,05,1. More moved in,12000,8000,1. Orthodox,,4000,4. Muslim,,3000,3. Protestant,,250,15,7. Other (Specify),Yetekemachu Betoch yemibezabet,1. Flat,0,0,10,2. NO,,1. Traditional,35,,,,
120106010100215,2. URBAN,12. GAMBELA,01,06,1,1,002,15,1. More moved in,12000,8000,1. Orthodox,,4000,4. Muslim,,3000,3. Protestant,,250,15,7. Other (Specify),Yetekemachu Betoch yemibezabet,1. Flat,0,0,10,2. NO,,1. Traditional,35,,,,
120106010100303,2. URBAN,12. GAMBELA,01,06,1,1,003,03,1. More moved in,15900,3400,2. Catholic,,2000,1. Orthodox,,1000,4. Muslim,,400,70,3. Planned Housing,,1. Flat,30,0,0,2. NO,,1. Traditional,80,,,,
120106010100313,2. URBAN,12. GAMBELA,01,06,1,1,003,13,1. More moved in,15900,3400,2. Catholic,,2000,1. Orthodox,,1000,4. Muslim,,400,70,3. Planned Housing,,1. Flat,30,0,0,2. NO,,1. Traditional,80,,,,
120106010100323,2. URBAN,12. GAMBELA,01,06,1,1,003,23,1. More moved in,15900,3400,2. Catholic,,2000,1. Orthodox,,1000,4. Muslim,,400,70,3. Planned Housing,,1. Flat,30,0,0,2. NO,,1. Traditional,80,,,,
120106010100504,2. URBAN,12. GAMBELA,01,06,1,1,005,04,1. More moved in,13340,6000,3. Protestant,,2800,1. Orthodox,,2500,4. Muslim,,700,10,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,80,2. Municipality,15,3. Religious,5
120106010100515,2. URBAN,12. GAMBELA,01,06,1,1,005,15,1. More moved in,13340,6000,3. Protestant,,2800,1. Orthodox,,2500,4. Muslim,,700,10,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,80,2. Municipality,15,3. Religious,5
120106010100525,2. URBAN,12. GAMBELA,01,06,1,1,005,25,1. More moved in,13340,6000,3. Protestant,,2800,1. Orthodox,,2500,4. Muslim,,700,10,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,80,2. Municipality,15,3. Religious,5
120201010100102,2. URBAN,12. GAMBELA,02,01,1,1,001,02,1. More moved in,3336,556,3. Protestant,,300,1. Orthodox,,156,4. Muslim,,100,30,4. Squatter Settlement,,1. Flat,10,0,0,2. NO,,1. Traditional,75,,,,
120201088800501,1. RURAL,12. GAMBELA,02,01,8,88,005,01,1. More moved in,3036,212,3. Protestant,,212,,,,,,,70,2. Farming,,1. Flat,5,0,20,2. NO,,1. Traditional,100,,,,
120201088802501,1. RURAL,12. GAMBELA,02,01,8,88,025,01,2. More moved out,315,50,3. Protestant,,40,6. No religion,,10,,,,50,2. Farming,,1. Flat,20,0,0,2. NO,,1. Traditional,100,,,,
120202088802101,1. RURAL,12. GAMBELA,02,02,8,88,021,01,3. About the same of both,1350,233,3. Protestant,,100,1. Orthodox,,55,8. Other (Specify),yelem,78,75,2. Farming,,1. Flat,50,0,10,2. NO,,1. Traditional,100,,,,
120203010100102,2. URBAN,12. GAMBELA,02,03,1,1,001,02,1. More moved in,1551,395,3. Protestant,,290,2. Catholic,,75,1. Orthodox,,30,75,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,1. Traditional,80,3. Religious,15,2. Municipality,5
120205010100101,2. URBAN,12. GAMBELA,02,05,1,1,001,01,1. More moved in,4215,843,3. Protestant,,700,4. Muslim,,85,1. Orthodox,,58,20,1. Pasture,,1. Flat,20,0,10,2. NO,,1. Traditional,85,2. Municipality,10,3. Religious,5
120301010100101,2. URBAN,12. GAMBELA,03,01,1,1,001,01,1. More moved in,10500,2300,1. Orthodox,,1080,4. Muslim,,1000,3. Protestant,,200,0,3. Planned Housing,,1. Flat,2,0,0,2. NO,,2. Municipality,25,1. Traditional,70,,
120301010100113,2. URBAN,12. GAMBELA,03,01,1,1,001,13,1. More moved in,10500,2300,1. Orthodox,,1080,4. Muslim,,1000,3. Protestant,,200,0,3. Planned Housing,,1. Flat,2,0,0,2. NO,,2. Municipality,25,1. Traditional,70,,
120301010100211,2. URBAN,12. GAMBELA,03,01,1,1,002,11,1. More moved in,13100,2956,1. Orthodox,,1200,4. Muslim,,1000,3. Protestant,,700,1,3. Planned Housing,,1. Flat,2,0,0,2. NO,,1. Traditional,75,2. Municipality,15,3. Religious,10
120301088800101,1. RURAL,12. GAMBELA,03,01,8,88,001,01,4. Neither arrivals nor departures,12325,2114,3. Protestant,,1500,1. Orthodox,,614,,,,25,2. Farming,,2. Slightly Sloping,10,4,1,2. NO,,1. Traditional,95,3. Religious,5,,
120301088800201,1. RURAL,12. GAMBELA,03,01,8,88,002,01,4. Neither arrivals nor departures,3053,707,1. Orthodox,,424,3. Protestant,,212,4. Muslim,,71,10,2. Farming,,1. Flat,0,0,1,1. YES,1000,1. Traditional,10,3. Religious,90,,
120301088800404,1. RURAL,12. GAMBELA,03,01,8,88,004,04,4. Neither arrivals nor departures,11233,699,3. Protestant,,400,1. Orthodox,,200,4. Muslim,,69,10,2. Farming,,2. Slightly Sloping,0,1,5,2. NO,,3. Religious,75,,,,
120301088800707,1. RURAL,12. GAMBELA,03,01,8,88,007,07,4. Neither arrivals nor departures,3585,2300,4. Muslim,,1500,1. Orthodox,,800,,,,0,2. Farming,,1. Flat,0,0,0,1. YES,1,1. Traditional,85,3. Religious,15,,
120301088801001,1. RURAL,12. GAMBELA,03,01,8,88,010,01,4. Neither arrivals nor departures,3746,2700,3. Protestant,,1046,,,,,,,85,2. Farming,,2. Slightly Sloping,5,0,75,2. NO,,1. Traditional,100,,,,
120302088800703,1. RURAL,12. GAMBELA,03,02,8,88,007,03,1. More moved in,4500,1495,1. Orthodox,,910,3. Protestant,,482,4. Muslim,,103,5,2. Farming,,1. Flat,3,85,12,2. NO,,1. Traditional,88,,,,
120302088800803,1. RURAL,12. GAMBELA,03,02,8,88,008,03,1. More moved in,2370,665,1. Orthodox,,632,3. Protestant,,28,4. Muslim,,5,10,2. Farming,,1. Flat,1,93,6,2. NO,,1. Traditional,70,,,,
120302088801002,1. RURAL,12. GAMBELA,03,02,8,88,010,02,1. More moved in,2340,560,1. Orthodox,,430,3. Protestant,,90,4. Muslim,,40,55,2. Farming,,1. Flat,25,15,10,2. NO,,1. Traditional,100,,,,
120302088801501,1. RURAL,12. GAMBELA,03,02,8,88,015,01,4. Neither arrivals nor departures,556,157,3. Protestant,,150,5. Traditional,,7,,,,25,2. Farming,,2. Slightly Sloping,2,0,75,2. NO,,1. Traditional,100,,,,
120401010100108,2. URBAN,12. GAMBELA,04,01,1,1,001,08,2. More moved out,6130,1200,2. Catholic,,600,1. Orthodox,,400,4. Muslim,,200,60,2. Farming,,1. Flat,50,0,0,2. NO,,1. Traditional,70,,,,
120401088800504,1. RURAL,12. GAMBELA,04,01,8,88,005,04,1. More moved in,3675,600,3. Protestant,,500,6. No religion,,100,,,,50,2. Farming,,1. Flat,20,0,0,2. NO,,1. Traditional,100,,,,
120401088801403,1. RURAL,12. GAMBELA,04,01,8,88,014,03,2. More moved out,5600,1400,2. Catholic,,800,3. Protestant,,300,5. Traditional,,300,60,2. Farming,,1. Flat,50,0,0,2. NO,,1. Traditional,98,,,,
130101088800107,1. RURAL,13. HARAR,01,01,8,88,001,07,4. Neither arrivals nor departures,9000,1882,4. Muslim,,1832,1. Orthodox,,50,,,,4,2. Farming,,1. Flat,0,0,5,1. YES,50,1. Traditional,90,,,,
130101088800202,1. RURAL,13. HARAR,01,01,8,88,002,02,4. Neither arrivals nor departures,6152,4000,4. Muslim,,3998,1. Orthodox,,2,,,,33,2. Farming,,3. Moderately Sloping,20,0,1,1. YES,25,3. Religious,100,,,,
130101088800208,1. RURAL,13. HARAR,01,01,8,88,002,08,4. Neither arrivals nor departures,6152,4000,4. Muslim,,3998,1. Orthodox,,2,,,,33,2. Farming,,3. Moderately Sloping,20,0,1,1. YES,25,3. Religious,100,,,,
130101088800309,1. RURAL,13. HARAR,01,01,8,88,003,09,4. Neither arrivals nor departures,5500,2100,4. Muslim,,2100,,,,,,,1,2. Farming,,5. Both Flat & Hilly,5,90,5,1. YES,10,3. Religious,100,,,,
130101088800407,1. RURAL,13. HARAR,01,01,8,88,004,07,1. More moved in,4588,1176,4. Muslim,,1176,,,,,,,2,2. Farming,,2. Slightly Sloping,3,0,0,1. YES,15,1. Traditional,100,,,,
130101088800503,1. RURAL,13. HARAR,01,01,8,88,005,03,2. More moved out,6000,1200,4. Muslim,,1200,,,,,,,2,2. Farming,,5. Both Flat & Hilly,10,75,2,2. NO,,3. Religious,100,,,,
130101088800702,1. RURAL,13. HARAR,01,01,8,88,007,02,4. Neither arrivals nor departures,16000,2000,4. Muslim,,1990,1. Orthodox,,10,,,,1,2. Farming,,5. Both Flat & Hilly,5,92,3,2. NO,,3. Religious,100,,,,
130102088800104,1. RURAL,13. HARAR,01,02,8,88,001,04,4. Neither arrivals nor departures,38357,9854,4. Muslim,,0,,,,,,,5,2. Farming,,1. Flat,0,10,1,1. YES,3,3. Religious,98,,,,
130102088800111,1. RURAL,13. HARAR,01,02,8,88,001,11,4. Neither arrivals nor departures,38357,9854,4. Muslim,,0,,,,,,,5,2. Farming,,1. Flat,0,10,1,1. YES,3,3. Religious,98,,,,
130102088800301,1. RURAL,13. HARAR,01,02,8,88,003,01,4. Neither arrivals nor departures,3224,1010,4. Muslim,,0,,,,,,,0,2. Farming,,5. Both Flat & Hilly,0,0,0,2. NO,,3. Religious,90,,,,
130102088800408,1. RURAL,13. HARAR,01,02,8,88,004,08,1. More moved in,20364,5091,4. Muslim,,5000,1. Orthodox,,91,,,,10,2. Farming,,1. Flat,0,0,0,1. YES,6,1. Traditional,100,,,,
130102088800415,1. RURAL,13. HARAR,01,02,8,88,004,15,1. More moved in,20364,5091,4. Muslim,,5000,1. Orthodox,,91,,,,10,2. Farming,,1. Flat,0,0,0,1. YES,6,1. Traditional,100,,,,
130102088800511,1. RURAL,13. HARAR,01,02,8,88,005,11,2. More moved out,13500,2700,4. Muslim,,2700,,,,,,,10,2. Farming,,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,100,,,,
130102088800608,1. RURAL,13. HARAR,01,02,8,88,006,08,3. About the same of both,5140,1210,4. Muslim,,1210,,,,,,,3,2. Farming,,2. Slightly Sloping,2,98,3,2. NO,,1. Traditional,90,,,,
130103088800103,1. RURAL,13. HARAR,01,03,8,88,001,03,2. More moved out,4800,1200,4. Muslim,,1200,,,,,,,10,2. Farming,,2. Slightly Sloping,5,0,95,1. YES,10,3. Religious,95,1. Traditional,5,,
130103088800211,1. RURAL,13. HARAR,01,03,8,88,002,11,2. More moved out,25000,10000,4. Muslim,,10000,,,,,,,5,2. Farming,,3. Moderately Sloping,15,5,20,1. YES,20,1. Traditional,85,3. Religious,15,,
130103088800305,1. RURAL,13. HARAR,01,03,8,88,003,05,2. More moved out,7500,1500,4. Muslim,,1485,1. Orthodox,,15,,,,2,2. Farming,,2. Slightly Sloping,2,0,5,1. YES,5,1. Traditional,100,3. Religious,75,,
130103088800402,1. RURAL,13. HARAR,01,03,8,88,004,02,2. More moved out,3578,917,4. Muslim,,917,,,,,,,10,2. Farming,,2. Slightly Sloping,30,0,5,2. NO,,1. Traditional,100,,,,
130104010100101,2. URBAN,13. HARAR,01,04,1,1,001,01,1. More moved in,6660,1490,4. Muslim,,745,1. Orthodox,,596,3. Protestant,,149,0,4. Squatter Settlement,,1. Flat,4,0,0,1. YES,30,1. Traditional,70,3. Religious,20,2. Municipality,10
130104010100202,2. URBAN,13. HARAR,01,04,1,1,002,02,1. More moved in,7201,2475,4. Muslim,,1237,1. Orthodox,,990,3. Protestant,,247,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,70,2. Municipality,10,3. Religious,20
130104010100210,2. URBAN,13. HARAR,01,04,1,1,002,10,1. More moved in,7201,2475,4. Muslim,,1237,1. Orthodox,,990,3. Protestant,,247,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,70,3. Religious,20,2. Municipality,10
130104010100219,2. URBAN,13. HARAR,01,04,1,1,002,19,1. More moved in,7201,2475,4. Muslim,,1237,1. Orthodox,,990,3. Protestant,,247,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,79,3. Religious,20,2. Municipality,10
130104010100226,2. URBAN,13. HARAR,01,04,1,1,002,26,1. More moved in,7201,2475,4. Muslim,,1237,1. Orthodox,,990,3. Protestant,,247,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,70,3. Religious,20,2. Municipality,10
130104010100305,2. URBAN,13. HARAR,01,04,1,1,003,05,1. More moved in,12650,3379,1. Orthodox,,2027,4. Muslim,,1182,3. Protestant,,170,10,3. Planned Housing,,3. Moderately Sloping,2,0,0,1. YES,1,1. Traditional,50,3. Religious,30,2. Municipality,20
130104010100312,2. URBAN,13. HARAR,01,04,1,1,003,12,1. More moved in,12650,3379,1. Orthodox,,2027,4. Muslim,,1182,3. Protestant,,170,5,3. Planned Housing,,3. Moderately Sloping,2,0,0,1. YES,1,1. Traditional,50,3. Religious,30,2. Municipality,20
130104010100321,2. URBAN,13. HARAR,01,04,1,1,003,21,1. More moved in,12650,3379,1. Orthodox,,2027,4. Muslim,,1182,3. Protestant,,170,5,3. Planned Housing,,3. Moderately Sloping,2,0,0,1. YES,1,1. Traditional,50,3. Religious,30,2. Municipality,20
130105010100102,2. URBAN,13. HARAR,01,05,1,1,001,02,3. About the same of both,4627,1516,4. Muslim,,547,1. Orthodox,,425,3. Protestant,,244,0,7. Other (Specify),Ytekrrbe Bate ytgnbbte,3. Moderately Sloping,0,0,0,1. YES,1,1. Traditional,60,3. Religious,30,2. Municipality,10
130105010100203,2. URBAN,13. HARAR,01,05,1,1,002,03,3. About the same of both,6073,1883,1. Orthodox,,1129,4. Muslim,,564,3. Protestant,,189,0,7. Other (Specify),Yetkerrba Batch Ytgnbbte,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,60,3. Religious,30,2. Municipality,10
130105010100209,2. URBAN,13. HARAR,01,05,1,1,002,09,3. About the same of both,6073,1883,1. Orthodox,,1129,4. Muslim,,564,3. Protestant,,189,0,7. Other (Specify),Yetkrrba Bate Ytgnbte,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,60,3. Religious,30,2. Municipality,10
130106010100101,2. URBAN,13. HARAR,01,06,1,1,001,01,1. More moved in,9877,2471,1. Orthodox,,1235,4. Muslim,,864,3. Protestant,,372,1,7. Other (Specify),Ytkrrba Btch ytgnbbte,3. Moderately Sloping,0,0,0,1. YES,5,1. Traditional,50,3. Religious,40,2. Municipality,10
130106010100108,2. URBAN,13. HARAR,01,06,1,1,001,08,1. More moved in,9877,2471,1. Orthodox,,1235,4. Muslim,,864,3. Protestant,,372,1,7. Other (Specify),Yeteqrarbu. betoce. yetegenbubte,3. Moderately Sloping,0,0,0,1. YES,5,1. Traditional,50,3. Religious,40,2. Municipality,10
130106010100201,2. URBAN,13. HARAR,01,06,1,1,002,01,1. More moved in,7055,1765,1. Orthodox,,1059,4. Muslim,,529,3. Protestant,,177,1,7. Other (Specify),Yeteqrarebu  batoch,3. Moderately Sloping,0,2,0,2. NO,,1. Traditional,50,2. Municipality,40,3. Religious,10
130106010100208,2. URBAN,13. HARAR,01,06,1,1,002,08,1. More moved in,9877,2471,1. Orthodox,,1235,4. Muslim,,864,3. Protestant,,372,1,7. Other (Specify),Yetqrarebu  batoch yergenebubt,3. Moderately Sloping,0,2,0,1. YES,5,1. Traditional,50,2. Municipality,40,3. Religious,10
130106010100304,2. URBAN,13. HARAR,01,06,1,1,003,04,1. More moved in,4239,1059,1. Orthodox,,635,3. Protestant,,318,4. Muslim,,106,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,50,3. Religious,30,2. Municipality,20
130107010100103,2. URBAN,13. HARAR,01,07,1,1,001,03,1. More moved in,6500,3000,4. Muslim,,2000,1. Orthodox,,700,3. Protestant,,300,0,4. Squatter Settlement,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,10,3. Religious,80,,
130107010100208,2. URBAN,13. HARAR,01,07,1,1,002,08,4. Neither arrivals nor departures,10000,3000,4. Muslim,,800,2. Catholic,,150,1. Orthodox,,500,1,3. Planned Housing,,3. Moderately Sloping,4,0,0,1. YES,10,3. Religious,100,,,,
130107010100305,2. URBAN,13. HARAR,01,07,1,1,003,05,4. Neither arrivals nor departures,1084,500,4. Muslim,,450,1. Orthodox,,50,,,,0,3. Planned Housing,,2. Slightly Sloping,0,0,0,2. NO,,3. Religious,80,,,,
130108010100203,2. URBAN,13. HARAR,01,08,1,1,002,03,3. About the same of both,10350,7250,1. Orthodox,,5800,4. Muslim,,1000,3. Protestant,,450,5,3. Planned Housing,,2. Slightly Sloping,2,0,1,1. YES,1,1. Traditional,85,,,,
130108010100301,2. URBAN,13. HARAR,01,08,1,1,003,01,3. About the same of both,30000,6000,1. Orthodox,,3500,4. Muslim,,2000,3. Protestant,,500,1,3. Planned Housing,,2. Slightly Sloping,0,0,1,1. YES,1,2. Municipality,3,,,,
130108010100309,2. URBAN,13. HARAR,01,08,1,1,003,09,3. About the same of both,30000,6000,1. Orthodox,,3500,4. Muslim,,2000,3. Protestant,,500,1,3. Planned Housing,,2. Slightly Sloping,0,0,1,1. YES,1,2. Municipality,3,,,,
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,3. About the same of both,30000,6000,1. Orthodox,,3500,4. Muslim,,2000,3. Protestant,,500,1,3. Planned Housing,,2. Slightly Sloping,0,0,1,1. YES,1,2. Municipality,3,,,,
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,1. More moved in,15000,1768,4. Muslim,,1000,1. Orthodox,,600,3. Protestant,,168,0,7. Other (Specify),yeteqrarbu batoch yetegenebubte,3. Moderately Sloping,0,2,0,2. NO,,3. Religious,60,2. Municipality,10,1. Traditional,30
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,1. More moved in,38108,6163,1. Orthodox,,4930,4. Muslim,,924,3. Protestant,,309,1,6. Shops or Trade,,5. Both Flat & Hilly,12,0,0,2. NO,,1. Traditional,60,3. Religious,23,2. Municipality,17
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,2. More moved out,19543,4766,1. Orthodox,,4051,3. Protestant,,381,4. Muslim,,331,1,4. Squatter Settlement,,2. Slightly Sloping,0,0,0,2. NO,,1. Traditional,65,2. Municipality,25,3. Religious,10
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,1. More moved in,50000,1000,1. Orthodox,,70,2. Catholic,,15,4. Muslim,,5,5,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,70,3. Religious,15,1. Traditional,5
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,1. More moved in,43714,10661,1. Orthodox,,5544,4. Muslim,,3731,3. Protestant,,1386,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,85,3. Religious,10,1. Traditional,5
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,1. More moved in,34207,4303,1. Orthodox,,1720,3. Protestant,,1500,4. Muslim,,1083,0,7. Other (Specify),Betam Yetetegagu Betoch Yemigegnubet,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,90,,,,
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,1. More moved in,33515,3280,1. Orthodox,,1200,4. Muslim,,1000,3. Protestant,,900,0,3. Planned Housing,,1. Flat,0,0,0,2. NO,,2. Municipality,70,,,,
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,1. More moved in,27000,4800,1. Orthodox,,3000,4. Muslim,,1000,3. Protestant,,700,2,6. Shops or Trade,,1. Flat,0,0,0,2. NO,,1. Traditional,60,,,,
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,1. More moved in,23148,3965,1. Orthodox,,2379,4. Muslim,,1190,3. Protestant,,396,5,7. Other (Specify),Yetetegagu Betoch Yetegenebubet,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,70,,,,
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. More moved in,68580,13716,4. Muslim,,8915,1. Orthodox,,3429,3. Protestant,,1372,5,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,2. Municipality,65,1. Traditional,20,3. Religious,15
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. More moved in,68580,13716,4. Muslim,,8915,1. Orthodox,,3429,3. Protestant,,1372,5,4. Squatter Settlement,,1. Flat,0,0,0,2. NO,,2. Municipality,65,1. Traditional,20,3. Religious,15
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,1. More moved in,35000,7000,1. Orthodox,,3000,4. Muslim,,1500,3. Protestant,,1000,0,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,1. Traditional,50,,,,
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,3. About the same of both,28000,6325,4. Muslim,,2846,1. Orthodox,,2719,3. Protestant,,506,46,3. Planned Housing,,1. Flat,0,0,0,2. NO,,1. Traditional,50,2. Municipality,30,3. Religious,20
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,3. About the same of both,35000,10000,1. Orthodox,,3975,4. Muslim,,3473,3. Protestant,,2251,0,4. Squatter Settlement,,1. Flat,0,0,20,1. YES,5,2. Municipality,80,3. Religious,15,1. Traditional,5
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,4. Neither arrivals nor departures,41000,8200,4. Muslim,,3500,1. Orthodox,,3000,3. Protestant,,1700,2,7. Other (Specify),Yetekerarebu Betoch,5. Both Flat & Hilly,0,1,0,1. YES,1,3. Religious,60,,,,
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,3. About the same of both,85133,16123,4. Muslim,,8062,1. Orthodox,,6449,3. Protestant,,1612,10,3. Planned Housing,,3. Moderately Sloping,0,0,0,2. NO,,2. Municipality,50,3. Religious,10,1. Traditional,5
