ea_id,cs8q00,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs8q01,cs8q02,cs8q03,cs8q00_os,cs8q04,cs8q05a,cs8q05b,cs8q05c,cs8q05d,cs8q05e,cs8q05f,cs8q05g,cs8q05h,cs8q06,cs8q07,cs8q08,cs8q09,cs8q10,cs8q10_os,cs8q11a,cs8q11b,cs8q11c,cs8q11d,cs8q11d_os
150101010100305,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100305,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100305,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100305,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,05,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100318,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100318,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100318,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100318,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,18,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100330,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100330,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100330,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100330,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,30,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100344,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100344,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100344,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100344,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,44,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100357,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100357,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100357,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100357,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,57,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100370,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. YES,2. NO,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100370,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100370,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,1. YES,1. YES,1. YES,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100370,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,70,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100383,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100383,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100383,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,2. NO,2. NO,2. NO,2. NO,
150101010100383,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,003,83,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100407,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100407,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100407,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100407,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100407,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,004,07,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100420,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100420,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100420,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100420,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100420,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100420,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,004,20,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100431,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100431,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,2. NO,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100431,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100431,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100431,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100431,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,004,31,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100511,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100511,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,2. NO,2. NO,2. NO,
150101010100511,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,005,11,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,1. YES,1. YES,1. YES,,2. NO,,,,,,,,,,,,,,,,,,,
150101010100524,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100524,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. Addressed/Being Addressed,0,,,,1. YES,1. YES,2. NO,2. NO,
150101010100524,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,005,24,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3. Promissed to be Addressed,,,,,,,,,
150101010100538,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,9. Agricultural/Fishery/Livestock Extension Services,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100538,10. Law Enforcement,2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,1. YES,1. YES,1. YES,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. To Be Addressed; Response Positive,0,,,,1. YES,2. NO,2. NO,2. NO,
150101010100538,11. Other (Specify),2. URBAN,15. DIRE DAWA,01,01,1,1,005,38,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,1. Road/Bridge,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,2. Primary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,1. YES,1. YES,1. YES,,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,,,,,,
150101010100550,3. Secondary School,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,4. Health Center/Clinic/Post,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,5. Piped Water/Boreholes/Wells,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,6. Natural Resource Conservation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,7. Grain Mill,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
150101010100550,8. Public Transportation,2. URBAN,15. DIRE DAWA,01,01,1,1,005,50,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,
