ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs4q01,cs4q02,cs4q03,cs4q04__0,cs4q04__1,cs4q04__2,cs4q04__3,cs4q04__4,cs4q04__5,cs4q04__6,cs4q04__7,cs4q04__8,cs4q04__9,cs4q04__10,cs4q04__11,cs4q04__12,cs4q04__13,cs4q05__0,cs4q05__1,cs4q05__2,cs4q05__3,cs4q05__4,cs4q05__5,cs4q05__6,cs4q05__7,cs4q05__8,cs4q05__9,cs4q05__10,cs4q05__11,cs4q05__12,cs4q05__13,cs4q06,cs4q07a,cs4q07b,cs4q08,cs4q09,cs4q10,cs4q11,cs4q12a,cs4q12b,cs4q13,cs4q14,cs4q15,cs4q16,cs4q17,cs4q18,cs4q19,cs4q20,cs4q21,cs4q22,cs4q23,cs4q24,cs4q25,cs4q26,cs4q27,cs4q28,cs4q29,cs4q30,cs4q31,cs4q32,cs4q32_os,cs4q33,cs4q34,cs4q35,cs4q36,cs4q37,cs4q38,cs4q39,cs4q40,cs4q41,cs4q42a,cs4q42b,cs4q42c,cs4q42d,cs4q42e,cs4q42f,cs4q42f_os,cs4q43,cs4q44,cs4q45,cs4q46,cs4q47,cs4q48,cs4q49,cs4q50,cs4q51,cs4q52,cs4q53,cs4q54,cs4q55,cs4q56,cs4q57,cs4q58,cs4q59a,cs4q59b,cs4q60,cs4q61
130108010100317,2. URBAN,13. HARAR,01,08,1,1,003,17,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,75,1. Minute,1. YES,,,1. YES,,,,1. YES,,2,3,0,1. YES,1. YES,1,1. YES,0,0,3,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,3. Private,1. YES,150,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,,2. NO,2,2. NO,2,1. YES,30,4000,2. NO,2,2. NO,2,2. NO,2,2. NO,2,1. YES,7,203,0,0
130109010100303,2. URBAN,13. HARAR,01,09,1,1,003,03,2. Graded Graveled,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,1200,1. Minute,1. YES,,,1. YES,,,,1. YES,,0,11,1,1. YES,1. YES,1,1. YES,1,0,4,0,2. NO,1,,,,,,,2. NO,,,3,1. Government,1. YES,20,1. YES,2. NO,1. YES,2. NO,2. NO,2. NO,,,2. NO,1,2. NO,2,1. YES,35,5000,2. NO,1,2. NO,2,2. NO,1,2. NO,2,1. YES,12,122,0,0
140101010100114,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,20,1. Minute,1. YES,,,1. YES,,,,1. YES,,4,1,0,1. YES,1. YES,0,1. YES,0,0,2,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,100,2050,1. YES,,1. YES,,2. NO,0,2. NO,0,1. YES,1891,2281,0,0
140104010100403,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,2. Graded Graveled,1,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,,1. YES,,,1. YES,,,,1. YES,,1,0,0,1. YES,1. YES,2,1. YES,1,1,1,1,1. YES,,,,,,,,1. YES,2. NO,,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,##N/A##,1. YES,,1. YES,,1. YES,100,2500,1. YES,,1. YES,,2. NO,,2. NO,3,1. YES,74,4530,0,
140107010100712,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,2. Graded Graveled,2,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,20,1. Minute,1. YES,,,1. YES,,,,2. NO,2,2,1,1,1. YES,1. YES,1,1. YES,3,0,3,1,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,30,1500,1. YES,,1. YES,,2. NO,1,2. NO,1,1. YES,294,938,0,
140109010100904,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,500,1. Minute,1. YES,,,1. YES,,,,1. YES,,12,2,0,1. YES,1. YES,1,1. YES,0,0,16,7,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,10,934,1. YES,,1. YES,,2. NO,0,1. YES,,1. YES,207,579,0,0
140202010200210,2. URBAN,14. ADDIS ABABA,02,02,1,2,002,10,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,300,1. Minute,1. YES,,,1. YES,,,,1. YES,,1,0,0,1. YES,1. YES,2,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,2. NO,,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,10,2500,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,139,1257,0,0
140205010200504,2. URBAN,14. ADDIS ABABA,02,05,1,2,005,04,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,200,1. Minute,1. YES,,,1. YES,,,,1. YES,,9,1,0,1. YES,1. YES,0,1. YES,1,1,5,2,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,50,2400,1. YES,,1. YES,,1. YES,,2. NO,2,1. YES,425,1275,0,0
140208010200823,2. URBAN,14. ADDIS ABABA,02,08,1,2,008,23,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1000,1. Minute,1. YES,,,1. YES,,,,1. YES,,1,2,0,1. YES,1. YES,0,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,30,800,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,2894,35180,0,0
140301010300138,2. URBAN,14. ADDIS ABABA,03,01,1,3,001,38,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,300,1. Minute,1. YES,,,1. YES,,,,1. YES,,3,2,1,1. YES,1. YES,1,1. YES,1,0,7,4,1. YES,,,,,,,,1. YES,1. YES,2. NO,,3. Private,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,50,2000,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,2286,2549,0,0
140303010300315,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,15,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,0,,1. YES,,,1. YES,,,,1. YES,,14,17,3,1. YES,1. YES,0,1. YES,2,0,14,2,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,,1. YES,,1. YES,,1. YES,200,2000,1. YES,,1. YES,,1. YES,,2. NO,8,1. YES,3390,4125,0,0
140303010300329,2. URBAN,14. ADDIS ABABA,03,03,1,3,003,29,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,0,,1. YES,,,1. YES,,,,1. YES,,14,17,3,1. YES,1. YES,0,1. YES,2,0,14,2,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,2. NO,1. YES,2. NO,1. YES,2. NO,2. NO,,1. YES,,1. YES,,1. YES,200,2000,1. YES,,1. YES,,1. YES,,2. NO,8,1. YES,3390,4125,0,0
140305010300533,2. URBAN,14. ADDIS ABABA,03,05,1,3,005,33,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,300,1. Minute,1. YES,,,1. YES,,,,1. YES,,3,3,0,1. YES,1. YES,1,1. YES,3,2,10,6,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,100,2500,1. YES,,1. YES,,1. YES,,2. NO,3,2. NO,,,,
140307010300706,2. URBAN,14. ADDIS ABABA,03,07,1,3,007,06,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5,0,,1. YES,,,1. YES,,,,1. YES,,3,1,2,1. YES,1. YES,0,1. YES,0,1,6,1,1. YES,,,,,,,,1. YES,1. YES,1. YES,,3. Private,2. NO,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,350,2000,1. YES,,1. YES,,1. YES,,2. NO,2,2. NO,,,,
140309010300913,2. URBAN,14. ADDIS ABABA,03,09,1,3,009,13,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,200,2. Hour,1. YES,,,1. YES,,,,1. YES,,10,3,2,1. YES,1. YES,1,1. YES,0,0,7,2,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,0,5000,1. YES,,1. YES,,1. YES,,2. NO,2,1. YES,1424,2194,0,0
140311010301140,2. URBAN,14. ADDIS ABABA,03,11,1,3,011,40,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5,20,2. Hour,1. YES,,,1. YES,,,,1. YES,,6,5,0,1. YES,1. YES,0,1. YES,0,0,2,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,0,3000,1. YES,,1. YES,,1. YES,,2. NO,3,1. YES,385,553,0,0
140313010301371,2. URBAN,14. ADDIS ABABA,03,13,1,3,013,71,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,4,0,,1. YES,,,1. YES,,,,1. YES,,12,7,0,1. YES,1. YES,0,1. YES,1,0,10,2,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,0,3630,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,1770,2111,0,0
140401010400123,2. URBAN,14. ADDIS ABABA,04,01,1,4,001,23,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1000,1. Minute,1. YES,,,1. YES,,,,2. NO,0,3,1,0,1. YES,1. YES,1,1. YES,5,0,2,0,2. NO,0,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,,1. YES,,2. NO,,,1. YES,,1. YES,,2. NO,1,2. NO,1,1. YES,350,1500,0,0
140405010400515,2. URBAN,14. ADDIS ABABA,04,05,1,4,005,15,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,400,1. Minute,1. YES,,,1. YES,,,,1. YES,,1,2,1,1. YES,1. YES,4,1. YES,0,0,0,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,3. Private,2. NO,,1. YES,1. YES,2. NO,2. NO,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,5,2200,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,310,382,0,0
140501010500113,2. URBAN,14. ADDIS ABABA,05,01,1,5,001,13,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,300,1. Minute,1. YES,,,1. YES,,,,1. YES,,6,1,0,1. YES,1. YES,2,1. YES,0,0,2,1,1. YES,,,,,,,,1. YES,1. YES,2. NO,,3. Private,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,50,2500,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,613,249,0,0
140504010500449,2. URBAN,14. ADDIS ABABA,05,04,1,5,004,49,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,100,1. Minute,1. YES,,,1. YES,,,,1. YES,,7,0,4,1. YES,1. YES,1,1. YES,1,0,7,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,1. YES,0,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,,,1. YES,,1. YES,,2. NO,,,1. YES,,1. YES,,2. NO,,1. YES,,1. YES,147,781,0,0
140509010500925,2. URBAN,14. ADDIS ABABA,05,09,1,5,009,25,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,100,1. Minute,1. YES,,,1. YES,,,,1. YES,,2,0,1,1. YES,1. YES,0,2. NO,1,0,1,1,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,1. YES,,1. YES,,1. YES,0,3500,1. YES,,1. YES,,2. NO,0,2. NO,0,1. YES,600,900,0,0
140602010600224,2. URBAN,14. ADDIS ABABA,06,02,1,6,002,24,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,80,3. Day,1. YES,,,1. YES,,,,2. NO,2,1,0,1,1. YES,1. YES,1,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,2. NO,1. YES,1. YES,2. NO,1. YES,2. NO,,1. YES,,1. YES,,1. YES,20,3000,1. YES,,1. YES,,2. NO,2,2. NO,2,1. YES,1720,2332,0,0
140606010600617,2. URBAN,14. ADDIS ABABA,06,06,1,6,006,17,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,5,45,2. Hour,1. YES,,,1. YES,,,,2. NO,3,3,1,2,1. YES,1. YES,1,1. YES,2,1,4,1,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,100,2500,1. YES,,1. YES,,1. YES,,2. NO,4,1. YES,296,445,0,0
140701010700106,2. URBAN,14. ADDIS ABABA,07,01,1,7,001,06,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,10,75,2. Hour,1. YES,,,1. YES,,,,2. NO,5,5,0,3,1. YES,1. YES,2,1. YES,0,0,2,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,200,3000,1. YES,,1. YES,,1. YES,,2. NO,7,1. YES,934,1121,0,0
140702010700258,2. URBAN,14. ADDIS ABABA,07,02,1,7,002,58,1. Tar/Asphalt,3,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,8,45,2. Hour,1. YES,,,1. YES,,,,1. YES,,8,2,4,1. YES,1. YES,3,1. YES,0,0,7,2,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,15,1800,1. YES,,1. YES,,2. NO,10,2. NO,8,1. YES,1081,1389,0,0
140705010700528,2. URBAN,14. ADDIS ABABA,07,05,1,7,005,28,1. Tar/Asphalt,2,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,7,100,1. Minute,1. YES,,,1. YES,,,,1. YES,,6,1,2,1. YES,1. YES,3,1. YES,0,0,1,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,500,5000,1. YES,,1. YES,,1. YES,,2. NO,5,1. YES,314,601,0,0
140707010700732,2. URBAN,14. ADDIS ABABA,07,07,1,7,007,32,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,3,100,1. Minute,1. YES,,,1. YES,,,,2. NO,2,3,0,0,1. YES,1. YES,3,1. YES,0,0,1,3,1. YES,,,,,,,,1. YES,1. YES,2. NO,,1. Government,2. NO,,1. YES,2. NO,1. YES,2. NO,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,90,1800,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,101,323,0,0
140710010701008,2. URBAN,14. ADDIS ABABA,07,10,1,7,010,08,2. Graded Graveled,5,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,20,1. Minute,1. YES,,,1. YES,,,,2. NO,3,5,2,5,1. YES,1. YES,3,1. YES,0,0,6,0,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,5,1200,1. YES,,1. YES,,2. NO,0,2. NO,5,1. YES,1511,1850,0,0
140711010701116,2. URBAN,14. ADDIS ABABA,07,11,1,7,011,16,2. Graded Graveled,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,13,2. Hour,1. YES,,,1. YES,,,,1. YES,,2,3,2,1. YES,1. YES,3,1. YES,1,1,10,3,1. YES,,,,,,,,1. YES,2. NO,,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,180,10000,1. YES,,1. YES,,1. YES,,1. YES,,2. NO,,,,
140712010701250,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,50,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,50,2. Hour,1. YES,,,1. YES,,,,1. YES,,17,1,2,1. YES,1. YES,2,1. YES,0,0,24,1,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,50,700,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,1976,3245,0,0
140712010701264,2. URBAN,14. ADDIS ABABA,07,12,1,7,012,64,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2,50,2. Hour,1. YES,,,1. YES,,,,1. YES,,17,1,2,1. YES,1. YES,2,1. YES,0,0,24,1,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,,1. YES,,1. YES,50,700,1. YES,,1. YES,,1. YES,,1. YES,,1. YES,1976,3245,0,0
140713010701371,2. URBAN,14. ADDIS ABABA,07,13,1,7,013,71,1. Tar/Asphalt,1,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,8,45,3. Day,1. YES,,,1. YES,,,,1. YES,,10,4,3,1. YES,1. YES,5,1. YES,0,0,15,4,1. YES,,,,,,,,1. YES,1. YES,1. YES,,3. Private,2. NO,,2. NO,,,,,,2. NO,,1. YES,,1. YES,,1. YES,1,7000,1. YES,,1. YES,,1. YES,,2. NO,21,1. YES,1557,1980,0,0
140801010800119,2. URBAN,14. ADDIS ABABA,08,01,1,8,001,19,1. Tar/Asphalt,0,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,500,1. Minute,1. YES,,,1. YES,,,,1. YES,,2,0,0,1. YES,1. YES,0,1. YES,1,1,3,1,1. YES,,,,,,,,1. YES,1. YES,1. YES,,1. Government,2. NO,,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,,1. YES,,1. YES,,1. YES,50,400,1. YES,,1. YES,,2. NO,0,1. YES,,2. NO,,,,
