ea_id,cs2q01,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs2q02,cs2q03,cs2q04,cs2q05_1,cs2q05_2,cs2q05_oth,cs2q06,cs2q07,cs2q07_oth
130104010100202,2,2. URBAN,13. HARAR,01,04,1,1,002,02,**CONFIDENTIAL**,1. Male,36,9. Religious Leader,,,20,3. Primary school completed,
130104010100202,3,2. URBAN,13. HARAR,01,04,1,1,002,02,**CONFIDENTIAL**,1. Male,28,8. Business Man/Woman,,,18,4. Incomplete secondary school,
130104010100202,4,2. URBAN,13. HARAR,01,04,1,1,002,02,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,26,5. Secondary school completed,
130104010100202,5,2. URBAN,13. HARAR,01,04,1,1,002,02,**CONFIDENTIAL**,1. Male,26,2. Representative,,,26,4. Incomplete secondary school,
130104010100202,6,2. URBAN,13. HARAR,01,04,1,1,002,02,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130104010100210,1,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,2. Female,30,1. Chairman/woman,,,30,6. Above Secondary school,
130104010100210,2,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,1. Male,36,9. Religious Leader,,,26,3. Primary school completed,
130104010100210,3,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,1. Male,28,8. Business Man/Woman,,,18,4. Incomplete secondary school,
130104010100210,4,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,26,4. Incomplete secondary school,
130104010100210,5,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,1. Male,26,2. Representative,,,26,4. Incomplete secondary school,
130104010100210,6,2. URBAN,13. HARAR,01,04,1,1,002,10,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130104010100219,1,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,2. Female,30,1. Chairman/woman,,,30,6. Above Secondary school,
130104010100219,2,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,20,4. Incomplete secondary school,
130104010100219,3,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,1. Male,28,8. Business Man/Woman,,,18,4. Incomplete secondary school,
130104010100219,4,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,10,4. Incomplete secondary school,
130104010100219,5,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,1. Male,26,2. Representative,,,26,4. Incomplete secondary school,
130104010100219,6,2. URBAN,13. HARAR,01,04,1,1,002,19,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130104010100226,1,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,2. Female,30,1. Chairman/woman,,,30,6. Above Secondary school,
130104010100226,2,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,20,3. Primary school completed,
130104010100226,3,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,1. Male,28,8. Business Man/Woman,,,18,4. Incomplete secondary school,
130104010100226,4,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,1. Male,51,3. Elderly,,,10,4. Incomplete secondary school,
130104010100226,5,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,1. Male,26,2. Representative,,,26,4. Incomplete secondary school,
130104010100226,6,2. URBAN,13. HARAR,01,04,1,1,002,26,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130104010100305,1,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,55,4. Incomplete secondary school,
130104010100305,2,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,26,6. Above Secondary school,
130104010100305,3,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,2. Female,38,11. Other (Specify),,PSNP head/ Representative,38,5. Secondary school completed,
130104010100305,4,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,1. Male,48,3. Elderly,,,35,2. Incomplete primary school,
130104010100305,6,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,1. Male,47,5. School Teacher,,,16,6. Above Secondary school,
130104010100305,7,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,1. Male,25,10. Police,,,3,4. Incomplete secondary school,
130104010100305,8,2. URBAN,13. HARAR,01,04,1,1,003,05,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,20,4. Incomplete secondary school,
130104010100312,1,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,55,4. Incomplete secondary school,
130104010100312,2,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,26,6. Above Secondary school,
130104010100312,3,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,2. Female,38,11. Other (Specify),,PSNP head/ Representative,38,5. Secondary school completed,
130104010100312,4,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,1. Male,48,9. Religious Leader,,,35,2. Incomplete primary school,
130104010100312,5,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,20,4. Incomplete secondary school,
130104010100312,6,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,1. Male,47,5. School Teacher,,,16,6. Above Secondary school,
130104010100312,7,2. URBAN,13. HARAR,01,04,1,1,003,12,**CONFIDENTIAL**,1. Male,25,10. Police,,,3,4. Incomplete secondary school,
130104010100321,1,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,55,4. Incomplete secondary school,
130104010100321,2,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,26,6. Above Secondary school,
130104010100321,3,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,2. Female,38,11. Other (Specify),,PSNP head/ Representative,38,5. Secondary school completed,
130104010100321,4,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,1. Male,48,3. Elderly,,,35,2. Incomplete primary school,
130104010100321,5,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,1. Male,35,9. Religious Leader,,,20,4. Incomplete secondary school,
130104010100321,6,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,1. Male,47,5. School Teacher,,,16,6. Above Secondary school,
130104010100321,7,2. URBAN,13. HARAR,01,04,1,1,003,21,**CONFIDENTIAL**,1. Male,25,10. Police,,,3,4. Incomplete secondary school,
130105010100102,1,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,2. Female,28,1. Chairman/woman,,,15,6. Above Secondary school,
130105010100102,2,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,2. Female,26,10. Police,,,26,6. Above Secondary school,
130105010100102,3,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,1. Male,55,9. Religious Leader,,,20,5. Secondary school completed,
130105010100102,4,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,2. Female,32,7. Health Worker,,,32,6. Above Secondary school,
130105010100102,5,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,2. Female,35,8. Business Man/Woman,,,35,6. Above Secondary school,
130105010100102,6,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,1. Male,32,4. School Headmaster,,,32,6. Above Secondary school,
130105010100102,7,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,2. Female,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130105010100102,8,2. URBAN,13. HARAR,01,05,1,1,001,02,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,6. Above Secondary school,
130105010100203,1,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,56,1. Chairman/woman,,,37,3. Primary school completed,
130105010100203,2,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,55,9. Religious Leader,,,20,4. Incomplete secondary school,
130105010100203,3,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,35,10. Police,,,12,4. Incomplete secondary school,
130105010100203,4,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,2. Female,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130105010100203,5,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,32,4. School Headmaster,,,32,6. Above Secondary school,
130105010100203,6,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,40,3. Elderly,,,40,4. Incomplete secondary school,
130105010100203,7,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,2. Female,35,8. Business Man/Woman,,,35,6. Above Secondary school,
130105010100203,8,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,2. Female,32,7. Health Worker,,,32,6. Above Secondary school,
130105010100203,9,2. URBAN,13. HARAR,01,05,1,1,002,03,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,6. Above Secondary school,
130105010100209,1,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,56,1. Chairman/woman,,,37,3. Primary school completed,
130105010100209,2,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,55,9. Religious Leader,,,20,4. Incomplete secondary school,
130105010100209,3,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,35,10. Police,,,12,4. Incomplete secondary school,
130105010100209,4,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,2. Female,35,11. Other (Specify),,PSNP head/ Representative,35,6. Above Secondary school,
130105010100209,5,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,32,4. School Headmaster,,,32,6. Above Secondary school,
130105010100209,6,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,40,3. Elderly,,,40,4. Incomplete secondary school,
130105010100209,7,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,2. Female,35,8. Business Man/Woman,,,35,6. Above Secondary school,
130105010100209,8,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,2. Female,32,7. Health Worker,,,32,6. Above Secondary school,
130105010100209,9,2. URBAN,13. HARAR,01,05,1,1,002,09,**CONFIDENTIAL**,1. Male,30,2. Representative,,,30,6. Above Secondary school,
130106010100101,1,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,45,5. Secondary school completed,
130106010100101,2,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,2. Female,33,5. School Teacher,,,33,6. Above Secondary school,
130106010100101,3,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,2. Female,40,2. Representative,,,40,5. Secondary school completed,
130106010100101,4,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,1. Male,75,3. Elderly,,,40,2. Incomplete primary school,
130106010100101,5,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,PSNP head/ Representative,3,6. Above Secondary school,
130106010100101,6,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,4,6. Above Secondary school,
130106010100101,7,2. URBAN,13. HARAR,01,06,1,1,001,01,**CONFIDENTIAL**,1. Male,37,7. Health Worker,,,10,6. Above Secondary school,
130106010100108,1,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,1. Male,55,1. Chairman/woman,,,45,5. Secondary school completed,
130106010100108,2,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,2. Female,33,5. School Teacher,,,33,6. Above Secondary school,
130106010100108,3,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,2. Female,40,2. Representative,,,40,5. Secondary school completed,
130106010100108,4,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,1. Male,75,3. Elderly,,,40,3. Primary school completed,
130106010100108,5,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Food Security,3,6. Above Secondary school,
130106010100108,6,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,4,6. Above Secondary school,
130106010100108,7,2. URBAN,13. HARAR,01,06,1,1,001,08,**CONFIDENTIAL**,1. Male,37,7. Health Worker,,,10,6. Above Secondary school,
130106010100201,1,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,1. Male,50,1. Chairman/woman,,,50,4. Incomplete secondary school,
130106010100201,2,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,2. Female,80,3. Elderly,,,65,2. Incomplete primary school,
130106010100201,3,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,1. Male,37,7. Health Worker,,,10,6. Above Secondary school,
130106010100201,4,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,4,6. Above Secondary school,
130106010100201,5,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,2. Female,48,2. Representative,,,48,3. Primary school completed,
130106010100201,6,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Food Security,3,6. Above Secondary school,
130106010100201,7,2. URBAN,13. HARAR,01,06,1,1,002,01,**CONFIDENTIAL**,1. Male,36,5. School Teacher,,,13,6. Above Secondary school,
130106010100208,1,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,80,3. Elderly,,,65,2. Incomplete primary school,
130106010100208,2,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,2. Female,48,2. Representative,,,48,2. Incomplete primary school,
130106010100208,3,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,36,5. School Teacher,,,13,6. Above Secondary school,
130106010100208,4,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,50,1. Chairman/woman,,,50,4. Incomplete secondary school,
130106010100208,5,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Food Security,3,6. Above Secondary school,
130106010100208,6,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,4,6. Above Secondary school,
130106010100208,7,2. URBAN,13. HARAR,01,06,1,1,002,08,**CONFIDENTIAL**,1. Male,37,7. Health Worker,,,10,6. Above Secondary school,
130106010100304,1,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,2. Female,45,1. Chairman/woman,,,40,4. Incomplete secondary school,
130106010100304,2,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,1. Male,37,7. Health Worker,,,10,6. Above Secondary school,
130106010100304,3,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Food Security,3,6. Above Secondary school,
130106010100304,4,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,4,6. Above Secondary school,
130106010100304,5,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,2. Female,33,5. School Teacher,,,33,6. Above Secondary school,
130106010100304,6,2. URBAN,13. HARAR,01,06,1,1,003,04,**CONFIDENTIAL**,2. Female,48,2. Representative,,,48,3. Primary school completed,
130107010100103,1,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,2. Female,38,1. Chairman/woman,,,25,3. Primary school completed,
130107010100103,2,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,2. Female,32,2. Representative,,,32,4. Incomplete secondary school,
130107010100103,3,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,1. Male,45,8. Business Man/Woman,,,45,4. Incomplete secondary school,
130107010100103,4,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,1. Male,29,9. Religious Leader,,,14,5. Secondary school completed,
130107010100103,5,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,2. Female,58,11. Other (Specify),,Food Security,28,2. Incomplete primary school,
130107010100103,6,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,1. Male,32,10. Police,,,32,4. Incomplete secondary school,
130107010100103,7,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,2. Female,31,7. Health Worker,,,31,6. Above Secondary school,
130107010100103,8,2. URBAN,13. HARAR,01,07,1,1,001,03,**CONFIDENTIAL**,1. Male,28,5. School Teacher,,,28,6. Above Secondary school,
130107010100208,1,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,56,1. Chairman/woman,,,56,4. Incomplete secondary school,
130107010100208,2,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,28,2. Representative,,,28,5. Secondary school completed,
130107010100208,3,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,65,3. Elderly,,,56,1. None/ illitrate,
130107010100208,4,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,28,4. School Headmaster,,,28,6. Above Secondary school,
130107010100208,5,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,2. Female,29,2. Representative,,,29,3. Primary school completed,
130107010100208,6,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,27,6. Above Secondary school,
130107010100208,7,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,26,6. Agricultural Extension/Development Officier,,,26,6. Above Secondary school,
130107010100208,8,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,2. Female,27,7. Health Worker,,,27,6. Above Secondary school,
130107010100208,9,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,2. Female,30,8. Business Man/Woman,,,30,1. None/ illitrate,
130107010100208,10,2. URBAN,13. HARAR,01,07,1,1,002,08,**CONFIDENTIAL**,1. Male,40,9. Religious Leader,,,25,1. None/ illitrate,
130107010100305,1,2. URBAN,13. HARAR,01,07,1,1,003,05,**CONFIDENTIAL**,2. Female,32,1. Chairman/woman,,,32,6. Above Secondary school,
130107010100305,2,2. URBAN,13. HARAR,01,07,1,1,003,05,**CONFIDENTIAL**,1. Male,41,4. School Headmaster,,,31,6. Above Secondary school,
130107010100305,3,2. URBAN,13. HARAR,01,07,1,1,003,05,**CONFIDENTIAL**,1. Male,27,5. School Teacher,,,27,6. Above Secondary school,
130107010100305,4,2. URBAN,13. HARAR,01,07,1,1,003,05,**CONFIDENTIAL**,2. Female,27,7. Health Worker,,,1,5. Secondary school completed,
130107010100305,5,2. URBAN,13. HARAR,01,07,1,1,003,05,**CONFIDENTIAL**,1. Male,50,3. Elderly,,,50,3. Primary school completed,
130108010100203,1,2. URBAN,13. HARAR,01,08,1,1,002,03,**CONFIDENTIAL**,1. Male,40,1. Chairman/woman,,,40,5. Secondary school completed,
130108010100203,2,2. URBAN,13. HARAR,01,08,1,1,002,03,**CONFIDENTIAL**,2. Female,45,2. Representative,,,45,4. Incomplete secondary school,
130108010100203,3,2. URBAN,13. HARAR,01,08,1,1,002,03,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,6,6. Above Secondary school,
130108010100203,4,2. URBAN,13. HARAR,01,08,1,1,002,03,**CONFIDENTIAL**,1. Male,29,7. Health Worker,,,2,6. Above Secondary school,
130108010100203,5,2. URBAN,13. HARAR,01,08,1,1,002,03,**CONFIDENTIAL**,1. Male,55,9. Religious Leader,,,26,4. Incomplete secondary school,
130108010100301,1,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,1. Male,26,1. Chairman/woman,,,12,4. Incomplete secondary school,
130108010100301,2,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,2. Female,35,2. Representative,,,35,5. Secondary school completed,
130108010100301,3,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,1. Male,75,3. Elderly,,,55,3. Primary school completed,
130108010100301,4,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,2. Female,40,4. School Headmaster,,,2,6. Above Secondary school,
130108010100301,5,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,1. Male,35,6. Agricultural Extension/Development Officier,,,35,6. Above Secondary school,
130108010100301,6,2. URBAN,13. HARAR,01,08,1,1,003,01,**CONFIDENTIAL**,2. Female,25,10. Police,,,25,4. Incomplete secondary school,
130108010100309,1,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,1. Male,26,1. Chairman/woman,,,12,4. Incomplete secondary school,
130108010100309,2,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,2. Female,35,2. Representative,,,35,5. Secondary school completed,
130108010100309,3,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,1. Male,75,3. Elderly,,,55,5. Secondary school completed,
130108010100309,4,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,2. Female,40,4. School Headmaster,,,2,6. Above Secondary school,
130108010100309,5,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,1. Male,35,6. Agricultural Extension/Development Officier,,,35,6. Above Secondary school,
130108010100309,6,2. URBAN,13. HARAR,01,08,1,1,003,09,**CONFIDENTIAL**,2. Female,25,10. Police,,,25,5. Secondary school completed,
130108010100317,1,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,1. Male,26,1. Chairman/woman,,,12,5. Secondary school completed,
130108010100317,2,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,2. Female,35,2. Representative,,,35,5. Secondary school completed,
130108010100317,3,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,1. Male,75,3. Elderly,,,55,5. Secondary school completed,
130108010100317,4,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,2. Female,40,4. School Headmaster,,,2,6. Above Secondary school,
130108010100317,5,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,1. Male,35,6. Agricultural Extension/Development Officier,,,35,6. Above Secondary school,
130108010100317,6,2. URBAN,13. HARAR,01,08,1,1,003,17,**CONFIDENTIAL**,2. Female,25,10. Police,,,25,4. Incomplete secondary school,
130109010100303,1,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,42,1. Chairman/woman,,,42,5. Secondary school completed,
130109010100303,2,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,57,3. Elderly,,,57,5. Secondary school completed,
130109010100303,3,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,2. Female,30,4. School Headmaster,,,30,6. Above Secondary school,
130109010100303,4,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,25,5. School Teacher,,,25,6. Above Secondary school,
130109010100303,5,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,50,9. Religious Leader,,,50,5. Secondary school completed,
130109010100303,6,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,2. Female,35,2. Representative,,,28,6. Above Secondary school,
130109010100303,7,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,2. Female,30,7. Health Worker,,,7,6. Above Secondary school,
130109010100303,8,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,40,8. Business Man/Woman,,,28,2. Incomplete primary school,
130109010100303,9,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,30,10. Police,,,30,5. Secondary school completed,
130109010100303,10,2. URBAN,13. HARAR,01,09,1,1,003,03,**CONFIDENTIAL**,1. Male,36,11. Other (Specify),,Food Security,10,6. Above Secondary school,
140101010100114,1,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,1. Male,35,11. Other (Specify),,Education Officer,3,6. Above Secondary school,
140101010100114,2,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,1. Male,29,11. Other (Specify),,Team Leader,5,6. Above Secondary school,
140101010100114,3,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,1. Male,29,11. Other (Specify),,Finance,1,6. Above Secondary school,
140101010100114,4,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,1. Male,26,11. Other (Specify),,Housing Administration,2,6. Above Secondary school,
140101010100114,5,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,1. Male,55,6. Agricultural Extension/Development Officier,,,46,6. Above Secondary school,
140101010100114,6,2. URBAN,14. ADDIS ABABA,01,01,1,1,001,14,**CONFIDENTIAL**,2. Female,26,7. Health Worker,,,6,6. Above Secondary school,
140104010100403,1,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,**CONFIDENTIAL**,2. Female,48,11. Other (Specify),,Finance,3,6. Above Secondary school,
140104010100403,2,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,**CONFIDENTIAL**,1. Male,31,5. School Teacher,,,5,6. Above Secondary school,
140104010100403,3,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,**CONFIDENTIAL**,2. Female,42,2. Representative,,,10,6. Above Secondary school,
140104010100403,4,2. URBAN,14. ADDIS ABABA,01,04,1,1,004,03,**CONFIDENTIAL**,1. Male,35,7. Health Worker,,,10,6. Above Secondary school,
140107010100712,1,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,**CONFIDENTIAL**,2. Female,36,2. Representative,,,36,6. Above Secondary school,
140107010100712,2,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,**CONFIDENTIAL**,1. Male,28,11. Other (Specify),,Micro Finance expert,3,6. Above Secondary school,
140107010100712,3,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,**CONFIDENTIAL**,1. Male,30,11. Other (Specify),,Store keeper,1,6. Above Secondary school,
140107010100712,4,2. URBAN,14. ADDIS ABABA,01,07,1,1,007,12,**CONFIDENTIAL**,1. Male,31,5. School Teacher,,,4,6. Above Secondary school,
140109010100904,1,2. URBAN,14. ADDIS ABABA,01,09,1,1,009,04,**CONFIDENTIAL**,1. Male,32,1. Chairman/woman,,,1,6. Above Secondary school,
