household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
130106010100201051,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,51,2. URBAN,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,3. WAGE OR SALARY INCOME,,,2. OCTOBER,2010,3. TRADERS,,,2. NO,,,,12,12,0,2. NO,,,,2. NO,,,,3000,0. NONE,500,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),,
130106010100201089,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,89,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,9. MAY,1991,3. TRADERS,,,2. NO,,,,8,15,0,2. NO,,,,2. NO,,,,10000,0. NONE,5000,0. NONE,1000,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),
130106010100201165,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,165,2. URBAN,,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,1. YES,,2,,8. PRIVATE MONEYLENDERS,,,1. SEPTEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,9,24,0,2. NO,,,,1. YES,3,,,8200,0. NONE,1420,150,20,600,0. NONE,2. NO,,2. NO,,2. NO,,40,11. ELECTRICITY - ACCESS,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,
130106010100201184,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,184,2. URBAN,Selling maize and sorghum,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2002,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,24,0,2. NO,,,,2. NO,,,,4000,0. NONE,4000,0. NONE,0. NONE,10000,0. NONE,1. YES,220,2. NO,,2. NO,,30,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,83. MARKETS - LOW DEMAND FOR GOODS AND SERVICES PRODUCED,,
130106010100201203,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,203,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2004,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,40000,0. NONE,10000,10000,1500,200,0. NONE,2. NO,,2. NO,,2. NO,,40,85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),
130106010100201222,1,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,222,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,3. NOVEMBER,2010,2. MARKET,,,2. NO,,,,10,8,0,2. NO,,,,2. NO,,,,6000,0. NONE,4000,0. NONE,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,5,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),82. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON YOUR PRODUCT'S MARKET,
130106010100201222,2,130106010100201,116.3268755935423,13. HARAR,01,06,1,1,002,01,222,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,6. MOBILE,,1,,2. NO,1,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2001,3. TRADERS,,,2. NO,,,,4,16,0,2. NO,,,,2. NO,,,,4000,0. NONE,3000,0. NONE,320,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,75. FINANCIAL SERVICES - FEAR OF NOT BEING ABLE TO PAY LOAN INSTALLMENTS,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,,
130106010100208027,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,27,2. URBAN,Mason,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,2,3. WAGE OR SALARY INCOME,,,4. DECEMBER,2008,7. OTHER (SPECIFY),5. NGOS,legileseboch bet lemiseru,1. YES,1. SEPTEMBER,4. DECEMBER,9. MAY,3,27,0,2. NO,,,,2. NO,,,,5200,0. NONE,0. NONE,0. NONE,500,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,25,31. WATER - ACCESS,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,
130106010100208075,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,75,2. URBAN,Shoe shiner,96. OTHER PERSONAL SERVICE ACTIVITIES,,5. ROADSIDE,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,10,30,0,2. NO,,,,2. NO,,,,4250,0. NONE,0. NONE,1800,20,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),140. OTHER (SPECIFY),,ye ayer huneta/zinab/
130106010100208091,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,91,2. URBAN,Pool table game house,93. SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES,,9. OTHER (SPECIFY),Inside a hotel,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,9. MAY,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,1,30,0,2. NO,,,,1. YES,2,,,10500,0. NONE,0. NONE,450,0. NONE,3000,0. NONE,2. NO,,2. NO,,2. NO,,40,141. NONE,,,
130106010100208171,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,171,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,2. OCTOBER,2008,2. MARKET,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,2,,,1000,0. NONE,15000,0. NONE,300,0. NONE,1920,1. YES,102,1. YES,5000,1. YES,2340,30,93. GOVERNMENT - RESTRICTIVE LAWS AND REGULATIONS,,,
130106010100208203,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,203,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,26,0,2. NO,,,,1. YES,2,,,7800,0. NONE,20000,0. NONE,450,24000,400,1. YES,5000,2. NO,,2. NO,,30,131. TAXATION - HIGH TAXES,63. TRANSPORT - COST,13. ELECTRICITY - COST,
130106010100208203,2,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,203,2. URBAN,Selling vegetables,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,9. OTHER (SPECIFY),In the city main market,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,9. MAY,2004,2. MARKET,,,1. YES,4. DECEMBER,5. JANUARY,6. FEBRUARY,12,28,2,2. NO,,,,1. YES,1,,,213600,21400,132000,4600,40000,8000,600,1. YES,5000,1. YES,64000,2. NO,,40,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),131. TAXATION - HIGH TAXES,,
130106010100208219,1,130106010100208,90.87066315327185,13. HARAR,01,06,1,1,002,08,219,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2007,2. MARKET,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,11,26,1,2. NO,,,,2. NO,,,,31200,6000,0. NONE,286000,0. NONE,0. NONE,19800,1. YES,6543,2. NO,,2. NO,,80,140. OTHER (SPECIFY),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,,nedaje endelb alemagignet
130106010100304027,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,27,2. URBAN,Wood manufacturing,"16. MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,2,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,1. SEPTEMBER,2001,2. MARKET,,,1. YES,6. FEBRUARY,7. MARCH,8. APRIL,12,26,1,2. NO,,,,1. YES,1,,,10000,1500,0. NONE,5500,200,0. NONE,500,1. YES,204,1. YES,16000,1. YES,4500,90,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),12. ELECTRICITY - QUALITY,,
130106010100304047,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,47,2. URBAN,Furniture store,31. MANUFACTURE OF FURNITURE,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,1. SEPTEMBER,1994,2. MARKET,,,1. YES,4. DECEMBER,5. JANUARY,12. AUGUST,12,26,2,2. NO,,,,1. YES,1,,,10000,4000,0. NONE,4000,800,1500,1500,1. YES,204,1. YES,6000,1. YES,450,60,12. ELECTRICITY - QUALITY,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,
130106010100304057,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,57,2. URBAN,Metal works,"25. MANUFACTURE OF FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND EQUIPMENTS",,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,1987,2. MARKET,,,1. YES,6. FEBRUARY,7. MARCH,8. APRIL,12,26,1,2. NO,,,,1. YES,1,,,8500,500,0. NONE,6000,400,0. NONE,200,1. YES,200,1. YES,2400,1. YES,660,50,12. ELECTRICITY - QUALITY,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),
130106010100304067,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,67,2. URBAN,Spare part,45. WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,4. SHOP IN COMMERCIAL AREA,,1,,2. NO,1,1,2,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,6. FEBRUARY,2000,2. MARKET,,,2. NO,,,,12,24,0,2. NO,,,,1. YES,1,,,200000,0. NONE,150000,0. NONE,4500,5000,1000,1. YES,200,1. YES,32000,1. YES,204,90,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),131. TAXATION - HIGH TAXES,,
130106010100304077,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,77,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,1985,2. MARKET,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,1,2,4,50000,0. NONE,30000,0. NONE,2000,0. NONE,500,1. YES,200,1. YES,27000,1. YES,204,85,63. TRANSPORT - COST,131. TAXATION - HIGH TAXES,,
130106010100304087,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,87,2. URBAN,Legal advisor/counselor,69. LEGAL AND ACCOUNTING ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,1998,2. MARKET,,,2. NO,,,,9,8,0,2. NO,,,,2. NO,,,,6000,0. NONE,0. NONE,300,0. NONE,0. NONE,0. NONE,1. YES,45,2. NO,,1. YES,2350,30,"101. SAFETY - CRIMINALITY, THEFT AND LAWLESSNESS",,,
130106010100304097,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,97,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,2,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,5. JANUARY,2001,2. MARKET,,,2. NO,,,,11,26,1,2. NO,,,,1. YES,1,,,26000,4500,0. NONE,2400,0. NONE,0. NONE,0. NONE,1. YES,400,2. NO,,1. YES,6500,90,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,,
130106010100304107,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,107,2. URBAN,Selling coffee,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,5. JANUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,25,0,2. NO,,,,2. NO,,,,1800,0. NONE,1440,0. NONE,60,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),,,
130106010100304117,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,117,2. URBAN,Bakery,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,3,,1. YES,,3,,9. CREADIT AND SAVING ASSOCIATION,,,7. MARCH,2011,2. MARKET,,,2. NO,,,,3,24,1,2. NO,,,,1. YES,3,2,,84000,6000,0. NONE,57000,1500,800,1600,1. YES,300,2. NO,,2. NO,,75,12. ELECTRICITY - QUALITY,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),,
130106010100304127,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,127,2. URBAN,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,2,,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2011,2. MARKET,,,2. NO,,,,7,7,0,2. NO,,,,2. NO,,,,18000,0. NONE,9000,0. NONE,500,4000,375,1. YES,0. NONE,2. NO,,2. NO,,30,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),,
130106010100304147,1,130106010100304,88.49088050314467,13. HARAR,01,06,1,1,003,04,147,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,10. JUNE,1999,2. MARKET,,,2. NO,,,,12,26,0,2. NO,,,,1. YES,2,,,5200,0. NONE,3500,0. NONE,150,800,100,1. YES,200,1. YES,3494,1. YES,204,40,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),131. TAXATION - HIGH TAXES,,
130107010100103004,1,130107010100103,85.91671883150757,13. HARAR,01,07,1,1,001,03,4,2. URBAN,Shoemaker,96. OTHER PERSONAL SERVICE ACTIVITIES,,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,3. NOVEMBER,1970,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,2500,0. NONE,1500,2000,10,20,0. NONE,1. YES,8000,2. NO,,2. NO,,60,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,,
130107010100103082,1,130107010100103,85.91671883150757,13. HARAR,01,07,1,1,001,03,82,2. URBAN,Producing and selling Enjera,10. MANUFACTURE OF FOOD PRODUCTS,,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,11. JULY,20010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,4,0,2. NO,,,,2. NO,,,,2000,0. NONE,2000,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,100,11. ELECTRICITY - ACCESS,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,,
130107010100103147,1,130107010100103,85.91671883150757,13. HARAR,01,07,1,1,001,03,147,2. URBAN,Producing and selling food  spices,10. MANUFACTURE OF FOOD PRODUCTS,,"1. HOME, INSIDE RESIDENCE",,1,,2. NO,2,1,,3. WAGE OR SALARY INCOME,,,3. NOVEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,1. YES,2,,,500,0. NONE,2000,200,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,12. ELECTRICITY - QUALITY,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,
130107010100103160,1,130107010100103,85.91671883150757,13. HARAR,01,07,1,1,001,03,160,2. URBAN,Craftswoman,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,3,,1. YES,,3,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,9. MAY,2007,2. MARKET,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,0,0. NONE,200,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,,,
130107010100103186,1,130107010100103,85.91671883150757,13. HARAR,01,07,1,1,001,03,186,2. URBAN,Bakery,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,5. ROADSIDE,,2,,1. YES,,2,,8. PRIVATE MONEYLENDERS,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,4. DECEMBER,1982,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,30,0,2. NO,,,,2. NO,,,,0,0. NONE,200,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,,
130107010100208013,1,130107010100208,114.6578959810875,13. HARAR,01,07,1,1,002,08,13,2. URBAN,Crop trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,1984,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,11,26,1,2. NO,,,,1. YES,2,,,5000,0. NONE,0. NONE,3800,200,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,61. TRANSPORT ROAD - ACCESS,63. TRANSPORT - COST,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),
130107010100208043,1,130107010100208,114.6578959810875,13. HARAR,01,07,1,1,002,08,43,2. URBAN,Mason,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,2. NO,1,1,,10. OTHER (SPECIFY),,lesew teketire,7. MARCH,2009,7. OTHER (SPECIFY),,legleseb teketir,1. YES,5. JANUARY,,,11,26,0,2. NO,,,,2. NO,,,,0,250,0. NONE,0. NONE,20,0. NONE,100,2. NO,,2. NO,,2. NO,,0. NONE,141. NONE,,,
130107010100208103,1,130107010100208,114.6578959810875,13. HARAR,01,07,1,1,002,08,103,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,,2. NO,1,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,6. FEBRUARY,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,8. APRIL,7. MARCH,9. MAY,5,26,0,2. NO,,,,2. NO,,,,1200,0. NONE,3000,3000,200,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,35,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
130107010100208163,1,130107010100208,114.6578959810875,13. HARAR,01,07,1,1,002,08,163,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,6,0,2. NO,,,,2. NO,,,,4000,0. NONE,5000,0. NONE,200,400,1000,2. NO,,2. NO,,2. NO,,20,63. TRANSPORT - COST,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,76. DON'T KNOW WHERE OR HOW TO GET A LOAN,
130107010100208223,1,130107010100208,114.6578959810875,13. HARAR,01,07,1,1,002,08,223,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,9. MAY,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,6,0,2. NO,,,,2. NO,,,,1000,0. NONE,800,0. NONE,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,15,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,74. FINANCIAL SERVICES - COMPLICATED BANK LOAN PROCEDURES,,
130107010100305045,1,130107010100305,101.7442080378251,13. HARAR,01,07,1,1,003,05,45,2. URBAN,Selling fruits,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,4,,1. YES,,4,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,7. MARCH,1998,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,9. MAY,8. APRIL,10. JUNE,6,20,0,2. NO,,,,2. NO,,,,3000,0. NONE,500,0. NONE,150,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,20,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,,,
130107010100305095,1,130107010100305,101.7442080378251,13. HARAR,01,07,1,1,003,05,95,2. URBAN,Restaurant,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,2. OCTOBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,0,2. NO,,,,2. NO,,,,3500,0. NONE,1300,650,50,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,16,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,73. FINANCIAL SERVICES - INTEREST RATES,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,
130107010100305135,1,130107010100305,101.7442080378251,13. HARAR,01,07,1,1,003,05,135,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,27,0,2. NO,,,,2. NO,,,,12000,0. NONE,8000,0. NONE,200,0. NONE,200,2. NO,,2. NO,,2. NO,,30,63. TRANSPORT - COST,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
130108010100203016,1,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,16,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,1,2,5. SALE OF ASSETS,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,2. OCTOBER,1991,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,1. YES,1. SEPTEMBER,4. DECEMBER,5. JANUARY,12,5,0,2. NO,,,,2. NO,,,,1500,500,500,600,50,0. NONE,0. NONE,1. YES,2500,1. YES,1000,2. NO,,20,12. ELECTRICITY - QUALITY,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,83. MARKETS - LOW DEMAND FOR GOODS AND SERVICES PRODUCED,
130108010100203016,2,130108010100203,112.9455257270694,13. HARAR,01,08,1,1,002,03,16,2. URBAN,Chat trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,1,,1. YES,,1,,8. PRIVATE MONEYLENDERS,,,7. MARCH,2001,3. TRADERS,,,1. YES,6. FEBRUARY,7. MARCH,5. JANUARY,12,12,0,2. NO,,,,2. NO,,,,2500,0. NONE,0. NONE,900,110,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,30,140. OTHER (SPECIFY),,,ye tsetita chigir
