holder_id,household_id,seed_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s5q0A,s5q0B,s5q01a,s5q01b,s5q02,s5q03_1,s5q03_2,s5q04,s5q05,s5q06,s5q07,s5q08,s5q09,s5q10,s5q11_1,s5q11_2,s5q12,s5q13,s5q14_1,s5q14_2,s5q15,s5q16,s5q17
07030208880070103601,070302088800701036,5,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
07030208880070103601,070302088800701036,6,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Shenkora Ageda,76. SUGAR CANE,1. TRADITIONAL,,1. YES,7. RELATIVE,,0,1. ON FOOT,0,60,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070103601,070302088800701036,7,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Abesha gomen,56. KALE,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,0,2. MOTER TRANSPORT,20,100,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070103601,070302088800701036,8,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Sinde,8. WHEAT,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,25,1. ON FOOT,0,385,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070103601,070302088800701036,9,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Miximixa,34. CHILIES,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.5
07030208880070103601,070302088800701036,10,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,36,1,3. Both livestock and crop production,Avocado,84. AVOCADOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.25
07030208880070104601,070302088800701046,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,46,1,3. Both livestock and crop production,Qeyi boloke,19. RED KIDENY BEANS,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,0.56,1. ON FOOT,0,60,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070104601,070302088800701046,2,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,46,1,3. Both livestock and crop production,Bekolo,2. MAIZE,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,1.96,1. ON FOOT,0,140,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070104601,070302088800701046,3,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,46,1,3. Both livestock and crop production,Tefi,7. TEFF,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,6,1. ON FOOT,0,400,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070105601,070302088800701056,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,56,1,3. Both livestock and crop production,Yabesha gomen,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,0,6. MAIN MARKET,,16,2. NO,
07030208880070105601,070302088800701056,2,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,56,1,3. Both livestock and crop production,Bekolo,2. MAIZE,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,1,1. ON FOOT,0,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070105601,070302088800701056,3,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,56,1,3. Both livestock and crop production,Mashila,6. SORGHUM,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.27
07030208880070105601,070302088800701056,4,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,56,1,3. Both livestock and crop production,Tefi,7. TEFF,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,,3,1. ON FOOT,0,70,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Abishi,36. FENUGREEK,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.25,2. MOTER TRANSPORT,16,15,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,2,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Kazimiri,112. KAZMIR,1. TRADITIONAL,,1. YES,7. RELATIVE,,0.5,2. MOTER TRANSPORT,16,6,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,3,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Lomi,44. LEMONS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,1,1. AGRICULTURAL COOPERATIVE ,,0,2. NO,
07030208880070106601,070302088800701066,4,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Muzi,42. BANANAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
07030208880070106601,070302088800701066,5,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Mashila,6. SORGHUM,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.27
07030208880070106601,070302088800701066,6,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Papaya,48. PAPAYA,1. TRADITIONAL,,1. YES,7. RELATIVE,,0,2. MOTER TRANSPORT,16,26,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,7,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Mango,46. MANGOS,1. TRADITIONAL,,1. YES,1. AGRICULTURAL COOPERATIVE ,,0,1. ON FOOT,0,5,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,8,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Sinde,8. WHEAT,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,15,2. MOTER TRANSPORT,16,150,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,9,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Abesha gomen,56. KALE,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,16,140,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,10,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Keyi boloke,19. RED KIDENY BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
07030208880070106601,070302088800701066,11,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Bakela,13. HORSE BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,2,2. MOTER TRANSPORT,16,34,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,12,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Ater,15. FIELD PEAS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.5,2. MOTER TRANSPORT,16,6,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,13,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Buna,72. COFFEE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,1
07030208880070106601,070302088800701066,14,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Birtukani,47. ORANGES,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.5,2. MOTER TRANSPORT,16,20,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,15,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
07030208880070106601,070302088800701066,16,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Gebsi,1. BARLEY,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.29,2. MOTER TRANSPORT,16,6,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070106601,070302088800701066,17,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,66,1,3. Both livestock and crop production,Godere,64. GODERE,1. TRADITIONAL,,1. YES,8. FRIEND/NEIGHBOR,,10,1. ON FOOT,0,25,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070107601,070302088800701076,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,76,1,3. Both livestock and crop production,Bekolo,2. MAIZE,2. IMPROVED,1. IMPROVED NEW,1. YES,3. GOVERNMENT AGENCY,,4.166,1. ON FOOT,0,220,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070107601,070302088800701076,2,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,76,1,3. Both livestock and crop production,Keyi boloke,19. RED KIDENY BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,1,1. ON FOOT,0,10,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070107601,070302088800701076,5,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,76,1,3. Both livestock and crop production,Godere,64. GODERE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,1,8. FRIEND/NEIGHBOR,,0,2. NO,
07030208880070107601,070302088800701076,,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,76,1,3. Both livestock and crop production,Denkele gomeni,56. KALE,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.5,1. ON FOOT,0,35,"1. PAID IN FULL,WITH OWN SAVINGS",0,0,,,2. NO,,,,,2. NO,
07030208880070108601,070302088800701086,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Bakela,13. HORSE BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0.26,1. ON FOOT,0,8,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070108601,070302088800701086,3,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Bekolo,2. MAIZE,2. IMPROVED,1. IMPROVED NEW,1. YES,2. FARMER-BASED CLUB/ORGANIZATION,,1,1. ON FOOT,0,54,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070108601,070302088800701086,4,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,mashila,6. SORGHUM,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.27
07030208880070108601,070302088800701086,6,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Nech shinkurt,55. GARLIC,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,0.5,7. RELATIVE,,0,2. NO,
07030208880070108601,070302088800701086,7,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Xenadam,81. RUE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030208880070108601,070302088800701086,8,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Siga mexibesha,117. OTHER SPICES,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030208880070108601,070302088800701086,,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,86,1,3. Both livestock and crop production,Denkele gomen,56. KALE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,
07030208880070109601,070302088800701096,1,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Mashila,6. SORGHUM,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,0.27
07030208880070109601,070302088800701096,2,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Bakela,13. HORSE BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,1.8,2. MOTER TRANSPORT,20,30,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070109601,070302088800701096,3,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Buna,72. COFFEE,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,20,200,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070109601,070302088800701096,4,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Bekolo,2. MAIZE,2. IMPROVED,1. IMPROVED NEW,1. YES,3. GOVERNMENT AGENCY,,6.025,1. ON FOOT,0,335,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070109601,070302088800701096,5,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Abesha gomen,56. KALE,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,20,120,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070109601,070302088800701096,6,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Miximixa,34. CHILIES,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,0,2. MOTER TRANSPORT,20,100,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030208880070109601,070302088800701096,7,070302088800701,1. RURAL,7370.776225961538,7. SNNP,03,02,8,88,007,01,96,1,3. Both livestock and crop production,Tefi,7. TEFF,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,2.1,2. MOTER TRANSPORT,20,70,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110101101,070305088801101011,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,11,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
07030508880110101101,070305088801101011,2,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,11,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,50,1. ON FOOT,0,100,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110101101,070305088801101011,3,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,11,1,3. Both livestock and crop production,zengibel,37. GINGER,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,6. MAIN MARKET,25,2. MOTER TRANSPORT,20,200,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110101101,070305088801101011,4,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,11,1,3. Both livestock and crop production,muze,42. BANANAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110101101,070305088801101011,5,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,11,1,3. Both livestock and crop production,Kay boloka,19. RED KIDENY BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,10,1. ON FOOT,0,25,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110102301,070305088801101023,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,mango,46. MANGOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110102301,070305088801101023,2,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,muze,42. BANANAS,1. TRADITIONAL,,1. YES,7. RELATIVE,,5,1. ON FOOT,0,20,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110102301,070305088801101023,3,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,Acura atar,115. OTHER FRUITS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,5,7. RELATIVE,8. FRIEND/NEIGHBOR,10,2. NO,
07030508880110102301,070305088801101023,4,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,5,11. ROADSIDE,,0,2. NO,
07030508880110102301,070305088801101023,5,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,avocado,84. AVOCADOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,2,11. ROADSIDE,,0,2. NO,
07030508880110102301,070305088801101023,6,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,papya,48. PAPAYA,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
07030508880110102301,070305088801101023,7,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,20
07030508880110102301,070305088801101023,8,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,godera,64. GODERE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
07030508880110102301,070305088801101023,9,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,kay boloka,12. HARICOT BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,3,1. ON FOOT,0,10,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110102301,070305088801101023,10,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,23,1,3. Both livestock and crop production,teff,7. TEFF,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,15,1. ON FOOT,0,500,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110103501,070305088801101035,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,mango,46. MANGOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110103501,070305088801101035,2,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,papya,48. PAPAYA,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110103501,070305088801101035,3,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110103501,070305088801101035,4,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
07030508880110103501,070305088801101035,5,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,muze,42. BANANAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110103501,070305088801101035,6,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,godera,64. GODERE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,6,6. MAIN MARKET,,10,2. NO,
07030508880110103501,070305088801101035,7,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,shankor ageda,76. SUGAR CANE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,3
07030508880110103501,070305088801101035,8,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,zengibel,37. GINGER,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,20,6. MAIN MARKET,,0,2. NO,
07030508880110103501,070305088801101035,9,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,key boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,3,7. RELATIVE,,0,2. NO,
07030508880110103501,070305088801101035,10,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,35,1,3. Both livestock and crop production,Akuri ater,115. OTHER FRUITS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,5
07030508880110104701,070305088801101047,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,muze,42. BANANAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,3,7. RELATIVE,8. FRIEND/NEIGHBOR,10,2. NO,
07030508880110104701,070305088801101047,2,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,papya,48. PAPAYA,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110104701,070305088801101047,3,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,1. YES,5. LOCAL MARKET,6. MAIN MARKET,3,1. ON FOOT,0,20,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110104701,070305088801101047,4,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110104701,070305088801101047,5,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,Kay boloka,19. RED KIDENY BEANS,1. TRADITIONAL,,1. YES,6. MAIN MARKET,,3,1. ON FOOT,0,15,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110104701,070305088801101047,6,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,godare,64. GODERE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,5,7. RELATIVE,8. FRIEND/NEIGHBOR,0,2. NO,
07030508880110104701,070305088801101047,7,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,47,1,3. Both livestock and crop production,Acura atar,115. OTHER FRUITS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,1. YES,2
07030508880110105901,070305088801101059,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,mango,46. MANGOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110105901,070305088801101059,2,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,lomi,44. LEMONS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110105901,070305088801101059,3,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,muze,42. BANANAS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,10,7. RELATIVE,8. FRIEND/NEIGHBOR,0,2. NO,
07030508880110105901,070305088801101059,4,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,godera,64. GODERE,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,5,6. MAIN MARKET,,0,2. NO,
07030508880110105901,070305088801101059,5,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,buna,72. COFFEE,1. TRADITIONAL,,1. YES,7. RELATIVE,,2,1. ON FOOT,0,50,"1. PAID IN FULL,WITH OWN SAVINGS",,,,,2. NO,,,,,2. NO,
07030508880110105901,070305088801101059,6,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,enset,74. ENSET,1. TRADITIONAL,,2. NO,,,,,,,,,,,,2. NO,,,,,2. NO,
07030508880110105901,070305088801101059,7,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,59,1,3. Both livestock and crop production,key boloke,12. HARICOT BEANS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,5,7. RELATIVE,8. FRIEND/NEIGHBOR,0,2. NO,
07030508880110107101,070305088801101071,1,070305088801101,1. RURAL,7081.527563559323,7. SNNP,03,05,8,88,011,01,71,1,1. crop production only,Mango,46. MANGOS,1. TRADITIONAL,,2. NO,,,,,,,,,,,,1. YES,1,7. RELATIVE,1. AGRICULTURAL COOPERATIVE ,0,2. NO,
