ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
041407088800512,1. RURAL,4. OROMIA,14,07,8,88,005,12,1. YES,sinde,7,8,,11,12,,3. Too Late,3. Too Late,2. Right time,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,
041502088800405,1. RURAL,4. OROMIA,15,02,8,88,004,05,1. YES,Einste,8,,,3,,,2. The Right Amount,3. Too Late,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,1. More,,1. More,,2. Less,,2. Less,,4. Better,,4. Better,,"9. Not Applicable, explain",Yemiker Agelegelote yeleme,4. Better,,3. About the Same,,4. Better,,5. Much Better,,9. Not Applicable,bederu selemayesete,4. Better,,3. About the Same,,2. Worse,,2. Worse,
041506088800605,1. RURAL,4. OROMIA,15,06,8,88,006,05,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041602020100103,2. URBAN,4. OROMIA,16,02,2,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041602088800902,1. RURAL,4. OROMIA,16,02,8,88,009,02,1. YES,"08,01,07,",9,10,11,2,3,4,1. Too Much,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,3. Union,,1. Government,,2. NO,2. NO,1. YES,1. Traditional,,2. Less,,2. Less,,1. More,,1. More,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,2. Worse,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,
041606088800702,1. RURAL,4. OROMIA,16,06,8,88,007,02,1. YES,tefe sende shembera,11,12,10,2,3,4,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,1. More,,1. More,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,5. Much Better,,4. Better,,5. Much Better,,5. Much Better,,3. About the Same,,2. Worse,,4. Better,
041701088800105,1. RURAL,4. OROMIA,17,01,8,88,001,05,1. YES,72:74,8,12,,3,4,5,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,23,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
041704088803702,1. RURAL,4. OROMIA,17,04,8,88,037,02,1. YES,72:74,8,12,,3,4,5,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,23,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
041709088800509,1. RURAL,4. OROMIA,17,09,8,88,005,09,1. YES,72:74,8,12,,3,4,5,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,23,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
041801088800702,1. RURAL,4. OROMIA,18,01,8,88,007,02,1. YES,Bekolo,9,8,,4,3,,2. The Right Amount,2. Right time,3. Too Late,1. YES,,1. YES,65,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,3. About the Same Number,,2. Worse,,4. Better,,3. About the Same,,4. Better,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,5. Much Better,
041803010100206,2. URBAN,4. OROMIA,18,03,1,1,002,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041805088802106,1. RURAL,4. OROMIA,18,05,8,88,021,06,1. YES,Mashila,9,,,4,,,2. The Right Amount,3. Too Late,2. Right time,1. YES,,1. YES,450,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
041907088801302,1. RURAL,4. OROMIA,19,07,8,88,013,02,1. YES,08 01 13,10,9,11,4,5,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,4. Better,,4. Better,,2. Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,2. Worse,,1. Much Worse,,2. Worse,,3. About the Same,
041911088801308,1. RURAL,4. OROMIA,19,11,8,88,013,08,1. YES,02 07 13,10,11,,4,5,6,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,1. Much Worse,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
042002088802503,1. RURAL,4. OROMIA,20,02,8,88,025,03,1. YES,"bokolo,teff,buna",9,10,11,3,4,5,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,3. About the Same Number,,1. More,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
042007088801902,1. RURAL,4. OROMIA,20,07,8,88,019,02,1. YES,02_07_06_72,7,11,12,3,4,,3. Too Late,3. Too Late,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
042101010101005,2. URBAN,4. OROMIA,21,01,1,1,010,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042101010501435,2. URBAN,4. OROMIA,21,01,1,5,014,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042323010101103,2. URBAN,4. OROMIA,23,23,1,1,011,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042424010100685,2. URBAN,4. OROMIA,24,24,1,1,006,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
042828010100624,2. URBAN,4. OROMIA,28,28,1,1,006,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043030010100345,2. URBAN,4. OROMIA,30,30,1,1,003,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043131010100723,2. URBAN,4. OROMIA,31,31,1,1,007,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
043535010100252,2. URBAN,4. OROMIA,35,35,1,1,002,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050102010100102,2. URBAN,5. SOMALI,01,02,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050103088801103,1. RURAL,5. SOMALI,01,03,8,88,011,03,1. YES,06,8,,,3,,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,
050109088800301,1. RURAL,5. SOMALI,01,09,8,88,003,01,1. YES,##N/A##,,,,,,,,,,2. NO,13,2. NO,,,,,,,,2. NO,2. NO,2. NO,,,"9. Not Applicable, explain",##N/A##,"9. Not Applicable, explain",##N/A##,"9. Not Applicable, explain",##N/A##,"9. Not Applicable, explain",##N/A##,"9. Not Applicable, explain",áˆ á‰¥áˆ áŠ á‹«áˆ˜áˆ­á‰±áˆ,3. About the Same,,3. About the Same,,4. Better,,9. Not Applicable,##N/A##,9. Not Applicable,##N/A##,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,3. About the Same,
050202088801303,1. RURAL,5. SOMALI,02,02,8,88,013,03,1. YES,Mashila Bekolo,9,,,2,,,2. The Right Amount,1. Very early,2. Right time,1. YES,,1. YES,65,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,4. Better,,2. Worse,,2. Worse,,3. About the Same,
050205030100101,2. URBAN,5. SOMALI,02,05,3,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050205088802405,1. RURAL,5. SOMALI,02,05,8,88,024,05,1. YES,02'06'01,7,8,,3,,,2. The Right Amount,2. Right time,2. Right time,2. NO,10,2. NO,,4. Other (Specify),Ayiteqemem,4. Other (Specify),Yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050206088801407,1. RURAL,5. SOMALI,02,06,8,88,014,07,1. YES,4 ;5,7,8,9,4,3,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),meretu yedabere selehone madaberiya  aytekemum,2. Private,,4. Other (Specify),ayitekemum,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,3. About the Same,
050207088800806,1. RURAL,5. SOMALI,02,07,8,88,008,06,1. YES,0,13,,,13,,,3. Too Late,3. Too Late,3. Too Late,2. NO,33,2. NO,,4. Other (Specify),Aykerbm,4. Other (Specify),Mdaberya Aykerbm,4. Other (Specify),Aymelktwm,2. NO,2. NO,2. NO,3. Other (Specify),Aymelktwm,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050212010100806,2. URBAN,5. SOMALI,02,12,1,1,008,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050212010101601,2. URBAN,5. SOMALI,02,12,1,1,016,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050212010101923,2. URBAN,5. SOMALI,02,12,1,1,019,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050212010102805,2. URBAN,5. SOMALI,02,12,1,1,028,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050213088801502,1. RURAL,5. SOMALI,02,13,8,88,015,02,1. YES,Mashila Bekolo nnj,9,,,2,,,2. The Right Amount,1. Very early,2. Right time,2. NO,5,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,
050301088800706,2. URBAN,5. SOMALI,03,01,8,88,007,06,1. YES,"sorgem,maiz",7,8,,3,4,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,9. Not Applicable,Bider yelem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,9. Not Applicable,yelem
050303088800907,2. URBAN,5. SOMALI,03,03,8,88,009,07,1. YES,02'06,8,7,,4,5,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),Ayiteqemem,4. Other (Specify),yelem,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",yelem,3. About the Same Number,,3. About the Same Number,,"9. Not Applicable, explain",yelem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050304088801205,2. URBAN,5. SOMALI,03,04,8,88,012,05,1. YES,Animals:milk,1,2,3,1,2,3,2. The Right Amount,2. Right time,1. Very early,2. NO,40,2. NO,,4. Other (Specify),Aitekemum,1. Government,,4. Other (Specify),Aitekemum(,2. NO,2. NO,2. NO,1. Traditional,,1. More,,"9. Not Applicable, explain",Kent Arbi New,"9. Not Applicable, explain",sebl Ayemertum,"9. Not Applicable, explain",Kent Arbi Nachew,"9. Not Applicable, explain",Kent Arbinachew,3. About the Same,,3. About the Same,,2. Worse,,9. Not Applicable,Kent Arbinachew,9. Not Applicable,Sebl Ayamertum,2. Worse,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
050309088800903,2. URBAN,5. SOMALI,03,09,8,88,009,03,1. YES,beqollo,8,,,4,,,3. Too Late,3. Too Late,1. Very early,2. NO,15,2. NO,,4. Other (Specify),yelem,4. Other (Specify),yelem,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,"9. Not Applicable, explain",yelem,3. About the Same,,3. About the Same,,"9. Not Applicable, explain",yelem,3. About the Same,,3. About the Same,,3. About the Same,,9. Not Applicable,yelem,9. Not Applicable,yelem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050310010100201,2. URBAN,5. SOMALI,03,10,1,1,002,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050312010101002,2. URBAN,5. SOMALI,03,12,1,1,010,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050405088800906,2. URBAN,5. SOMALI,04,05,8,88,009,06,1. YES,bokolo(04) mashela(05),9,10,,12,13,1,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),Madabriya ayagegnum,2. Private,,4. Other (Specify),keyetem ayagegnum,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,5. Much Better,,3. About the Same,,2. Worse,,3. About the Same,
050405088801501,2. URBAN,5. SOMALI,04,05,8,88,015,01,1. YES,bokolo(04) mashela(05),9,10,,12,13,1,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),Madabriya ayagegnum,2. Private,,4. Other (Specify),keyetem ayagegnum,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,5. Much Better,,3. About the Same,,2. Worse,,3. About the Same,
050407010100404,2. URBAN,5. SOMALI,04,07,1,1,004,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050408088800501,2. URBAN,5. SOMALI,04,08,8,88,005,01,1. YES,(04)bokolo,8,9,,12,,,3. Too Late,3. Too Late,1. Very early,2. NO,115,2. NO,,4. Other (Specify),madaberiya  keyetem ayageghum aytekemume,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Less,,3. About the Same,,3. About the Same,,1. Much Worse,,3. About the Same,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,4. Better,,2. Worse,,3. About the Same,,3. About the Same,
050502088800603,2. URBAN,5. SOMALI,05,02,8,88,006,03,1. YES,Beqolo,8,,,4,,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),Ayiteqemum,4. Other (Specify),Yilem,4. Other (Specify),Yilem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050506088800603,2. URBAN,5. SOMALI,05,06,8,88,006,03,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050511010100602,2. URBAN,5. SOMALI,05,11,1,1,006,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050602088800702,2. URBAN,5. SOMALI,06,02,8,88,007,02,1. YES,Bekolo,8,,,4,,,3. Too Late,3. Too Late,1. Very early,2. NO,10,1. YES,50,4. Other (Specify),Kenegade,4. Other (Specify),yilem,4. Other (Specify),Yilem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,2. Less,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,
050604088800604,2. URBAN,5. SOMALI,06,04,8,88,006,04,1. YES,(04)bokolo (22) keyshenkurt,8,9,,2,3,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,23,3. Union,,2. Private,,3. Union,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,1. Much Worse,,1. Much Worse,,4. Better,,4. Better,,3. About the Same,,2. Worse,
050605020100107,2. URBAN,5. SOMALI,06,05,2,1,001,07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050606088800801,2. URBAN,5. SOMALI,06,06,8,88,008,01,1. YES,04(bekolo) 22(keyshenkurt) 26(tomoto),8,9,,2,4,6,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,90,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,2. Worse,,3. About the Same,,1. Much Worse,,3. About the Same,,4. Better,,2. Worse,,3. About the Same,,2. Worse,
050610088800304,2. URBAN,5. SOMALI,06,10,8,88,003,04,1. YES,Mashila,7,,,4,,,3. Too Late,1. Very early,1. Very early,2. NO,0,2. NO,,4. Other (Specify),Ayiteqemum,4. Other (Specify),yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
050611010100206,2. URBAN,5. SOMALI,06,11,1,1,002,06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050611010101009,2. URBAN,5. SOMALI,06,11,1,1,010,09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050701088801207,2. URBAN,5. SOMALI,07,01,8,88,012,07,1. YES,Animals:Milk,1,2,3,2,3,4,2. The Right Amount,3. Too Late,3. Too Late,2. NO,45,2. NO,,4. Other (Specify),Beakababiw yelem,4. Other (Specify),yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,3. Other (Specify),sebl Ayamertum,"9. Not Applicable, explain",sebl Ayimeretm,"9. Not Applicable, explain",Helen,"9. Not Applicable, explain",sebl Ayamertum,"9. Not Applicable, explain",yelem,"9. Not Applicable, explain",sebl Ayamertum,2. Worse,,3. About the Same,,2. Worse,,9. Not Applicable,sebl Ayimertm,9. Not Applicable,sebl Ayimertm,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
050703088800901,2. URBAN,5. SOMALI,07,03,8,88,009,01,1. YES,Animal:Milk,1,11,12,1,2,3,3. Too Late,1. Very early,1. Very early,2. NO,6,2. NO,,4. Other (Specify),yelem,4. Other (Specify),Ayageyim,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,"9. Not Applicable, explain",yelem,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,
050704088801101,2. URBAN,5. SOMALI,07,04,8,88,011,01,1. YES,Animals':Milk,1,11,12,10,11,12,2. The Right Amount,1. Very early,3. Too Late,2. NO,40,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050706010100201,2. URBAN,5. SOMALI,07,06,1,1,002,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050707088800603,2. URBAN,5. SOMALI,07,07,8,88,006,03,1. YES,Animal:Milk,10,11,12,2,3,4,3. Too Late,3. Too Late,2. Right time,2. NO,40,2. NO,,4. Other (Specify),Sebl Ayamertu (Ayasfelgachewm,1. Government,,4. Other (Specify),Yelem,2. NO,2. NO,2. NO,3. Other (Specify),Ayasfelgachewm,"9. Not Applicable, explain",Ayasfelgachewm,3. About the Same Number,,"9. Not Applicable, explain",Ayamertum,3. About the Same Number,,"9. Not Applicable, explain",sebl Ayamertum,2. Worse,,2. Worse,,3. About the Same,,9. Not Applicable,Ayamertum sebl,9. Not Applicable,Ayamertum sebl,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,
050801010100308,2. URBAN,5. SOMALI,08,01,1,1,003,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
050802088801803,2. URBAN,5. SOMALI,08,02,8,88,018,03,1. YES,Bekolo .4,5,6,4,8,9,,3. Too Late,3. Too Late,1. Very early,2. NO,38,2. NO,,4. Other (Specify),Madberya Aykerbme/Yelme,4. Other (Specify),Yelme,4. Other (Specify),Yelme,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Aykerbme,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,9. Not Applicable,Beder Noro Ayakem,3. About the Same,,3. About the Same,,9. Not Applicable,Yelme,3. About the Same,,3. About the Same,
050805088800704,2. URBAN,5. SOMALI,08,05,8,88,007,04,1. YES,Bkolo04 Mashla05,1,2,6,4,5,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),Ylme,4. Other (Specify),Yelme,4. Other (Specify),Yelme,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
050807088800305,2. URBAN,5. SOMALI,08,07,8,88,003,05,1. YES,Bekolo.4 Meshla.5,6,7,,10,11,,3. Too Late,1. Very early,3. Too Late,1. YES,,2. NO,,4. Other (Specify),Madabery Ayekerbm,4. Other (Specify),Ylme,4. Other (Specify),Yelem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,9. Not Applicable,Yelme,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
