holder_id,household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s7q01,s7q02,s7q03,s7q03_os,s7q04,s7q05,s7q05_os,s7q06,s7q07,s7q07_os,s7q08,s7q08_os,s7q09,s7q10,s7q10_os,s7q11_1,s7q11_2,s7q11_os,s7q12,s7q13,s7q13_os,s7q14,s7q15,s7q15_os,s7q16,s7q16_os,s7q17,s7q18,s7q18_os,s7q19,s7q20,s7q21,s7q22,s7q23,s7q24,s7q25,s7q26,s7q27,s7q28_1,s7q28_2,s7q28_os,s7q29,s7q30,s7q31_1,s7q31_2,s7q31_3,s7q31_os,s7q32a_1,s7q32a_2,s7q32b_1,s7q32b_2,s7q32c_1,s7q32c_2
12030108880010111901,120301088800101119,120301088800101,1. RURAL,225.7355988396187,12. GAMBELA,03,01,8,88,001,01,119,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880020100801,120301088800201008,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,8,1,3. Both livestock and crop production,2. NO,2. NO,6. SKEPTICAL OF THE OUTCOME,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,0,
12030108880020102001,120301088800201020,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,20,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,6. EXTENSION OFFICER DID NOT SHOW UP,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,6. SEWERAGE CONSTRUCTION,,0,,0,,0,
12030108880020103201,120301088800201032,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,32,1,1. crop production only,2. NO,2. NO,6. SKEPTICAL OF THE OUTCOME,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,1. TERRACING,5. ROAD CONSTRUCTION,6. SEWERAGE CONSTRUCTION,,0,,0,,0,
12030108880020104401,120301088800201044,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,44,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,3. SKEPTICAL OF THE OUTCOME,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,1,3. LITER
12030108880020105601,120301088800201056,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,56,1,3. Both livestock and crop production,2. NO,2. NO,6. SKEPTICAL OF THE OUTCOME,,2. NO,6. EXTENSION OFFICER DID NOT SHOW UP,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,1. TERRACING,5. ROAD CONSTRUCTION,6. SEWERAGE CONSTRUCTION,,0,,0,,0,
12030108880020106801,120301088800201068,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,68,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,0.25,3. LITER
12030108880020108001,120301088800201080,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,80,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,1. TERRACING,3. CONSERVATION ACTIVITIES,6. SEWERAGE CONSTRUCTION,,0,,0,,1,3. LITER
12030108880020109201,120301088800201092,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,92,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,5. ROAD CONSTRUCTION,6. SEWERAGE CONSTRUCTION,,0,,0,,1.5,3. LITER
12030108880020110401,120301088800201104,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,104,1,3. Both livestock and crop production,2. NO,2. NO,6. SKEPTICAL OF THE OUTCOME,,2. NO,6. EXTENSION OFFICER DID NOT SHOW UP,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,2,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,0,
12030108880020111601,120301088800201116,120301088800201,1. RURAL,229.2773600668338,12. GAMBELA,03,01,8,88,002,01,116,1,1. crop production only,2. NO,2. NO,1. IGNORANCE,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880040400301,120301088800404003,120301088800404,1. RURAL,20.2317720907774,12. GAMBELA,03,01,8,88,004,04,3,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030108880040401001,120301088800404010,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,10,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0.3,1. GRAM,0,,3,3. LITER
12030108880040402001,120301088800404020,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,20,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,1. YES,1. á‰ á‰£áˆˆá‹­á‹žá‰³á‹‰ áˆµáˆ­ á‹¨áŠá‰ áˆ¨ áŒáŒ¦áˆ½/áŒ á áˆ˜áˆ¬á‰µ/á‹°áŠ•,,0,0,0,0,0,,,,,,,,1. YES,1,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,5,3. LITER
12030108880040403001,120301088800404030,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,30,1,1. crop production only,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880040404001,120301088800404040,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,40,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,4. IGNORANCE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,2,,,2,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,1,1. TERRACING,3. CONSERVATION ACTIVITIES,5. ROAD CONSTRUCTION,,0,,0,,0.25,3. LITER
12030108880040405001,120301088800404050,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,50,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,2,,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,4,1. TERRACING,5. ROAD CONSTRUCTION,6. SEWERAGE CONSTRUCTION,,0,,0,,1,3. LITER
12030108880040406001,120301088800404060,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,60,1,3. Both livestock and crop production,2. NO,2. NO,2. HIGH PRICE,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,2. TREE PLANTING,,,0,,0,,3,3. LITER
12030108880040407001,120301088800404070,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,70,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,6. NEVER USED FERTILIZER,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,2,3. LITER
12030108880040408001,120301088800404080,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,80,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,2,,,1,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,1,3. LITER
12030108880040409001,120301088800404090,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,90,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,1. NON-AVAILABILITY OF THE SERVICE,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880040410001,120301088800404100,120301088800404,1. RURAL,273.1289232254949,12. GAMBELA,03,01,8,88,004,04,100,1,3. Both livestock and crop production,2. NO,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070701001,120301088800707010,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,10,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,4. IGNORANCE,,1. YES,,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070702001,120301088800707020,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,20,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,1. IGNORANCE,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,1,3. CONSERVATION ACTIVITIES,,,,0,,0,,0,
12030108880070703001,120301088800707030,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,30,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),I Don't need fertilizer,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,8. OTHERS(SPECIFY),I haven't Caltivated this season,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070704001,120301088800707040,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,40,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,1. IGNORANCE,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,8. OTHERS(SPECIFY),I haven't Caltivated this season,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070705001,120301088800707050,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,50,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,1. IGNORANCE,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070706001,120301088800707060,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,60,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,7. OTHERS(SPECIFY),spade /pickaxe/shovel/ machete,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070706801,120301088800707068,120301088800707,1. RURAL,36.45063070900392,12. GAMBELA,03,01,8,88,007,07,68,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030108880070706901,120301088800707069,120301088800707,1. RURAL,36.45063070900392,12. GAMBELA,03,01,8,88,007,07,69,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12030108880070707301,120301088800707073,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,73,1,3. Both livestock and crop production,2. NO,2. NO,3. LACK OF MONEY,,2. NO,2. LACK OF MONEY,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,3,1. TERRACING,3. CONSERVATION ACTIVITIES,10. BRIDGE CONSTRUCTION,,0,,0,,0,
12030108880070708301,120301088800707083,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,83,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070709301,120301088800707093,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,93,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,7. OTHERS(SPECIFY),Lack of adequate service in the area,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,2. NO,4. DOES NOT YIELD ANY RESULTS,,6. NEVER USED FERTILIZER,,,0,8. OTHERS(SPECIFY),USING HAND TOOLS,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880070710301,120301088800707103,120301088800707,1. RURAL,207.7685950413224,12. GAMBELA,03,01,8,88,007,07,103,1,3. Both livestock and crop production,2. NO,2. NO,7. OTHERS(SPECIFY),Not Common in the community,2. NO,7. OTHERS(SPECIFY),Lack of adequate service in the area,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100100901,120301088801001009,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,9,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100101901,120301088801001019,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,19,1,1. crop production only,2. NO,2. NO,7. OTHERS(SPECIFY),Small land size/ Shortage of crop land,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100102901,120301088801001029,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,29,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100103901,120301088801001039,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,39,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100104901,120301088801001049,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,49,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100105901,120301088801001059,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,59,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100106901,120301088801001069,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,69,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100107901,120301088801001079,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,79,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100108901,120301088801001089,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,89,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030108880100109901,120301088801001099,120301088801001,1. RURAL,191.5520553207837,12. GAMBELA,03,01,8,88,010,01,99,1,3. Both livestock and crop production,1. YES,2. NO,4. NON-AVAILABILITY OF SUPPLY,,2. NO,4. NON-AVAILABILITY OF PROGRAM,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,2. NO,2. INADEQUATE SERVICE PROVIDED,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,6. Four-wheel Tractor with ploughs,,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
12030208880070300801,120302088800703008,120302088800703,1. RURAL,235.0134460238187,12. GAMBELA,03,02,8,88,007,03,8,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),The Land is Fertile/ The land doesn't require fertilizer,2. NO,1. IGNORANCE,,2. NO,,,1. NON-AVAILABILITY OF THE SERVICE,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,5. DIGGING,,0,7. OTHERS(SPECIFY),spade /pickaxe/shovel/ machete,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
