holder_id,household_id,harvestedcrop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s11q00a,s11q01,s11q02a1,s11q02a2,s11q02b1,s11q02b2,s11q03a1,s11q03a2,s11q03a2_os,s11q04,s11q07,s11q08_1,s11q08_2,s11q09_1,s11q09_2,s11q10,s11q10_os,s11q11a,s11q11b,s11q11b_os,s11q12,s11q13_1,s11q13_2,s11q14a,s11q14b,s11q15,s11q16,s11q16_os,s11q17,s11q18a1,s11q18a2,s11q18a2_os,s11q19a1,s11q19a2,s11q19a2_os,s11q20a1,s11q20a2,s11q20a2_os,s11q21a1,s11q21a2,s11q21a2_os,s11q21a3,s11q22_1,s11q22_2,s11q22_os,s11q23,s11q24,s11q24_os,s11q25,s11q25a,s11q25a_os,s11q26_1,s11q26_2,s11q26_os,s11q27a,s11q27b,s11q27c,s11q27d,s11q27e
07190108880390210901,071901088803902109,9,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,kasava,10. CASSAVA,,,,,6,3. Quintal,,,1. YES,1,2,1,,5. MAIN MARKET,,1,3. Quintal,,430,1,,5. January,2011,1,2. TRANSPORT,,55,1,3. Quintal,,20,1. Kilogram,,50,1. Kilogram,,30,1. Kilogram,,,1. ROTTING,4. FLOOD,,1. YES,8. Other Specify,bmasa,3,3. Quintal,,4. DID NOTHING,,,0,40,10,50,100
07190108880390210901,071901088803902109,10,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,key adenguare,19. RED KIDENY BEANS,,,,,75,1. Kilogram,,,1. YES,1,,1,,5. MAIN MARKET,,30,1. Kilogram,,260,1,,3. November,2011,3,1. On Foot,,70,15,1. Kilogram,,0,,,10,1. Kilogram,,5,1. Kilogram,,,6. OTHER (SPECIFY),,zonal itiret,1. YES,3. Bags in House,,25,1. Kilogram,,4. DID NOTHING,,,0,25,0,75,100
07190108880390210901,071901088803902109,11,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,ruz,5. RICE,,,,,12,3. Quintal,,,1. YES,1,,1,,5. MAIN MARKET,,7,3. Quintal,,4800,1,,3. November,2011,4,2. TRANSPORT,,140,1,3. Quintal,,50,1. Kilogram,,50,1. Kilogram,,30,1. Kilogram,,,1. ROTTING,3. RODENTS/PESTS,,1. YES,3. Bags in House,,2.6,3. Quintal,,4. DID NOTHING,5. ELEVATION,,25,15,0,60,100
07190108880390210901,071901088803902109,13,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,godare,64. GODERE,,,,,4,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,50,1. Kilogram,,50,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,2,3. Quintal,,4. DID NOTHING,,,0,25,0,75,100
07190108880390210901,071901088803902109,14,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,sukar dinich,62. SWEET POTATO,,,,,6,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,2,3. Quintal,,0,,,2.5,3. Quintal,,50,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,0,30,0,70,100
07190108880390210901,071901088803902109,16,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,berbere,34. CHILIES,2. 2011,2. October,2. 2011,3. November,5,1. Kilogram,,15,2. NO,,,,,,,,,,,,,,,,,,,2,1. Kilogram,,0,,,1,1. Kilogram,,2,1. Kilogram,,,6. OTHER (SPECIFY),,bdirket,2. NO,,,,,,,,,,,,,
07190108880390210901,071901088803902109,17,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,109,1,3. Both livestock and crop production,zinjibel,37. GINGER,,,,,10,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,1,1. Kilogram,,,1. ROTTING,6. OTHER (SPECIFY),st here beshita,1. YES,8. Other Specify,bmasa,9,3. Quintal,,4. DID NOTHING,,,40,5,5,50,100
07190108880390212501,071901088803902125,1,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,abokado,84. AVOCADOS,1. 2010,8. April,2. 2011,4. December,75,1. Kilogram,,2,2. NO,,,,,,,,,,,,,,,,,,,25,1. Kilogram,,0,,,45,1. Kilogram,,5,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390212501,071901088803902125,2,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,mango,46. MANGOS,1. 2010,7. March,1. 2010,1. September,45,1. Kilogram,,3,2. NO,,,,,,,,,,,,,,,,,,,20,1. Kilogram,,0,,,15,1. Kilogram,,10,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390212501,071901088803902125,3,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,papaya,48. PAPAYA,1. 2010,8. April,2. 2011,4. December,1,122. Madaberia/Nuse/Shera/Cheret Medium,,1,2. NO,,,,,,,,,,,,,,,,,,,1,121. Madaberia/Nuse/Shera/Cheret Small,,0,,,30,1. Kilogram,,25,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390212501,071901088803902125,4,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,enset,74. ENSET,1. 2010,9. May,2. 2011,3. November,6,61. Esir Small,,,1. YES,2,,2,,4. LOCAL MARKET,,1,61. Esir Small,,30,2,,3. November,2011,3,1. On Foot,,0,2,61. Esir Small,,0,,,1,61. Esir Small,,0,,,,,,,1. YES,3. Bags in House,,2,61. Esir Small,,4. DID NOTHING,,,25,25,0,50,100
07190108880390212501,071901088803902125,5,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,buna,72. COFFEE,1. 2010,10. June,2. 2011,4. December,60,1. Kilogram,,35,1. YES,1,,1,,5. MAIN MARKET,,50,1. Kilogram,,3000,1,,3. November,2011,2,1. On Foot,,120,5,1. Kilogram,,0,,,5,1. Kilogram,,0,,,,,,,2. NO,,,,,,,,,,,,,
07190108880390212501,071901088803902125,6,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,godare,64. GODERE,,,,,3.5,3. Quintal,,,1. YES,1,,1,,4. LOCAL MARKET,,40,1. Kilogram,,300,1,,3. November,2011,2,1. On Foot,,0,50,1. Kilogram,,0,,,35,1. Kilogram,,5,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,50,1. Kilogram,,4. DID NOTHING,,,0,25,0,75,100
07190108880390212501,071901088803902125,7,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,key adenguare,19. RED KIDENY BEANS,,,,,205,1. Kilogram,,,1. YES,1,,1,,5. MAIN MARKET,,55,1. Kilogram,,475,1,,3. November,2011,1,2. TRANSPORT,,50,50,1. Kilogram,,0,,,20,1. Kilogram,,5,1. Kilogram,,,2. INSECTS,,,1. YES,3. Bags in House,,75,1. Kilogram,,4. DID NOTHING,,,0,30,0,70,100
07190108880390212501,071901088803902125,8,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,muz,42. BANANAS,1. 2010,7. March,2. 2011,5. January,200,1. Kilogram,,19,1. YES,2,,2,,4. LOCAL MARKET,,100,1. Kilogram,,220,2,,4. December,2011,6,1. On Foot,,0,40,1. Kilogram,,0,,,15,1. Kilogram,,45,1. Kilogram,,,1. ROTTING,5. THEFT,,2. NO,,,,,,,,,,,,,
07190108880390212501,071901088803902125,9,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,sukar dinich,62. SWEET POTATO,,,,,5,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,2,3. Quintal,,0,,,150,1. Kilogram,,50,1. Kilogram,,,6. OTHER (SPECIFY),,dur arawit,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,0,25,0,75,100
07190108880390212501,071901088803902125,11,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,kasava,10. CASSAVA,,,,,250,1. Kilogram,,,1. YES,1,2,1,,5. MAIN MARKET,,50,1. Kilogram,,180,1,,5. January,2011,1,1. On Foot,,35,100,1. Kilogram,,0,,,50,1. Kilogram,,5,1. Kilogram,,,6. OTHER (SPECIFY),,dir arawit,1. YES,8. Other Specify,bmasa,45,1. Kilogram,,4. DID NOTHING,,,0,15,0,85,100
07190108880390212501,071901088803902125,12,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,125,1,3. Both livestock and crop production,ruz,5. RICE,,,,,200,1. Kilogram,,,1. YES,1,,1,,5. MAIN MARKET,,100,1. Kilogram,,600,1,,3. November,2011,1,1. On Foot,,60,30,1. Kilogram,,0,,,35,1. Kilogram,,15,1. Kilogram,,,5. THEFT,,,1. YES,3. Bags in House,,20,1. Kilogram,,4. DID NOTHING,,,0,10,0,90,100
07190108880390214101,071901088803902141,1,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,enset,74. ENSET,1. 2010,9. May,2. 2011,4. December,7,63. Esir Large,,,1. YES,1,2,2,,4. LOCAL MARKET,,2,63. Esir Large,,100,2,,3. November,2011,3,1. On Foot,,0,2,63. Esir Large,,0,,,1,61. Esir Small,,1,61. Esir Small,,,1. ROTTING,,,1. YES,3. Bags in House,,2,63. Esir Large,,4. DID NOTHING,5. ELEVATION,,20,25,0,55,100
07190108880390214101,071901088803902141,2,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,godare,64. GODERE,,,,,5,3. Quintal,,,1. YES,1,2,2,,4. LOCAL MARKET,,50,1. Kilogram,,165,1,,3. November,2011,3,1. On Foot,,0,150,1. Kilogram,,50,1. Kilogram,,1,3. Quintal,,50,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,0,25,0,75,100
07190108880390214101,071901088803902141,3,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,kasava,10. CASSAVA,,,,,7,3. Quintal,,,1. YES,1,,2,,4. LOCAL MARKET,,2,3. Quintal,,600,1,2,8. April,2011,3,1. On Foot,,0,1,3. Quintal,,0,,,2,3. Quintal,,1,3. Quintal,,,1. ROTTING,2. INSECTS,,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,25,25,0,50,100
07190108880390214101,071901088803902141,4,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,abokado,84. AVOCADOS,2. 2011,13. Pwagume,2. 2011,2. October,50,1. Kilogram,,3,2. NO,,,,,,,,,,,,,,,,,,,15,1. Kilogram,,0,,,25,1. Kilogram,,10,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390214101,071901088803902141,5,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,teff,7. TEFF,,,,,75,1. Kilogram,,,1. YES,1,,1,,5. MAIN MARKET,,40,1. Kilogram,,650,1,,2. October,2011,1,2. TRANSPORT,,65,10,1. Kilogram,,0,,,3,1. Kilogram,,2,1. Kilogram,,,3. RODENTS/PESTS,,,1. YES,3. Bags in House,,20,1. Kilogram,,4. DID NOTHING,5. ELEVATION,,0,5,5,90,100
07190108880390214101,071901088803902141,6,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,ruz,5. RICE,,,,,2,3. Quintal,,,1. YES,1,,1,,5. MAIN MARKET,,1,3. Quintal,,600,1,,3. November,2011,2,2. TRANSPORT,,75,15,1. Kilogram,,0,,,10,1. Kilogram,,5,1. Kilogram,,,2. INSECTS,,,1. YES,3. Bags in House,,70,1. Kilogram,,4. DID NOTHING,5. ELEVATION,,0,15,10,75,100
07190108880390214101,071901088803902141,8,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,141,1,3. Both livestock and crop production,mango,46. MANGOS,2. 2011,3. November,2. 2011,4. December,25,1. Kilogram,,2,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,0,,,5,1. Kilogram,,10,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390215701,071901088803902157,1,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,kasava,10. CASSAVA,,,,,2,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,50,1. Kilogram,,0,,,30,1. Kilogram,,20,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,0,25,10,65,100
07190108880390215701,071901088803902157,2,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,godare,64. GODERE,,,,,3,3. Quintal,,,1. YES,1,,2,,4. LOCAL MARKET,,50,1. Kilogram,,155,1,,4. December,2011,4,1. On Foot,,0,1,3. Quintal,,0,,,35,1. Kilogram,,20,1. Kilogram,,,1. ROTTING,,,1. YES,8. Other Specify,bmasa,1,3. Quintal,,4. DID NOTHING,,,0,25,0,75,100
07190108880390215701,071901088803902157,3,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,muz,42. BANANAS,2. 2011,3. November,2. 2011,4. December,35,1. Kilogram,,4,2. NO,,,,,,,,,,,,,,,,,,,20,1. Kilogram,,0,,,5,1. Kilogram,,10,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07190108880390215701,071901088803902157,4,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,bokolo,2. MAIZE,,,,,100,1. Kilogram,,,1. YES,1,,2,,5. MAIN MARKET,,50,1. Kilogram,,200,1,,2. October,2011,1,2. TRANSPORT,,35,20,1. Kilogram,,0,,,5,1. Kilogram,,5,1. Kilogram,,,2. INSECTS,3. RODENTS/PESTS,,1. YES,3. Bags in House,,20,1. Kilogram,,4. DID NOTHING,5. ELEVATION,,0,15,0,85,100
07190108880390215701,071901088803902157,5,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,ruz,5. RICE,,,,,2,3. Quintal,,,1. YES,1,2,1,,5. MAIN MARKET,,1,3. Quintal,,600,1,,3. November,2011,1,2. TRANSPORT,,60,25,1. Kilogram,,0,,,20,1. Kilogram,,5,1. Kilogram,,,2. INSECTS,,,1. YES,3. Bags in House,,50,1. Kilogram,,4. DID NOTHING,5. ELEVATION,,0,25,0,75,100
07190108880390215701,071901088803902157,6,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,key adenguare,19. RED KIDENY BEANS,,,,,45,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,15,1. Kilogram,,0,,,7,1. Kilogram,,3,1. Kilogram,,,2. INSECTS,,,1. YES,3. Bags in House,,20,1. Kilogram,,4. DID NOTHING,5. ELEVATION,,0,0,0,100,100
07190108880390215701,071901088803902157,7,071901088803902,1. RURAL,7600.891116352202,7. SNNP,19,01,8,88,039,02,157,1,3. Both livestock and crop production,dinich,60. POTATOES,,,,,10,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,7,1. Kilogram,,0,,,0,,,3,1. Kilogram,,,1. ROTTING,,,2. NO,,,,,,,,,,,,,
07200108880030800901,072001088800308009,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,9,1,3. Both livestock and crop production,01 02 enset,74. ENSET,1. 2010,7. March,2. 2011,6. February,4,7. Jenbe,,,2. NO,,,,,,,,,,,,,,,,,,,4,7. Jenbe,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030800901,072001088800308009,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,9,1,3. Both livestock and crop production,01 05 abesha Gomen,56. KALE,,,,,11,62. Esir Medium,,,1. YES,1,,1,,4. LOCAL MARKET,,11,62. Esir Medium,,550,1,,2. October,2011,3,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030800901,072001088800308009,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,9,1,3. Both livestock and crop production,01 06 bakala,13. HORSE BEANS,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030802101,072001088800308021,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,21,1,3. Both livestock and crop production,01 05 enset,74. ENSET,1. 2010,7. March,2. 2011,6. February,8,62. Esir Medium,,,2. NO,,,,,,,,,,,,,,,,,,,8,7. Jenbe,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030802101,072001088800308021,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,21,1,3. Both livestock and crop production,01 06 abesha Gomen,56. KALE,,,,,6,62. Esir Medium,,,1. YES,1,2,1,2,4. LOCAL MARKET,,6,62. Esir Medium,,300,1,2,2. October,2011,4,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030802101,072001088800308021,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,21,1,3. Both livestock and crop production,01 10 bakala,13. HORSE BEANS,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030802101,072001088800308021,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,21,1,3. Both livestock and crop production,02 01 ater,15. FIELD PEAS,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030802101,072001088800308021,5,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,21,1,3. Both livestock and crop production,03 01gebes,1. BARLEY,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030803301,072001088800308033,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,33,1,3. Both livestock and crop production,02 01 enset,74. ENSET,1. 2010,7. March,2. 2011,6. February,4,7. Jenbe,,,2. NO,,,,,,,,,,,,,,,,,,,4,7. Jenbe,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030803301,072001088800308033,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,33,1,3. Both livestock and crop production,02 02 abesha Gomen,56. KALE,,,,,8,62. Esir Medium,,,1. YES,1,2,1,2,4. LOCAL MARKET,,8,52. Chinet Medium,,400,1,2,2. October,2011,3,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030803301,072001088800308033,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,33,1,3. Both livestock and crop production,02 03 bakala,13. HORSE BEANS,,,,,8,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,8,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030803301,072001088800308033,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,33,1,3. Both livestock and crop production,02 04 gebes,1. BARLEY,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030804501,072001088800308045,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,45,1,1. Crop production only,01 03 enset,74. ENSET,1. 2010,7. March,2. 2011,6. February,2,7. Jenbe,,,2. NO,,,,,,,,,,,,,,,,,,,2,7. Jenbe,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030804501,072001088800308045,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,45,1,1. Crop production only,01 04 abesha gomen,56. KALE,,,,,4,62. Esir Medium,,,1. YES,1,,1,,4. LOCAL MARKET,,4,62. Esir Medium,,200,1,,2. October,2011,4,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030804501,072001088800308045,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,45,1,1. Crop production only,01 05 bakala,13. HORSE BEANS,,,,,5,182. Tasa/Tanika/Shember/Selemon Medium,,,2. NO,,,,,,,,,,,,,,,,,,,5,182. Tasa/Tanika/Shember/Selemon Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030804501,072001088800308045,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,45,1,1. Crop production only,02 01 ater,15. FIELD PEAS,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030805701,072001088800308057,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,57,1,3. Both livestock and crop production,01 03 enset,74. ENSET,1. 2010,7. March,2. 2011,6. February,10,7. Jenbe,,,2. NO,,,,,,,,,,,,,,,,,,,10,7. Jenbe,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030805701,072001088800308057,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,57,1,3. Both livestock and crop production,01 04 bakela,13. HORSE BEANS,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030805701,072001088800308057,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,57,1,3. Both livestock and crop production,01 05 abesha Gomen,56. KALE,,,,,12,62. Esir Medium,,,1. YES,1,2,1,2,4. LOCAL MARKET,,12,62. Esir Medium,,600,1,2,2. October,2011,2,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030805701,072001088800308057,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,57,1,3. Both livestock and crop production,01 11gebes,1. BARLEY,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,6,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030806901,072001088800308069,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,69,1,3. Both livestock and crop production,01 02 abesha Gomen,56. KALE,,,,,3,62. Esir Medium,,,1. YES,1,2,1,2,4. LOCAL MARKET,,3,62. Esir Medium,,150,1,2,2. October,2011,4,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030806901,072001088800308069,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,69,1,3. Both livestock and crop production,02 01 ater,15. FIELD PEAS,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030806901,072001088800308069,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,69,1,3. Both livestock and crop production,03 01 gebes,1. BARLEY,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030808101,072001088800308081,1,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,81,1,3. Both livestock and crop production,01 03 abesha Gomen,56. KALE,,,,,5,62. Esir Medium,,,1. YES,1,,1,,4. LOCAL MARKET,,5,62. Esir Medium,,250,1,,2. October,2011,6,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030808101,072001088800308081,2,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,81,1,3. Both livestock and crop production,02 01 gebes,1. BARLEY,,,,,0.25,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0.25,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030809301,072001088800308093,3,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,93,1,3. Both livestock and crop production,01 04 abesha Gomen,56. KALE,,,,,7,62. Esir Medium,,,1. YES,1,2,1,2,5. MAIN MARKET,,70,62. Esir Medium,,350,2,,3. November,2011,30,3. Drapht Animals,,0,7,62. Esir Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030809301,072001088800308093,4,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,93,1,3. Both livestock and crop production,01 05 bakala,13. HORSE BEANS,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,112. Kunna/Mishe/Kefer/Enkib Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
07200108880030809301,072001088800308093,5,072001088800308,1. RURAL,8984.443058252427,7. SNNP,20,01,8,88,003,08,93,1,3. Both livestock and crop production,01 06  abesha Gomen Ena Enset,74. ENSET,2. 2011,2. October,2. 2011,5. January,4,62. Esir Medium,,,2. NO,,,,,,,,,,,,,,,,,,,10,62. Esir Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
